field,train_mean_abs_error,train_rms_error,train_max_abs_error,test_mean_abs_error,test_rms_error,test_max_abs_error,train_nrmse_pct,test_nrmse_pct,train_mean_pct_error,test_mean_pct_error
c,0.02430736530619808,0.03154989261619559,0.23768652700000004,0.065610049014377,0.07724673795642976,0.24584034999999993,3.154989261619559,7.7246737956429765,32.51723633756364,9.098000938572232
e11,0.0007955753141589713,0.001053687339265015,0.005880938699999999,0.0014163019867799362,0.0017852813966079647,0.006549010599999999,2.48894703440775,4.217067693695743,,
e22,0.00023357663047179807,0.00030737310909783157,0.00359636106,0.00043887838662587863,0.0005451305060471185,0.001824451,2.7392805497526505,4.858152350004081,,
e12,0.0005023435801675368,0.000651413267980554,0.004707721999999999,0.0009049457029534824,0.0011416645565653627,0.00387035,2.7368281504416228,4.796555198293583,,
