step,phase,c_lambda,e11_lambda,e22_lambda,e12_lambda,allen_cahn_lambda,force_balance_lambda,k_reg_lambda,interp_c_lambda,interp_e11_lambda,interp_e22_lambda,interp_e12_lambda
152,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,adam,8.9,2.1,0.48,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
