concentration,j_0(c)
0.085926031,0.00051750254
0.071048654,0.0005082838
0.060858766,0.00049895694
0.055140338,0.0004894509
0.05943605,0.0004983654
0.052146544,0.00048858416
0.047038858,0.0004786364
0.044866557,0.00047829322
0.040929906,0.00046789713
0.039813696,0.00045724877
0.142714353,0.00057045073
0.118839463,0.0005577608
0.100255479,0.00054485427
0.083069098,0.0005316078
0.142714353,0.00055387925
0.106392402,0.0005404158
0.083629974,0.0005266542
0.117339152,0.00053625216
0.084005939,0.0005219523
0.051186838,0.00038263304
0.049878135,0.00038430045
0.045736979,0.00038431273
0.038518016,0.00038249756
0.049367395,0.00037876677
0.044572773,0.0003807956
0.039075126,0.00038094362
0.046147235,0.00037485792
0.040973559,0.00037731562
0.044213316,0.00037090562
0.045089931,0.00038985128
0.033941618,0.00038904016
0.021777741,0.0003861159
0.020556879,0.00038129571
0.046044341,0.00038759832
0.03459588,0.000386042
0.024614825,0.00038236735
0.042799027,0.00038514833
0.033254164,0.00038283225
0.062107197,0.00037547856
0.062107197,0.00037780218
0.043272648,0.0003797611
0.045175706,0.00038237637
0.037065682,0.00038412106
0.023338567,0.00038542523
0.02694625,0.00038844926
0.022251595,0.00038951385
0.015840899,0.0003935426
0.022247985,0.00038861323
0.02359895,0.00038362163
0.028266077,0.00037817768
0.034148001,0.00037239207
0.030246081,0.0003843216
0.044227797,0.00037874922
0.034148001,0.0003727295
0.053418958,0.00037993796
0.069103647,0.00037378652
0.047701209,0.0003784515
0.049828082,0.00040318156
0.039921901,0.0004300343
0.034526634,0.00039316647
0.035383612,0.00041926315
0.034815799,0.00044660078
0.023215958,0.00040874459
0.026503166,0.00043583754
0.023879945,0.00042503115
0.012801384,0.00036956137
0.013275033,0.00035486612
0.014555353,0.00034550685
0.016681132,0.0003407697
0.016082812,0.0003712692
0.016213278,0.00035345828
0.014041773,0.00034113796
0.028328952,0.00037429985
0.035658002,0.00035358977
0.035163167,0.000360735
0.019543766,0.00034925502
0.040306216,0.00036833284
0.02563207,0.00035770444
0.016193622,0.0003491115
0.034608244,0.00036592653
0.018058422,0.00035749318
0.023823567,0.00036578704
0.136911263,0.00062536774
0.104447522,0.0006099435
0.072432583,0.0005941709
0.053831215,0.00057783216
0.140638208,0.0006089402
0.110485474,0.0005921566
0.080381705,0.0005749018
0.142550786,0.0005906717
0.115376362,0.0005724399
0.029355866,0.0003922209
0.021698106,0.00038654447
0.014900884,0.0003804408
0.012778473,0.00037410783
0.020453386,0.000385884
0.017272177,0.00037974963
0.013432775,0.0003733014
0.017855338,0.0003792558
0.015313452,0.00037273177
0.0126,0.00038223434
0.0126,0.00038822956
0.014247568,0.00039410414
0.016935096,0.0003998184
0.0126,0.00038300577
0.012846141,0.000388866
0.014237945,0.00039461118
0.012606225,0.00038368496
0.012931759,0.00038940215
0.0126,0.00038426003
0.021976041,0.00063073466
0.047189885,0.0006280481
0.092767195,0.00062625174
0.04610269,0.0006474633
0.087130612,0.00064571126
0.132350382,0.00064485427
0.073881001,0.00066363736
0.130007824,0.00066297565
0.101169923,0.00067971705
0.016072831,0.00039760536
0.0126,0.00039118913
0.0126,0.00038446765
0.0126,0.00037768375
0.015728386,0.00039011563
0.0126,0.00038315804
0.0126,0.00037605537
0.013502213,0.00038225215
0.0126,0.000374854
0.0126,0.0003848491
0.0126,0.00039183118
0.012665894,0.00039856223
0.0126,0.0003792969
0.0126,0.00038629473
0.0126,0.00039312145
0.0126,0.00038082086
0.0126,0.00038763622
0.0126,0.00038841736
0.0126,0.00038675536
0.0126,0.00038535713
0.012606929,0.0003929109
0.012651052,0.00039147533
0.012685028,0.00039032087
0.013071596,0.00039745594
0.013550226,0.00039625255
0.015455459,0.00040201322
0.050704676,0.00068046816
0.04215243,0.0006789947
0.045756462,0.0006787263
0.048889341,0.0006962057
0.036965459,0.0006966513
0.03032044,0.00069838174
0.046466214,0.0007121903
0.037402115,0.0007148074
0.055947031,0.000729478
0.0126,0.0003936022
0.0126,0.00039222356
0.0126,0.00039048595
0.0126,0.00039818903
0.0126,0.00039676996
0.0126,0.00039500467
0.0126,0.00040280822
0.0126,0.00040135998
0.0126,0.00040742112
0.031644324,0.00071761163
0.049971369,0.00071951916
0.082150269,0.00072340615
0.073391796,0.0007314737
0.10675914,0.0007366611
0.113526429,0.00074412464
0.094534806,0.00074863026
0.117731635,0.0007577945
0.117734082,0.00077082013
0.0126,0.000411158
0.0126,0.00040602183
0.0126,0.00040081528
0.0126,0.00039557903
0.0126,0.00040576924
0.0126,0.00040067022
0.0126,0.00039556448
0.0126,0.00039989187
0.0126,0.00039488124
0.0126,0.00040998467
0.0126,0.00040380418
0.0126,0.0003974233
0.0126,0.00039088802
0.0126,0.00040573516
0.0126,0.000399609
0.0126,0.00039335564
0.0126,0.00040090672
0.0126,0.0003949003
0.0126,0.00039897778
0.0126,0.00039279502
0.0126,0.00038643312
0.0126,0.00037992044
0.0126,0.00039664682
0.0126,0.0003905701
0.0126,0.0003843519
0.0126,0.00039393947
0.0126,0.0003880118
0.037395791,0.0007416153
0.065442419,0.00074861984
0.106759919,0.00075819634
0.048750585,0.00075598265
0.080258706,0.0007679847
0.091843116,0.0007831516
0.044154095,0.0007759539
0.070297324,0.00079418055
0.035959362,0.000802434
0.0126,0.0003833486
0.0126,0.00037808917
0.0126,0.0003727351
0.0126,0.0003672989
0.0126,0.00038239322
0.0126,0.0003771869
0.0126,0.00037190117
0.0126,0.00038124804
0.0126,0.00037611247
0.021111488,0.0003701294
0.020468631,0.00036558998
0.019345895,0.0003609788
0.023368358,0.00035630015
0.013220305,0.00036926038
0.0126,0.00036460237
0.0126,0.00035987564
0.0126,0.0003683161
0.0126,0.00036354412
0.065495419,0.0007451053
0.062214144,0.0007611013
0.053789897,0.0007799387
0.050889412,0.0007551117
0.07632054,0.00077849586
0.082898669,0.00080531073
0.033706555,0.0007670296
0.068498922,0.0007990758
0.016421397,0.00077970297
0.027005407,0.0003586439
0.040662479,0.00036092525
0.053603352,0.0003631312
0.023368358,0.0003523443
0.036930077,0.00035460488
0.051372224,0.00035680653
0.034810228,0.0003481504
0.042333725,0.0003503359
0.034810228,0.0003437287
0.057896271,0.0006754559
0.038761699,0.00070827856
0.028892368,0.00074269896
0.045069815,0.0006620522
0.065941635,0.0007026025
0.08166324,0.0007452454
0.051434493,0.00065283204
0.08166324,0.0006995483
0.064494327,0.0006535433
0.025079812,0.00032507718
0.025079812,0.0003314656
0.03771127,0.0003376899
0.03284051,0.00033386674
0.043108047,0.0003400972
0.0501909,0.00034616044
0.044704456,0.0003424247
0.058156008,0.0003485006
0.057000304,0.00035072913
0.016223223,0.0005257004
0.014054324,0.0005650604
0.03150051,0.000607704
0.0126,0.0005385459
0.01466334,0.0005777914
0.041602685,0.00062138017
0.0126,0.00057444273
0.0126,0.0006142245
0.0126,0.0006381808
0.014215888,0.00033153125
0.015303311,0.0003202874
0.015809659,0.00030859374
0.014490738,0.00029651134
0.01551064,0.00032948182
0.01408465,0.00031824753
0.013186344,0.0003066237
0.021710783,0.00032732412
0.015845973,0.00031614766
0.213634442,0.0024852592
0.219142794,0.0024302902
0.21534068,0.0023874098
0.224320726,0.0023583139
0.262211924,0.0032306705
0.266310272,0.003151864
0.278961678,0.0030914189
0.327014868,0.0041528847
0.339853927,0.0040466757
0.400031318,0.0052338503
0.0126,0.00055138784
0.0126,0.00057546014
0.0126,0.00060429797
0.021416687,0.00064134505
0.012722982,0.0006665083
0.0126,0.0006980032
0.056012189,0.0007764754
0.044243069,0.00080450985
0.088345587,0.0009847772
0.102673848,0.0009392498
0.100354297,0.0009441228
0.109154728,0.00095917674
0.127804004,0.0012339593
0.122105936,0.0012316302
0.125151836,0.0012440544
0.151862528,0.0016848206
0.127482759,0.0016717156
0.365424919,0.0056154896
0.377894549,0.005476894
0.39048456,0.005347637
0.420779153,0.0065522105
0.435298244,0.0063992077
0.454369369,0.0062552677
0.477800567,0.007519273
0.505328979,0.00736139
0.551530953,0.008500214
0.551530953,0.009384221
0.598099775,0.0101716155
0.601745257,0.010832659
0.517637539,0.008478125
0.550144902,0.009318083
0.574813137,0.010046359
0.501442615,0.008447504
0.530457056,0.009237079
0.486817094,0.008402926
0.027518722,0.00030167826
0.023109361,0.00028487365
0.015643948,0.00026738274
0.0126,0.00024945926
0.024897901,0.00029996087
0.018795564,0.00028311484
