concentration,mu_h(c)
0.035228809,-0.12782454
0.056273322,-0.14586139
0.05978997,-0.12052059
0.045514019,-0.086574554
0.058145677,-0.10380697
0.061031598,-0.06960058
0.044556989,-0.053248167
0.032437194,-0.13666606
0.048900811,-0.14130354
0.041304129,-0.10176921
0.036047455,0.007357836
0.043833716,-0.021498442
0.050116371,-0.038181067
0.017279329,0.10682392
0.020234386,0.13207221
0.026459133,0.15336823
0.025878099,0.11997509
0.037129455,0.14375973
0.051179445,0.13293386
0.018023874,0.07070851
0.017424368,0.090076685
0.025178287,0.104227066
0.021464894,0.051074505
0.029610378,0.08885217
0.02744894,0.026959896
0.03279241,0.18058062
0.04235028,0.19440627
0.044884134,0.19590473
0.044964991,0.17297101
0.051014056,0.18980646
0.060246461,0.16561818
0.02202769,-0.13699603
0.024920882,-0.118349314
0.042801144,-0.09776187
0.026573035,-0.14067745
0.036892216,-0.1267736
0.032003702,-0.13932681
0.039208097,-0.13240266
0.057766563,-0.12147999
0.047645914,-0.12602878
0.018988988,-0.11268735
0.023955614,-0.071276665
0.016212268,-0.086726665
0.01581132,-0.13940072
0.0126,-0.14020538
0.01446522,-0.1409514
0.022897567,-0.12687707
0.014230194,-0.12792325
0.036366976,-0.11656141
0.038548599,-0.122920275
0.023713098,-0.13088226
0.039921508,-0.11943078
0.018510625,-0.1304717
0.020568586,-0.122718096
0.017827884,-0.11952877
0.070934896,-0.1056056
0.061339332,-0.11183858
0.04762197,-0.118955135
0.069027208,-0.10911775
0.052849471,-0.115570545
0.052522857,-0.112784624
0.034311461,-0.109014034
0.017927839,-0.112797976
0.017866544,-0.11702037
0.026110435,-0.10523105
0.02057608,-0.11000419
0.029807036,-0.10504651
0.03449736,-0.116145134
0.035321338,-0.11030531
0.020939759,-0.11495972
0.081164677,-0.10861683
0.071309619,-0.109752655
0.049264035,-0.10735726
0.07170002,-0.11462045
0.052929013,-0.112948656
0.050327771,-0.11895394
0.090299117,-0.109152555
0.070564115,-0.11915755
0.076137262,-0.10596943
0.038763729,-0.12243581
0.04164872,-0.121465206
0.044429815,-0.12058139
0.044894027,-0.11552811
0.049496789,-0.11467838
0.04647884,-0.109208345
0.062653075,-0.10659695
0.057843865,-0.10780406
