step,phase,c_loss,e11_loss,e22_loss,e12_loss,allen_cahn_loss,force_balance_loss,k_reg_loss,total_loss,test_total_loss,test_c_loss,test_e11_loss,test_e22_loss,test_e12_loss,test_allen_cahn_loss,test_force_balance_loss,test_k_reg_loss
301,bfgs,0.005693206327060352,0.15124703839928652,0.11125990643749312,1.0464630086349451,7.229424783372899e-05,0.0041828437556704744,3.7606295675908057e-06,3.5584534394598513,5.626127349742054,0.03202799370915697,0.0711879009029359,0.2771639718955124,1.1342704557821965,9.382718099023431e-05,0.003906346808043576,3.837979338754391e-06
302,bfgs,0.005659883538587476,0.150444959122085,0.11075423642187199,1.046335700388918,7.2522444198803e-05,0.004174375680007314,1.6364832940254039e-06,3.5477327603789988,5.641365407648293,0.03158767650450209,0.07083952540751395,0.2811519855216435,1.1502439913352416,9.416809671826934e-05,0.0038901768221141345,1.6687519944007505e-06
303,bfgs,0.005571709025767231,0.15021163920563116,0.10997888622901149,1.0442444908453872,7.287913530993957e-05,0.00416612346453148,1.0590956693982542e-06,3.5338640359212796,5.573922120779078,0.03086840672705553,0.06839236463655307,0.28078527854400365,1.1250573991182764,9.260189925809695e-05,0.0038849635939088374,1.0860678955688777e-06
304,bfgs,0.005529901221884386,0.1526149182748579,0.10911821772427546,1.0339751202856493,7.331939414245936e-05,0.004170580311413779,1.0190033920777427e-06,3.522926457801659,5.548292061241999,0.030743585672677237,0.06507398335690713,0.28011646705003096,1.1229500011109996,9.289865799678609e-05,0.0038591276608216448,1.0440308209803183e-06
305,bfgs,0.0055129722888865055,0.15179265528337513,0.10863060673234269,1.025934910364433,7.357997693378773e-05,0.004175281317806867,2.435024328462957e-07,3.510125737071849,5.591008046032833,0.031147152807854635,0.06861003659298263,0.28008459183346635,1.1338417182909621,9.458846318892338e-05,0.0038816120099700088,2.482118283709751e-07
306,bfgs,0.005498013471379382,0.1516035703840323,0.10782287266327095,1.0245530925493282,7.336866477802091e-05,0.004166684864363983,7.209986995933125e-07,3.5004218061941765,5.573950502140155,0.030777707699179743,0.07155356598016864,0.2789850663012888,1.1396096962779014,9.394361299476165e-05,0.003861124169408217,7.078204614928118e-07
307,bfgs,0.0054336067853896185,0.15045191515511452,0.10721767348554292,1.02305205910668,7.35130662900248e-05,0.0041623320532897445,5.036960730423506e-07,3.488585137994901,5.481397099841723,0.030268153328187185,0.07021808966174756,0.2778342231115652,1.087837473894606,9.280074462661827e-05,0.003835322389272162,4.950205358382387e-07
308,bfgs,0.005363109410028918,0.14913709872184147,0.10666943588212013,1.0185776423196444,7.366759253932476e-05,0.004166340498525874,1.263254008767079e-07,3.4757129526895993,5.425148019610535,0.03025471083755525,0.07078466321124881,0.2691867264871658,1.0840016207217842,9.433466867408197e-05,0.0038388620870746584,1.2650175020596834e-07
309,bfgs,0.005308360136210043,0.14794564709747984,0.10621893748860381,1.0060464078883986,7.429881189362591e-05,0.004192502642245047,1.3574373542546074e-06,3.4646012202899774,5.372442646391839,0.029305114000271734,0.07121248401649427,0.26833194658654236,1.071986642383902,9.446539366897227e-05,0.0038523391427804808,1.346669705012039e-06
310,bfgs,0.005223723888547508,0.14422434317108893,0.10567780118318876,0.9942407647343259,7.470193117095252e-05,0.004247821178462924,1.0676144328310183e-06,3.4534496612853562,5.284393572560837,0.029017337303881934,0.06955792366799156,0.26409954116836076,1.0351596299819068,9.461574369564379e-05,0.00382301924838643,1.0690179713576636e-06
311,bfgs,0.0052591142288820275,0.14449837973558108,0.10512091213652763,0.9937567165308532,7.462785476402113e-05,0.004219023371940761,1.2349782662844482e-06,3.4435946117314225,5.253422595982763,0.029562128114035562,0.06775092688320347,0.2634446700636996,1.016021739187587,9.544905475252672e-05,0.003720525660457498,1.2196822084403404e-06
312,bfgs,0.005230990350128139,0.1452169535728262,0.10490398721987612,0.9849788599670674,7.49852042670421e-05,0.004214545942087614,6.565295917878065e-07,3.4322378935061026,5.210677732341221,0.02891635414050819,0.06633963523265012,0.26510393855474274,1.0033119574785785,9.344163879603208e-05,0.0036951382246194985,6.499502325513252e-07
313,bfgs,0.0051863418666277,0.14455768613485592,0.10461031273357169,0.974130325774875,7.557151234052561e-05,0.00423583107096109,2.36278063048019e-06,3.424426274353383,5.130617112298516,0.027675913250185834,0.06596704969602332,0.26104555784251654,0.98618929212661,9.049649638936154e-05,0.003762641704810636,2.3817160989576666e-06
314,bfgs,0.005189696947946939,0.14370534958603695,0.10385153942267558,0.9760322808701503,7.514628684644208e-05,0.004219078920763447,7.91326453587888e-07,3.41320115416117,5.137320613609582,0.028059001730356567,0.06587708690972872,0.26023574713733144,0.993756549481809,9.09375389098588e-05,0.0037232028393684845,7.771725632850217e-07
315,bfgs,0.005234969955241723,0.14316323805017947,0.10277180336618037,0.9713949401936948,7.580787090570617e-05,0.004209537589229694,4.844726227815757e-07,3.400213569728658,5.103799623468008,0.026912139373792485,0.06827908398251882,0.25722889432402596,1.026958458779666,9.021328991592449e-05,0.0037170354859059765,4.780286968382631e-07
316,bfgs,0.00529885845053199,0.14476746076272076,0.10191404004160917,0.9799473267499412,7.395710143907235e-05,0.004140905227226057,6.547846152207903e-07,3.38861303984011,5.173262318287344,0.028684666556614894,0.067620881051086,0.2538008104678642,1.0677174365710385,9.233794877865732e-05,0.003618936697042951,6.439172549402208e-07
317,bfgs,0.005347274255686433,0.14613205105120455,0.1013615584154014,0.9684224791347864,7.362134014630963e-05,0.004144984368999135,8.245967806792891e-07,3.379472794170264,5.3036807001438016,0.02960625561680545,0.06843145594290406,0.264070792721962,1.111728497052963,9.428218496623089e-05,0.003536657314428224,8.096249758375942e-07
318,bfgs,0.005247024909738376,0.14646204020379688,0.10071019064230145,0.9660503718275978,7.501155216707892e-05,0.004143840696638353,6.219447429001886e-07,3.3701482257667723,5.23090964453152,0.027979404736236436,0.07089939813228348,0.26386314109549314,1.1097578687500629,9.487008163077761e-05,0.0035210305380571384,6.036153640505868e-07
319,bfgs,0.005241001914550692,0.1425930402059664,0.10041437356121524,0.9593050306475831,7.5481167203005e-05,0.004181893831144159,1.3541609191084665e-06,3.3650092416788535,5.18718920767065,0.027756992472099992,0.06865928959288121,0.2605160437411107,1.0926955446580096,9.355707356252708e-05,0.003555541187297613,1.3125128169297515e-06
320,bfgs,0.005219028532140765,0.1422147451573454,0.09978041899388954,0.9636832123486722,7.57881354104357e-05,0.004163519552115166,4.893287146573435e-07,3.3579293114410973,5.10395834615031,0.027093796565813177,0.06765911984937538,0.2548685623291568,1.0820447278230536,9.245778800669261e-05,0.0035421054613683648,4.700231240581765e-07
321,bfgs,0.00514198042907904,0.14212089098251854,0.09913772079223222,0.973014797615542,7.603153206148561e-05,0.0041258701664101125,2.420039063387964e-07,3.34913397304415,5.03990311497578,0.026231665036705154,0.06820249994679212,0.25316609554166586,1.0777562356478925,9.140018559623631e-05,0.00350146927340258,2.384920508678633e-07
322,bfgs,0.005082586897966228,0.14103346085811788,0.09853505412946575,0.9671845415394481,7.62799514179869e-05,0.004144363250708347,3.3875841491463546e-07,3.3401146685423435,5.015733889109119,0.02534921897359151,0.06879274086180169,0.25351815087081375,1.0832615890321198,8.965377906000427e-05,0.003525929544740809,3.423510267310978e-07
323,bfgs,0.005088376235297347,0.14080760163250505,0.09840197425338583,0.9610201112359015,7.51205250525819e-05,0.004159822026281443,2.5197309999080627e-07,3.335941368119912,5.056573211675341,0.026515408392934762,0.06583591330965662,0.25352537323124713,1.0862236570435482,8.971784000324923e-05,0.0035021226941339173,2.494134266135209e-07
324,bfgs,0.0050753856554214185,0.14159602342901692,0.09807922048247877,0.9621910055313206,7.49995575997753e-05,0.00413684378105826,2.815426247308162e-07,3.3296389971478946,5.0460386720031964,0.026266704100147004,0.06594211151619676,0.25362625388732785,1.0914598227496886,8.877626200911562e-05,0.00348443816581096,2.7870447196995754e-07
325,bfgs,0.005014621561698617,0.14153359136117594,0.0975168185865521,0.960215253211218,7.526669290209277e-05,0.004134881088600554,1.2705286729856499e-06,3.3220174623846,4.991822742376973,0.02544988580467328,0.06522868085059398,0.24808190400487304,1.1118930939147094,8.723898376863643e-05,0.0034780817024301436,1.2502220654865196e-06
326,bfgs,0.004956197230977934,0.14191292944337974,0.09678224533082305,0.9606639739734355,7.556261189505065e-05,0.0041319456934211345,3.411169380609768e-07,3.314581654130736,4.925519537323818,0.024300619054998633,0.06347884593782963,0.24946895208711242,1.1011735591141727,8.444212894690947e-05,0.003452257218449268,3.44475312698453e-07
327,bfgs,0.004981713674101684,0.13941822301866086,0.0960844007987774,0.9514353494696036,7.499628113894138e-05,0.004168411532790441,1.1988244769236085e-06,3.3072688126673526,4.947198868299228,0.024956856342809967,0.06358802286311291,0.24823934204830633,1.0924270768676216,8.339513388304912e-05,0.0034873616173610486,1.1655970942638342e-06
328,bfgs,0.0049625279631121495,0.1382814049968009,0.09559151995565629,0.9489653773789313,7.498153734689046e-05,0.00418081008793095,7.751633414218873e-07,3.30147266699649,4.9583448102940375,0.025190517194096745,0.06436072837341583,0.24272097153902783,1.1228750948853732,8.305976695334033e-05,0.0035047455183124534,8.059744682468868e-07
329,bfgs,0.004937997811037119,0.14004562032685616,0.09529460192590809,0.9546336384812448,7.481700586016287e-05,0.004138122519795482,4.1282669346463176e-07,3.29543650260979,4.952974140844627,0.025304945130253522,0.06515153803605937,0.24224237512533192,1.121373946437046,8.202802791849967e-05,0.0034831192233463855,4.302748417610522e-07
330,bfgs,0.0049671622436157584,0.14050932322298246,0.09486309132033428,0.9540242762790616,7.42257471757763e-05,0.0041231673570616524,1.7488390001783245e-07,3.289311646647884,5.017052093169789,0.02556466764309587,0.0655302706946351,0.24704185083262378,1.1389879111053587,8.06373220511313e-05,0.0035025960866693373,1.8399474964260842e-07
331,bfgs,0.004962737541620153,0.14088175627743513,0.09438350110589848,0.956021214180056,7.327859778869361e-05,0.004105914184648252,1.1384525476723483e-07,3.2830194286533136,5.036577300317965,0.02642110679872406,0.06464241391661411,0.2470980603679625,1.132294282737948,7.929491099196888e-05,0.0034736314441814638,1.1113484103916495e-07
332,bfgs,0.004970317874910683,0.14064454837701942,0.09395208762606137,0.9542145884650785,7.24733256088084e-05,0.004093129604079107,6.055448964254087e-07,3.274423769506593,5.0746630824834025,0.027509158162963402,0.06332336093767023,0.24932989492846483,1.1234572689936344,7.846841744619071e-05,0.00343242100862832,5.986124089314438e-07
333,bfgs,0.005002791146073359,0.13859676824189168,0.09344836103647489,0.9454089772659287,7.214919901424558e-05,0.004119723551901255,1.3931641219927248e-07,3.266172772435887,5.105284258958567,0.027866609090582767,0.06426321136846828,0.24898058960203429,1.133763872997854,7.710241131419475e-05,0.003457185148622698,1.3796891110413905e-07
334,bfgs,0.004915620291572674,0.13767401163486864,0.09306834612237859,0.9314562590489529,7.148966222110694e-05,0.004173167109707986,2.0014838738632932e-07,3.2583751210782044,5.164376477133781,0.02823239026400772,0.06267127371502645,0.2516883285540873,1.1520935023702954,7.702746232178144e-05,0.003496452062870895,1.9787951580196186e-07
335,bfgs,0.004918190419662317,0.13922632047546146,0.09273733679508878,0.9331878383925063,7.133757238806541e-05,0.004136720451299723,6.36089994513278e-07,3.251469437928268,5.113255719771019,0.028292691070984522,0.06306248537788761,0.24405047429597787,1.1390538641751953,7.687185013496877e-05,0.0035213636793195997,6.228403367812503e-07
336,bfgs,0.0049078940582130606,0.13933197624174382,0.09232859271522352,0.9413911844066178,7.164644547456914e-05,0.004094290187234771,1.0873051098177527e-06,3.2457840210696034,5.084506378436367,0.027920273352248042,0.06292803013688276,0.24346051740729444,1.1423161228285215,7.76636637709265e-05,0.0034744470207034367,1.0955414461152576e-06
337,bfgs,0.004927646121668499,0.1374806798733288,0.09217292029531102,0.9445453036783912,7.148536767686913e-05,0.004080109879170282,1.4648589179357258e-07,3.2399042377526053,5.07577484219966,0.02808739080354291,0.06302236620032092,0.24139792586125236,1.1474648859179704,7.842574606241738e-05,0.003445771469052876,1.4161134469561965e-07
338,bfgs,0.004883580927577218,0.1355333255288853,0.09175811425284551,0.9468589547287873,7.219873946505343e-05,0.004077786877806253,2.1732411421885408e-07,3.23374815360762,5.038530517244229,0.027219869574952156,0.06330510512151678,0.24093756118441828,1.1365242192044125,7.835452700493098e-05,0.003495015145165573,2.1376842546201986e-07
339,bfgs,0.004831245769749069,0.13406553881886818,0.09133747797200009,0.9441587739457131,7.249560837562714e-05,0.004093640023103198,5.3458207453341236e-08,3.227588594973261,5.041355058066972,0.0271388522410251,0.0626295877986585,0.2422738229334416,1.139397025761644,7.968169871599332e-05,0.0034777111968345743,5.496890699666893e-08
340,bfgs,0.004818929357981638,0.1345192816978536,0.09088379285874158,0.9390675342617267,7.298980309360388e-05,0.0040959757798368435,5.176580212584395e-08,3.2211548111064685,5.03099753089844,0.026484425697914437,0.06397526561441236,0.23845220421782087,1.1751084940235659,7.912544701236149e-05,0.003493813202704624,5.261651889193305e-08
341,bfgs,0.004798710554412353,0.13442017853546273,0.09045444179240207,0.9411430904141255,7.29654421146986e-05,0.0040765897325241605,2.8153752809913536e-07,3.214215427032498,5.009904533806117,0.026206561080699037,0.06349198960514738,0.23913123102154552,1.172921580563716,7.679536407706979e-05,0.003464837610284266,2.8265548735426153e-07
342,bfgs,0.004806047275808233,0.13238825432120208,0.0902630264718724,0.9348921928481027,7.294564998180494e-05,0.0040958001640358935,4.9811502260746476e-08,3.207935755945157,4.969834918427903,0.025820924952413567,0.06190124700187977,0.23559386320453818,1.1742740689163538,7.458553477378407e-05,0.0034778932265629443,4.917388528498564e-08
343,bfgs,0.0047628783474236375,0.1316719262730226,0.08980483085517353,0.9273198276088218,7.303180858256685e-05,0.004118423175579348,6.862385030041085e-07,3.2010990765588874,4.994341485864679,0.02537561700063,0.06219819134889953,0.24036593293101338,1.1793175741359911,7.216465424227977e-05,0.0035120259269384685,7.081973005231737e-07
344,bfgs,0.004759947378021977,0.13132938363394808,0.08969886965216148,0.9263964171215148,7.271220359985557e-05,0.004109594374975943,3.581506436607108e-07,3.195554506363111,5.006992694439146,0.025544988020814473,0.06107950411438628,0.2375550140507052,1.2057623514377185,6.98473123627486e-05,0.003518425596502454,3.5102847810072717e-07
345,bfgs,0.004764275131239998,0.13194823457841665,0.08942954341378256,0.9237503413223475,7.225839723890603e-05,0.004097833257647311,5.663828246889366e-07,3.18914452341979,5.004097128355818,0.025790416963513803,0.05914897861983884,0.23633345917304777,1.202077144596186,6.85074200897586e-05,0.0035294193597338636,5.678354933260475e-07
346,bfgs,0.004793837833306852,0.13072274183073584,0.08912476524751008,0.9159498406922698,7.221548131600383e-05,0.004118267582919028,4.172514638720528e-07,3.183633791545374,5.004649699086686,0.02560607405587541,0.06015064073327654,0.23599542959483097,1.2130456660409399,6.610379737605337e-05,0.003530230299845421,4.0772501013751963e-07
347,bfgs,0.004770398592089165,0.12991300381265752,0.08870680058186081,0.9079735319192825,7.175831230415633e-05,0.004142680140682739,2.947004963671268e-07,3.1765082343736704,5.046089212171005,0.026149503520785922,0.05905342857943204,0.24091940702470988,1.199695680415688,6.649049801640242e-05,0.0035366881550071153,2.9009924860491166e-07
348,bfgs,0.004766915858293232,0.1291984778121536,0.08822222899189576,0.899416928186834,7.159919233527412e-05,0.004170901156497944,1.863436615068099e-07,3.1708146116159566,5.07496389545974,0.02642109778803059,0.057239460362818094,0.24237196923019444,1.2162261213307495,6.456874174215513e-05,0.0035262072277984697,1.874559426676495e-07
349,bfgs,0.004738982246840743,0.12849940772179955,0.08779116024015307,0.897244475987372,7.117008791706477e-05,0.004176085795591785,3.046836177826183e-07,3.164359387428247,5.089520868484051,0.026636234161003587,0.05733302780480018,0.2447642217277452,1.212828765491042,6.341377672002009e-05,0.003505359157108059,3.0702394188573553e-07
350,bfgs,0.004741038876420543,0.1272879852504017,0.08768817093762271,0.895098285275561,7.114771169765891e-05,0.0041775545519508826,1.4533900604429506e-07,3.1593546091083224,5.084646305199462,0.026425037736936666,0.05875249892951248,0.2453374864051207,1.2262049941038862,6.281951832475868e-05,0.0034517303046472866,1.4559934844871178e-07
351,bfgs,0.004691209264159305,0.1271421373432146,0.08751879185079327,0.8925118988803373,7.060291637024733e-05,0.0041790010781116455,1.6067497345975954e-07,3.1530943960070767,5.086880646063708,0.026951066517482587,0.05679500866276276,0.24521903769777703,1.2108106166466777,6.254348697888624e-05,0.0034512756774369604,1.6168707815788803e-07
352,bfgs,0.004693707916185523,0.1288173082067543,0.08734785303499606,0.890800605450083,6.993376420986978e-05,0.004160927058593301,1.0659899147640048e-06,3.1490871127985973,5.103800356749305,0.02754338943570871,0.05764807597497351,0.2489563347092145,1.1800076515935154,6.105228905132939e-05,0.003440418637764284,1.068550313356043e-06
353,bfgs,0.004687193115536569,0.1290999991671506,0.08710466169397083,0.8914085621489992,6.961955512421747e-05,0.004148925128938425,1.6044681730689285e-07,3.143887077048762,5.105363337074135,0.027848324685658944,0.05756787345929633,0.24838863310285317,1.177424042389257,6.01006840326405e-05,0.0034280398912934066,1.6118864878296731e-07
354,bfgs,0.004675488329486423,0.12792396361089373,0.08686832486031552,0.8901189827205445,6.911987686808345e-05,0.004155226683137173,4.503035535271074e-07,3.1396819340153237,5.0682050439351585,0.02831076755766417,0.05791179583499998,0.2415322538934825,1.1832141402799756,5.872555091160136e-05,0.003360065549345207,4.543361893531001e-07
355,bfgs,0.004661427333790132,0.1281365603919436,0.08662222567929459,0.8911702745391823,6.88569751300613e-05,0.004142265032776957,3.783090668470023e-07,3.1350509611543473,5.043759644124194,0.02852252158991521,0.05787290303558687,0.2414318365797915,1.1643432734839032,5.782117454306464e-05,0.0033131697099875227,3.689345753510883e-07
356,bfgs,0.004614582627860503,0.12807760765256634,0.08646910677853276,0.8848873815062015,6.83212978010618e-05,0.0041650445816283545,1.6173337648092998e-07,3.1312253383105717,5.0397701137726445,0.028949778054636888,0.05720782349203381,0.23873552664772654,1.1530952544686632,5.711146383511415e-05,0.00334265099141341,1.5819219855919294e-07
357,bfgs,0.004626625298508063,0.12766188772707965,0.08630993400231927,0.8838953141210002,6.822756596218845e-05,0.004157717038220636,3.723634958974739e-07,3.1269533304203923,5.035065194581611,0.028921120091210884,0.05635469198479416,0.23798150958300282,1.1611586809231638,5.5285192965413115e-05,0.0033307151280061384,3.667730172107216e-07
358,bfgs,0.004605311344070738,0.1271109185435833,0.08618326759946314,0.8807953321474629,6.794690050741758e-05,0.004165687746721214,4.146775100932105e-07,3.1229556593996572,5.084300007728451,0.029371532476007413,0.056818051037857795,0.243005921363644,1.160754202918289,5.478419823160396e-05,0.0033218192294100753,4.158523869006658e-07
359,bfgs,0.004601315260948462,0.12801144220469035,0.08603668002508792,0.8804999919683609,6.816294805086545e-05,0.004144555021414624,7.694201846734496e-07,3.1181103508978296,5.060788546748163,0.029508012940881245,0.057694460563621236,0.23995045671475063,1.1504919891929641,5.4269806394639165e-05,0.003316971742575714,7.723902251625027e-07
360,bfgs,0.004568240908900893,0.12779224279474366,0.0857102841339573,0.8825367519638951,6.821548649733959e-05,0.004131413069222805,1.3419192811214603e-06,3.1131392724896143,5.090258298890982,0.029252848543051924,0.059660544629225085,0.24492857088438433,1.1538291055497092,5.37814641644411e-05,0.00332158122134433,1.3490174993844432e-06
361,bfgs,0.004558017095960155,0.1289648641266321,0.08553179197745062,0.8812698236039982,6.8382833249098e-05,0.004112095815483912,1.2978907060735244e-06,3.107472106779232,5.112518677527586,0.02933521051881247,0.06200954772057853,0.2487353082788356,1.1477976528895433,5.340842731390602e-05,0.003307088720685663,1.3087624874465673e-06
362,bfgs,0.004510686375535917,0.12910685496190424,0.08524006775588078,0.8785421033520502,6.90515233238842e-05,0.004116848444889193,1.2137642143210627e-07,3.101939195747906,5.05777625444378,0.02859151351285788,0.06305853754663984,0.24490970057472014,1.1409672191429392,5.2645278417903256e-05,0.0033377929568230223,1.2272746714324848e-07
363,bfgs,0.004521512451335957,0.130366455703155,0.08485944002451347,0.8751986896367699,6.971985214976201e-05,0.004110030055100464,1.4269418317316373e-07,3.098047492879639,5.039295318114647,0.027923632780348345,0.06393336091484214,0.246606697812205,1.1384268794028023,5.226815641924696e-05,0.003340573420302237,1.4117524813835269e-07
364,bfgs,0.004503080154022204,0.13017414418139917,0.0844544231140583,0.8670145095839031,6.953352981738372e-05,0.004139389551302572,8.145409931735836e-07,3.094740168691691,5.065514591516585,0.028152623683761636,0.06355135041437178,0.24684670209257914,1.148619408499081,5.161158815870403e-05,0.0033597311958837605,8.107944291244439e-07
365,bfgs,0.004476548063742682,0.1293435109730667,0.08434441811929524,0.8619540804024647,6.947635347319117e-05,0.004156753519552269,5.8655060445418467e-08,3.09012115270909,5.083865904080576,0.028351944934732625,0.06303237762387545,0.24792156943933424,1.1499785464684427,5.1081292542300606e-05,0.0033735394669039734,5.68266525531102e-08
366,bfgs,0.004468432100696108,0.12907819964239833,0.08410864931730552,0.8639082268747557,6.922641290817838e-05,0.004139519594260419,1.0880059750041405e-07,3.084669155689824,5.116673894859666,0.028815519867580398,0.06276587399060667,0.24899334492927844,1.1557293241231053,4.9667815069667715e-05,0.003380765945356688,1.0488536289638726e-07
367,bfgs,0.004438948754070547,0.1278712175211118,0.08411466902018842,0.854429239896535,6.898603752221248e-05,0.004171570963723016,2.976506326304181e-07,3.0803122640097977,5.123009167386122,0.02903673432262113,0.061844292683527494,0.24845822515610355,1.1534289748544573,4.8730143353645214e-05,0.003399131977554783,2.8835114780245873e-07
368,bfgs,0.004439914641507967,0.12818360595754907,0.08388427798643501,0.8503467176589414,6.856589094695626e-05,0.0041728794783318125,1.756337886039492e-07,3.075273668855296,5.134759059456819,0.02950162840633862,0.06164546544456511,0.24607059936246573,1.153271861702576,4.792513166835178e-05,0.0034288599248683137,1.8038648655246655e-07
369,bfgs,0.0044315737674925516,0.12781931074997538,0.08367904635558572,0.8541000150427112,6.77685715073335e-05,0.004157078569080132,2.7018450825441036e-07,3.0714961137017105,5.219132206033895,0.030840594270579353,0.06032601041528584,0.24478409436149923,1.1745378934293464,4.826179321546574e-05,0.0034844934298319846,2.720299151166364e-07
370,bfgs,0.004404937697019202,0.12750971258648364,0.08337904899275567,0.8587422938415578,6.728390022356346e-05,0.0041417219347584765,7.369758723012747e-07,3.0681309998058524,5.226972659267569,0.031111076240342973,0.06019882971693276,0.24547668150814697,1.1703016519163325,4.7067810778347246e-05,0.0034733853827903327,7.381455676978215e-07
371,bfgs,0.0043928914620730815,0.1278763528250821,0.08313711405782766,0.8587420222713744,6.731139559510578e-05,0.0041336368437502845,5.554526589918941e-07,3.064421409279961,5.205938899339248,0.030914987989000022,0.06071239159054276,0.24479973433450997,1.158530936412399,4.653883816781905e-05,0.003484924985801064,5.55407763539734e-07
372,bfgs,0.004390944104749496,0.1274320955523849,0.08295838528708148,0.8542534167371937,6.705493275427399e-05,0.004144067581680949,3.7851533290009076e-07,3.060255661653439,5.208084887868868,0.03128147183970773,0.061059100976737196,0.24411864150148763,1.1445973975979284,4.55224936835952e-05,0.003502830809343878,3.7676260481282755e-07
373,bfgs,0.004412165114347356,0.12698811775005683,0.08278257851310428,0.8563681638054317,6.696638821865978e-05,0.0041267579223849115,2.2687966184593174e-07,3.056187658534851,5.235128001755922,0.0314736465451751,0.06073637574011839,0.24774413611004645,1.1473967375004621,4.435452795448225e-05,0.0034840196644186847,2.2768294588605975e-07
374,bfgs,0.004415622729238846,0.1272584601037304,0.08258429686309286,0.8567335947014095,6.647632198507726e-05,0.004117854863270263,1.510781193486419e-07,3.0529556117673224,5.223425070946946,0.032050135635616615,0.0605258322460161,0.24208779850457582,1.1464951361272606,4.383556820655344e-05,0.0034886305110459863,1.4744723587668393e-07
375,bfgs,0.004420036295775766,0.12738768551668983,0.08230395499774826,0.8547663438853148,6.648066486954428e-05,0.004115850608176759,7.25947278690886e-07,3.049681599278802,5.245908777789902,0.032065747779660946,0.060618058915501184,0.24440632001560952,1.1504480626410052,4.369128259036174e-05,0.0034974427527789767,7.105053525599584e-07
376,bfgs,0.0044362635785312535,0.1266053195651264,0.0820554678363459,0.8478984734566851,6.679441428390778e-05,0.004135872335581092,1.4144276969725538e-07,3.045611079343884,5.213637625589874,0.03156258327225961,0.06061947331028873,0.24365801362244802,1.142917648278107,4.320671266830882e-05,0.003507979943583567,1.376174973442937e-07
377,bfgs,0.004433521062771142,0.12648667754782636,0.08180873610116828,0.8389054018041193,6.680875008176557e-05,0.004158210741225642,9.306567025805891e-08,3.040864358685438,5.222207251156432,0.03175279103994588,0.06011770017320532,0.24416850186817737,1.1270682058997525,4.306538792211202e-05,0.0035587354889125445,9.387388969728507e-08
378,bfgs,0.004426849774813565,0.1249278853718136,0.08166261601713284,0.8362891248558552,6.742410550434793e-05,0.004168682572183485,1.3396266274668436e-07,3.0373581181940246,5.233080635212845,0.030993542352073775,0.059976542499262576,0.24970859371625234,1.1298069379585813,4.229142227647226e-05,0.00358311102637217,1.3729487686145274e-07
379,bfgs,0.004412584187436753,0.12534623425521602,0.08147568923105857,0.8348889863892095,6.771693434355164e-05,0.004160145546475352,3.5017373203340275e-07,3.0331478880771905,5.175988533182717,0.030627681914262093,0.05951606081658731,0.24568060940463898,1.1215623440108893,4.217537447249959e-05,0.0035600793288080848,3.54007875892308e-07
380,bfgs,0.00440934610804548,0.12483200828981046,0.0812377016044579,0.8319597029461239,6.753832283394885e-05,0.004163928855282513,1.2916218125175195e-07,3.028144865755772,5.173452106792986,0.030927627737874063,0.05730054041559111,0.2431210507979659,1.121311868472648,4.0954357869757836e-05,0.0035854631079358045,1.2943787371311194e-07
381,bfgs,0.004400931290310813,0.12471442333334114,0.0809193231468846,0.8319130570971699,6.74404458775444e-05,0.004163735158301813,1.303073518237689e-07,3.0253069775066206,5.302836285515734,0.03108596983186145,0.05731315433322177,0.2594094295213227,1.1285585944434093,4.0241042079455246e-05,0.003628736335132709,1.3403950698588818e-07
382,bfgs,0.004383430893103034,0.1252230207515151,0.08069748026170635,0.8294889328492467,6.707482873923319e-05,0.0041626261648874344,1.7712132064552922e-07,3.0211376052669747,5.28704106853807,0.031173818863699777,0.05632689809156314,0.2554713042383202,1.135479145694218,3.951651812742781e-05,0.0036334673220987856,1.807447498175391e-07
383,bfgs,0.004381416103607251,0.12536344566814872,0.08042123360152885,0.8347521129236646,6.677749053127902e-05,0.004133217667630045,1.3180790907626875e-07,3.016312042276585,5.277602024472556,0.0314791399479964,0.05560357308350637,0.2496438175725011,1.155343509770162,4.030137955737944e-05,0.0036168555120755516,1.3537243013449544e-07
384,bfgs,0.00436647203255557,0.1266014137873157,0.08024085005809647,0.8418975040633726,6.600351103563895e-05,0.004096476774465156,1.420733649353672e-07,3.0132375689345516,5.294894174081362,0.032712877227277865,0.05543095554562258,0.24316366733025002,1.1693765350494836,3.945421553422128e-05,0.003588919731494831,1.4460682851616076e-07
385,bfgs,0.004349417957147132,0.1263221166808291,0.0800070697010399,0.8421821697861365,6.584089066006666e-05,0.004094257115281128,1.9988592944238847e-07,3.009987156340936,5.248475269911319,0.032606174191713175,0.05557796536053191,0.24141983112088866,1.1482367925525732,3.921577890952738e-05,0.0035542599456987152,2.0500750407950794e-07
386,bfgs,0.004346269556563117,0.1263340386750316,0.07983682873867826,0.8423282575557802,6.580917567931192e-05,0.004085249564350578,5.90985058937321e-08,3.006254884022436,5.216381753786514,0.032561558694694195,0.05510969932915562,0.23790782697303092,1.147037281021745,3.900680391956553e-05,0.003535482043052748,6.04617425565522e-08
387,bfgs,0.004341128456415986,0.1264335200942195,0.07966637611661163,0.8357049819263396,6.606470080619957e-05,0.004099823072495549,7.083703963130849e-08,3.0028530356183762,5.211816479332798,0.032140535002178956,0.054555372788178694,0.2423553732073051,1.1335147203535385,3.864536533553633e-05,0.003536816288263718,7.17549073926212e-08
