step,phase,c_loss,e11_loss,e22_loss,e12_loss,allen_cahn_loss,force_balance_loss,k_reg_loss,total_loss,test_total_loss,test_c_loss,test_e11_loss,test_e22_loss,test_e12_loss,test_allen_cahn_loss,test_force_balance_loss,test_k_reg_loss
25,adam,0.04922568305365501,0.4686689944036545,1.3022185640950357,8.970349342592302,1.0576747495032314e-06,0.0004089637349675139,4.668625113741919e-08,11.56631786592545,6.800881862640381,0.17516925930976868,0.2736378610134125,0.5417763590812683,5.329233646392822,1.5553100638499018e-06,0.0003567175299394876,4.337607961701906e-08
26,adam,0.04784936109377492,0.46778382697413046,1.2950228721864763,8.952797228290189,9.634231204355244e-07,0.00042168342230481005,4.361726738928214e-08,11.539232284792009,6.814056873321533,0.1854800581932068,0.2752934992313385,0.5386068224906921,5.33319616317749,1.4300068187367287e-06,0.00034686055732890964,4.1971148334596364e-08
27,adam,0.046454778121363734,0.4665345049673511,1.2842467715663295,8.867191560806766,8.831522934322551e-07,0.0004192816822098628,4.1951954856248476e-08,11.433115466948479,6.765588283538818,0.20246215164661407,0.27420586347579956,0.5373807549476624,5.266175270080566,1.3431489378490369e-06,0.0003639336791820824,4.0467984518954836e-08
28,adam,0.04519221390927992,0.4670407349063504,1.2784199599296815,8.798932752301615,8.288298196871877e-07,0.00042111190475313174,4.068200847163714e-08,11.353759611806561,6.787914276123047,0.2121748924255371,0.2741759717464447,0.534381091594696,5.2787065505981445,1.2869342072008294e-06,0.00036651306436397135,4.003702258614794e-08
29,adam,0.044561702878244465,0.46891913683183734,1.2719163663925663,8.745534127758395,7.619017933833558e-07,0.0004212764324620366,4.045390935498143e-08,11.291092626510128,6.865421295166016,0.2185859978199005,0.2756906747817993,0.5361904501914978,5.342444896697998,1.2356458682916127e-06,0.00036011412157677114,3.7696302968015516e-08
30,adam,0.04468753981974817,0.46621095941912744,1.2577157981934086,8.627127508963309,6.932986612047253e-07,0.0004463622031072455,3.9486299019039686e-08,11.152144862759497,6.782905578613281,0.23538385331630707,0.277418315410614,0.5314826369285583,5.246065139770508,1.1352162800903898e-06,0.0003683666873257607,3.631777545365367e-08
31,adam,0.04474227334703169,0.46875141224553507,1.24410911913841,8.492232107347057,6.355141335329644e-07,0.00044527165065970153,3.627525405506511e-08,10.99673274255568,6.777730464935303,0.2448771744966507,0.27699288725852966,0.5311720967292786,5.228143215179443,1.0791294471346191e-06,0.0003818082914222032,3.49770914453984e-08
32,adam,0.04531563614164629,0.4684583044821216,1.2321370397844622,8.341193522176434,5.928012954779749e-07,0.0004607408641717367,3.493914594202814e-08,10.827215348520587,6.756880760192871,0.252797394990921,0.27708861231803894,0.5320261120796204,5.195811748504639,1.040544361785578e-06,0.00039301105425693095,3.413631333160083e-08
33,adam,0.04590324252363174,0.46982305761306514,1.2224974439990135,8.189107418060303,5.893510576477697e-07,0.0004783691368967054,3.4325934496249126e-08,10.661413838786464,6.782804489135742,0.25728923082351685,0.27933287620544434,0.5350348949432373,5.209758758544922,1.0290290219927556e-06,0.0003922379110008478,3.26726166122171e-08
34,adam,0.0465271215765707,0.4706270492845966,1.2171446738704559,8.028556393038842,5.816114686064295e-07,0.0005018925209785061,3.3329537323593727e-08,10.49231953774729,6.71644401550293,0.26425403356552124,0.2799379229545593,0.5381467938423157,5.128477096557617,1.0068943083751947e-06,0.0004246725293342024,3.516552027349462e-08
35,adam,0.04719656537617407,0.47337439848530677,1.2078436613082886,7.849492934442336,5.688397810709214e-07,0.0005274581095774568,3.185990596791506e-08,10.301525700476862,6.728265285491943,0.2644517123699188,0.2810494601726532,0.5462709665298462,5.124080657958984,1.0056808150693541e-06,0.0004541260714177042,3.0812802975788145e-08
36,adam,0.047626149029501026,0.474493246886038,1.2069275206135166,7.672841671974428,5.647317640332696e-07,0.0005654352923644887,3.153011368840819e-08,10.123494886582897,6.694169521331787,0.26431480050086975,0.2802639603614807,0.5565775036811829,5.069609642028809,9.864983212537481e-07,0.0005179524887353182,2.999386339297416e-08
37,adam,0.048230705722685785,0.4778738223737286,1.2001361500832342,7.465969362566548,5.597500471447992e-07,0.000617641998800419,3.0789174679336115e-08,9.911993488188713,6.663716793060303,0.2628365159034729,0.2832908630371094,0.5649107694625854,5.020514488220215,9.755777909958852e-07,0.0005721155321225524,3.692307259939298e-08
38,adam,0.048343096649454485,0.48181203969063296,1.200839223400239,7.301185146454842,5.591774798895424e-07,0.0006617775521120957,3.578658590968996e-08,9.751929990706905,6.720470428466797,0.2573913633823395,0.28634756803512573,0.5783330202102661,5.052060127258301,9.702192755867145e-07,0.0006335449288599193,2.8511344396520144e-08
39,adam,0.04819374327217379,0.48344066258399715,1.2031368017196655,7.119301519086284,5.51832626218041e-07,0.0007308241911232471,2.7785310740385636e-08,9.577834775370937,6.59565544128418,0.2554170787334442,0.2882694602012634,0.5835592746734619,4.9113569259643555,9.243822773896682e-07,0.0007265053573064506,2.9793614686468572e-08
40,adam,0.04759054558892404,0.49006579479863566,1.2083858559208531,6.938567223087434,5.478520796303552e-07,0.0008006684346905639,2.680675117009316e-08,9.412974819060295,6.55066442489624,0.24910451471805573,0.2917288839817047,0.5926781296730042,4.846598148345947,8.920212053453724e-07,0.0008157514967024326,2.6154761911811875e-08
41,adam,0.04713701192409762,0.4933337674986932,1.2079644068594901,6.793746148386309,5.407549514119079e-07,0.0008712636340679901,2.6042380925574552e-08,9.276243609766807,6.531795978546143,0.2422364205121994,0.29532551765441895,0.6021488904953003,4.8032732009887695,8.758727290114621e-07,0.0009245761903002858,2.5018930926989924e-08
42,adam,0.04661490323562776,0.5007702044902309,1.2121975767997004,6.650594880503993,5.257776557931309e-07,0.000927056287295155,2.621781083273471e-08,9.147975060247607,6.769943714141846,0.2296098917722702,0.3004181683063507,0.6213330626487732,5.011203289031982,8.246132097156078e-07,0.0009654902387410402,2.3580987829063815e-08
43,adam,0.04597934587828575,0.5025105351401914,1.2190159751522927,6.51061616405364,5.053843467301762e-07,0.0010196386588617198,2.3827185271425003e-08,9.027214634803034,6.522793769836426,0.22712846100330353,0.30515655875205994,0.6163151264190674,4.763553619384766,7.586172614537645e-07,0.0010582575341686606,2.2891127215984852e-08
44,adam,0.046156524770682855,0.5100942273293773,1.2151808238798572,6.408968494784448,4.742906234637743e-07,0.0010660538494947456,2.3953552775699264e-08,8.932422053429388,6.544963836669922,0.21958354115486145,0.3086342215538025,0.6175485253334045,4.767683029174805,7.461632662852935e-07,0.0011760795023292303,2.8085812786571296e-08
45,adam,0.04572907606920888,0.5153568781191303,1.2233434953997213,6.295382268967167,4.6055487887902167e-07,0.0011580481659621,2.587133695805454e-08,8.844669326659172,6.426266670227051,0.21535398066043854,0.31169605255126953,0.6185915470123291,4.6489763259887695,6.623772605962586e-07,0.001214114367030561,2.1013848439110916e-08
46,adam,0.04549939005124953,0.5203661543707694,1.2218857657524846,6.17583534794469,4.3677359294927175e-07,0.0012385464618883788,2.2767770407346044e-08,8.737216518771264,6.360131740570068,0.21136444807052612,0.317829430103302,0.6194474697113037,4.568211555480957,6.227413109627378e-07,0.001302076387219131,2.0796449007320916e-08
47,adam,0.04562032439054981,0.5245753584369537,1.2232482048772997,6.082766240642917,4.068485896280641e-07,0.0012894724120175647,2.7270718557899947e-08,8.65493243740451,6.417430400848389,0.20589596033096313,0.3194463849067688,0.623843252658844,4.606363296508789,5.850320121680852e-07,0.0013930591521784663,1.9695301389788256e-08
48,adam,0.04575537998349436,0.5303944849198864,1.2183993054974465,5.9831376383381505,3.8118361914947006e-07,0.001345842926492614,2.026844704975276e-08,8.561154719321959,6.2781662940979,0.20371606945991516,0.3224438428878784,0.6215978264808655,4.462981700897217,5.344506348592404e-07,0.0014664496993646026,1.930068727062917e-08
49,adam,0.04579435192769574,0.5333078311335656,1.2157721673288653,5.887464061860116,3.664117318088932e-07,0.0014482778234166964,2.2931357228854253e-08,8.479860905678041,6.245865345001221,0.20051467418670654,0.3283962905406952,0.6248443126678467,4.413077354431152,4.977011371920526e-07,0.0015426615718752146,2.26414851312029e-08
50,adam,0.046161277039397146,0.5371986800624479,1.2160087823867798,5.792935140671268,3.416061962334718e-07,0.0015186439531164305,2.615054971133099e-08,8.398411473920268,6.339486598968506,0.19537267088890076,0.33292949199676514,0.625646710395813,4.476375102996826,5.035550429965951e-07,0.0016901339404284954,1.8314477046033062e-08
51,adam,0.04635582299482438,0.5427389875535042,1.213208661925408,5.720578055227956,3.2471285749124945e-07,0.0015888873247369643,1.9799989719477973e-08,8.338149701395343,6.141113758087158,0.19482260942459106,0.33350786566734314,0.6247721910476685,4.28083610534668,4.4546143840307195e-07,0.0017347402172163129,2.2487279593974563e-08
52,adam,0.04654563530798881,0.5445243168261743,1.2066979196763807,5.627654552459717,3.0392095779109607e-07,0.0016589575229332813,1.739988993031441e-08,8.248123030508719,6.280094146728516,0.1893296092748642,0.3388923704624176,0.6294862627983093,4.372315406799316,4.5479396248993e-07,0.0019386954372748733,1.7321246659207645e-08
53,adam,0.04669756490376688,0.5472683070167419,1.2023109505253453,5.562431627704251,2.881443987784986e-07,0.0017190583260549652,1.772090179256778e-08,8.188735746568248,6.177144527435303,0.18757840991020203,0.34076547622680664,0.6256529092788696,4.274048805236816,4.2071582129210583e-07,0.001966249430552125,1.8785016209221794e-08
54,adam,0.046797067647980105,0.5500516180069216,1.2018377627095869,5.484117354116132,2.680145772985505e-07,0.0018340166838419054,1.7558882290810257e-08,8.130544370220553,6.110340595245361,0.18449847400188446,0.3425222635269165,0.6251816749572754,4.206907272338867,3.886761135163397e-07,0.0020004422403872013,1.6922028223120833e-08
55,adam,0.04719076582020329,0.5531229174906208,1.1969673979666926,5.436463017617503,2.447905269454784e-07,0.0018710011068070608,1.7061865898610098e-08,8.085311720448155,6.1137871742248535,0.1804858297109604,0.3446938991546631,0.6231012344360352,4.193079948425293,3.740283602837735e-07,0.0021230431739240885,1.438256092001211e-08
56,adam,0.04740291341177879,0.5529656698626857,1.194024178289598,5.367062076445548,2.2926599194027902e-07,0.0019537091608189286,2.0798577025512683e-08,8.024685767389112,6.081978797912598,0.1775042563676834,0.34540683031082153,0.625352144241333,4.156083106994629,3.429346975281078e-07,0.0021626169327646494,1.3931097164743278e-08
57,adam,0.047429903380332455,0.5574218755768191,1.1912766387385707,5.311147105309271,2.094970037733806e-07,0.0020153090252631135,2.0476967648390187e-08,7.978844873366818,6.0362443923950195,0.1766200214624405,0.345167875289917,0.6221239566802979,4.1030402183532715,3.281617750872101e-07,0.0022425611969083548,2.2552576695034077e-08
58,adam,0.04749498912884343,0.5576723948601754,1.1912721530083688,5.2669814786603375,1.945745716805123e-07,0.0021020449329948714,2.8007806826457044e-08,7.949187540238904,6.12930965423584,0.1737956702709198,0.34839358925819397,0.6279817223548889,4.138858795166016,3.3616754535614746e-07,0.002499726600944996,5.032817895767039e-08
59,adam,0.04781130785422941,0.5589830221668366,1.1891637771360335,5.23562971238167,1.756658394374573e-07,0.0021433577414662125,2.6336135423003915e-08,7.923296774587324,6.056842803955078,0.17213420569896698,0.3503410816192627,0.6216323375701904,4.081544876098633,3.1011339274300553e-07,0.0024754542391747236,1.2837873875071182e-08
60,adam,0.047810085358158234,0.5564781504292642,1.1848094501803,5.1878524134236,1.655835653250946e-07,0.0022013309381661876,1.6117165637938928e-08,7.876455676171087,6.039778232574463,0.17364871501922607,0.3470960855484009,0.6329307556152344,4.038064479827881,2.9016223379585426e-07,0.0025639981031417847,1.2776784963364207e-08
61,adam,0.04757929785597709,0.5589799554117264,1.1838679698205763,5.142958948689122,1.5871381765831054e-07,0.0022701260393425344,1.7401581766949352e-08,7.84341061499811,6.044407844543457,0.17399504780769348,0.3488997519016266,0.6298670768737793,4.026881694793701,2.902654898662149e-07,0.0026573368813842535,3.2425429452587196e-08
62,adam,0.04771277440651771,0.5572308763380973,1.1762712194073586,5.100653140775619,1.5032663950918386e-07,0.002342887035000228,1.4256547082654394e-08,7.802272412084764,5.991733551025391,0.17442719638347626,0.3488386571407318,0.6332730650901794,3.9740023612976074,2.6276666176272556e-07,0.0026494325138628483,1.4843622331284223e-08
63,adam,0.0473150634957898,0.5579311059367272,1.1750515564795463,5.058808895849412,1.43769555858941e-07,0.002370857520990314,4.15719082670674e-08,7.762342345330023,6.046715259552002,0.17359645664691925,0.3490723669528961,0.6239303350448608,4.034332275390625,2.6252340035171073e-07,0.0026664813049137592,1.0384820114950344e-07
64,adam,0.047305152901718696,0.5567938291257427,1.1716191960919289,5.036518250742266,1.3662608237595004e-07,0.002439180494195992,3.353302879816056e-08,7.7467134537235385,5.979011535644531,0.1749170571565628,0.348155677318573,0.6256991028785706,3.9354023933410645,2.643089089815476e-07,0.002843116410076618,1.057732212927931e-08
65,adam,0.04719460503228249,0.5579179265806752,1.1748796662976664,5.012964233275382,1.3415865625589622e-07,0.002448973809218695,1.2872991848116872e-08,7.7285894270866144,5.971998691558838,0.17776459455490112,0.34789443016052246,0.6385422945022583,3.9151957035064697,2.440754371946241e-07,0.00282168947160244,9.810928958131626e-09
66,adam,0.046980450110089396,0.5586613522421929,1.1666179683900648,4.98266432362218,1.3047184001291705e-07,0.0025156392460508694,1.2211087596278224e-08,7.70020321876772,6.005353927612305,0.17519819736480713,0.3473970592021942,0.6251099705696106,3.9598629474639893,2.389852795658953e-07,0.002852111356332898,9.782812782077599e-09
67,adam,0.0470335737111107,0.5568668130905398,1.1652474595654396,4.952451429059429,1.2363356342993646e-07,0.002548515075637448,1.1842144182823647e-08,7.671336081720168,6.001279354095459,0.1772320568561554,0.34782081842422485,0.6320181488990784,3.9392826557159424,2.2886010242473276e-07,0.0028864711057394743,3.214984900523632e-08
68,adam,0.04693013165266283,0.5565005935007526,1.1698692652486986,4.94555385651127,1.1964812097359402e-07,0.0025606330769557145,2.976041142553934e-08,7.671284875562114,5.934274673461914,0.17743270099163055,0.3456631004810333,0.620285153388977,3.8771891593933105,2.2877708261148655e-07,0.002959783421829343,2.5415992865873704e-08
69,adam,0.046835359306104725,0.5584758895058786,1.1625870850778395,4.92716432386829,1.1791854168376953e-07,0.0025883561090355917,1.6756391743678206e-08,7.650555487601988,5.885541915893555,0.17905588448047638,0.3443298041820526,0.6207069158554077,3.8232734203338623,2.2427497015087283e-07,0.0029955122154206038,3.1348275086884314e-08
70,adam,0.04662853731743751,0.5541808249488953,1.158814545600645,4.896396221653108,1.1577138651326154e-07,0.00263939319448846,1.3161784837639208e-08,7.618922541218419,6.024602890014648,0.17721974849700928,0.34686315059661865,0.6318355202674866,3.9507548809051514,2.0075732720670203e-07,0.002951985225081444,8.806245510584176e-09
71,adam,0.04669819339629142,0.5569603981510285,1.1570187057218244,4.88231586640881,1.0923815142771878e-07,0.002619173618093614,8.911165554563225e-09,7.601036425559752,6.1024370193481445,0.1763744205236435,0.3464391529560089,0.6291496157646179,4.011114597320557,2.065306290433e-07,0.0030517687555402517,8.627885961232096e-09
72,adam,0.04668405796250989,0.5560930678921361,1.1572100635497802,4.874285713318856,1.0763497929503735e-07,0.002712599384868818,2.1834424032248528e-08,7.609677960795741,5.91888427734375,0.17921091616153717,0.3456049859523773,0.627101480960846,3.8528246879577637,1.834104637055134e-07,0.002960367826744914,8.883942470561124e-09
73,adam,0.04683475112242083,0.5546130066917788,1.1541129581389888,4.856947729664464,1.0488342111660043e-07,0.002674424427471334,1.804716425047834e-08,7.57927611566359,5.929004192352295,0.17789137363433838,0.34598416090011597,0.6102888584136963,3.8697028160095215,1.9829523978387442e-07,0.003030268009752035,7.549509462023707e-09
74,adam,0.0465507990410251,0.5547929733030258,1.1506419893234008,4.847052235757151,1.0263928740619855e-07,0.0027116476407935543,1.3671437086358193e-08,7.571706741086898,5.927597522735596,0.17874448001384735,0.34202033281326294,0.6166433691978455,3.8548128604888916,1.887562319780045e-07,0.00308146676979959,1.4197464537346605e-08
75,adam,0.04651565188842435,0.5540765100909818,1.147658344238035,4.828131014300931,1.0032732895355836e-07,0.002715029288083315,1.2001130354721476e-08,7.548197715513168,5.889832019805908,0.1792677789926529,0.34249556064605713,0.6168432235717773,3.830284357070923,1.7172465049952734e-07,0.003011334454640746,7.60032481395001e-09
76,adam,0.046653468642503984,0.5547285291456407,1.1469483452458535,4.809421785416141,9.570312691435432e-08,0.0027296339507184683,1.879708610985631e-08,7.5312857781687095,5.942440032958984,0.17694123089313507,0.34218332171440125,0.6183753609657288,3.857997179031372,1.786101648804106e-07,0.0031423731707036495,1.682942496472606e-08
77,adam,0.0465877077752544,0.5538303486762508,1.1424109589669011,4.809324541399556,9.487363680334731e-08,0.002742082211038759,2.2179753746893163e-08,7.5272669330719975,5.883641719818115,0.17897625267505646,0.34184151887893677,0.610268235206604,3.814607858657837,1.7837999166658847e-07,0.0031113389413803816,9.57136325752117e-09
78,adam,0.04660830298258412,0.549570563339418,1.1385937063924727,4.794817816826605,9.363216782554856e-08,0.002738403622061014,1.2722187962608697e-08,7.502613698282549,5.942651271820068,0.17784558236598969,0.3426980972290039,0.6145455241203308,3.867415189743042,1.6648428413645888e-07,0.0031062141060829163,1.8042870308931924e-08
79,adam,0.046658166233570345,0.5529511465180305,1.136934878364686,4.791451361871535,9.044583358966138e-08,0.0027436474263067205,1.6561847119540348e-08,7.50157323960335,5.920516014099121,0.17826716601848602,0.3410608470439911,0.6125335097312927,3.852513313293457,1.6341405739694892e-07,0.0030904265586286783,6.982973310698526e-09
80,adam,0.04672972833917987,0.5518130736966287,1.1341516702405867,4.791360462865522,8.942959428190255e-08,0.0027663287210969193,1.0007451655888365e-08,7.501487378151186,5.974526882171631,0.17865604162216187,0.33950361609458923,0.6293779015541077,3.8904783725738525,1.3926864994573407e-07,0.0030665758531540632,9.330350714265023e-09
81,adam,0.046712356709664865,0.5501630796540168,1.131251044811741,4.78567232624177,8.608183459236604e-08,0.0027872297176790815,2.4728055402606184e-08,7.494413745018743,6.002129554748535,0.17702394723892212,0.3420082926750183,0.6173676252365112,3.932800054550171,1.4297758355041879e-07,0.003048972925171256,2.5966096828256013e-08
82,adam,0.046840939310289195,0.5508999949501406,1.130825404197939,4.753658340823266,8.345281019633294e-08,0.0027543579738947654,1.6081501120005038e-08,7.454890528032856,5.939731121063232,0.17849870026111603,0.34045663475990295,0.6094220280647278,3.863370418548584,1.564484648497455e-07,0.0031522316858172417,5.84458081931416e-09
83,adam,0.046788815168603774,0.5508376494530709,1.1291037913291686,4.76136984363679,8.324156079843012e-08,0.0027829883920569573,1.1674235313219674e-08,7.46630367155998,5.92928409576416,0.1801910698413849,0.3414340019226074,0.6244909763336182,3.84696364402771,1.3836843493209017e-07,0.0030791216995567083,1.0898254743096913e-08
84,adam,0.047074353262301416,0.5514556948215731,1.1208376173050172,4.760005458708732,8.070960112424854e-08,0.002790870009771278,7.203817685743916e-09,7.45768533214446,5.95297384262085,0.1773156225681305,0.3406255543231964,0.6028620600700378,3.8938190937042236,1.4516422197630163e-07,0.0031006212811917067,1.8244930899413703e-08
85,adam,0.04695000896050084,0.5504641148351854,1.1200189128998788,4.7271913251569195,7.948662436495896e-08,0.0028163663547245725,2.251772852767156e-08,7.425905427625103,5.889642715454102,0.1802775114774704,0.33845198154449463,0.6114721894264221,3.8270230293273926,1.3238286555861123e-07,0.003076068824157119,5.701750627196134e-09
86,adam,0.04687552899122238,0.5480215405264208,1.1167971434131745,4.714136415912259,7.944010031869472e-08,0.002787712563370024,8.906805099913542e-09,7.40042761833437,5.924839019775391,0.17930221557617188,0.3368891775608063,0.602670431137085,3.878518581390381,1.2913706370909495e-07,0.003044986864551902,3.8477249830748406e-08
