concentration,j_0(c)
0.589790909,0.00011868929
0.637252864,0.00012086221
0.689042155,0.00012274954
0.642586001,0.00012227778
0.6929744,0.0001240692
0.702256706,0.00012564179
0.705427038,0.0001251377
0.71384332,0.00012661333
0.735291036,0.00012738348
0.759078676,0.00012784378
0.758951088,0.00012822007
0.765809379,0.00012851993
0.729631082,0.00012606927
0.74781052,0.00012658972
0.747965019,0.00012701494
0.695606176,0.00012454693
0.717124646,0.00012511946
0.656676354,0.00012275358
0.0126,1.8419129e-05
0.0126,1.7165492e-05
0.0126,1.6207787e-05
0.0126,1.8870225e-05
0.0126,1.76832e-05
0.0126,1.6787844e-05
0.0126,1.9369269e-05
0.0126,1.8251729e-05
0.0126,1.9920135e-05
0.785566078,0.00012896194
0.76369965,0.00012790761
0.734368135,0.0001266247
0.698795287,0.00012506697
0.779968781,0.0001288423
0.759166356,0.00012774409
0.730440871,0.00012641192
0.765809379,0.00012869482
0.754174157,0.0001275475
0.013279502,2.5060255e-05
0.012877477,2.4998226e-05
0.012770421,2.4992778e-05
0.01271372,2.5027755e-05
0.0126,2.2515358e-05
0.0126,2.2434047e-05
0.0126,2.2406442e-05
0.0126,2.0321146e-05
0.0126,2.0220625e-05
0.78787136,0.00012913253
0.793626405,0.00012929068
0.800760492,0.00012943502
0.77013526,0.00012821543
0.775046214,0.00012840997
0.781107376,0.00012858867
0.753989465,0.00012734762
0.759753859,0.0001275654
0.737980219,0.00012632593
0.012658296,3.4575685e-05
0.01280114,3.091731e-05
0.012813244,2.7734337e-05
0.01319202,3.4599707e-05
0.013305428,3.09195e-05
0.013080275,2.776726e-05
0.013788709,3.454439e-05
0.013782016,3.0895677e-05
0.017741346,3.4457807e-05
0.730297738,0.00012694606
0.76736345,0.00012792021
0.786506964,0.00012873928
0.754005858,0.00012792618
0.789662913,0.0001288009
0.806854601,0.00012953342
0.777013484,0.00012873355
0.806854601,0.00012952469
0.799373614,0.00012940669
0.012927764,4.463283e-05
0.012702081,4.5536464e-05
0.012610571,4.628893e-05
0.0126,4.6841065e-05
0.01295793,4.1038904e-05
0.012712335,4.1822033e-05
0.0126,4.2447322e-05
0.012895394,3.7678208e-05
0.012613164,3.8337057e-05
0.774762334,0.0001290506
0.748750764,0.00012851911
0.726707193,0.0001277788
0.730725988,0.00012796231
0.689857372,0.00012740557
0.66606508,0.00012658536
0.663048932,0.00012599179
0.622500656,0.00012513784
0.597496191,0.00012328694
0.0126,5.970733e-05
0.0126,6.1053e-05
0.0126,6.189426e-05
0.0126,6.215756e-05
0.0126,5.547369e-05
0.0126,5.6757624e-05
0.0126,5.7514753e-05
0.0126,5.113848e-05
0.0126,5.231741e-05
0.43112977,0.00011580037
0.570341738,0.00012111191
0.652829055,0.00012504571
0.530078469,0.000118544616
0.650842896,0.0001232361
0.706198987,0.00012662553
0.60762983,0.00012100672
0.678761108,0.00012517642
0.621427471,0.00012328022
0.013559952,7.554673e-05
0.012691491,7.5621414e-05
0.0126,7.485721e-05
0.0126,7.3167364e-05
0.012678082,7.193963e-05
0.0126,7.188508e-05
0.0126,7.087324e-05
0.0126,6.744123e-05
0.0126,6.7244866e-05
0.241516848,0.000102741295
0.385128474,0.0001103286
0.522354049,0.00011747449
0.325338752,0.00010251546
0.448030797,0.00011128956
0.549654974,0.000119335804
0.40539321,0.00010047096
0.429599423,0.00011132426
0.357995447,9.9289435e-05
0.0126,8.207301e-05
0.0126,8.061706e-05
0.0126,7.798338e-05
0.0126,7.400774e-05
0.0126,8.011118e-05
0.0126,7.805311e-05
0.0126,7.466136e-05
0.0126,7.721502e-05
0.0126,7.448271e-05
0.081918792,7.0823924e-05
0.154661635,7.781842e-05
0.396183485,8.7697124e-05
0.03802092,6.37811e-05
0.364243425,7.314549e-05
0.190666659,8.5677595e-05
0.325182202,5.9680133e-05
0.030020901,7.146786e-05
0.074978981,5.8165606e-05
0.0126,8.191442e-05
0.0126,7.8890305e-05
0.0126,7.439353e-05
0.0126,6.8543e-05
0.0126,8.0036334e-05
0.0126,7.617183e-05
0.0126,7.0855815e-05
0.0126,7.744977e-05
0.0126,7.2697134e-05
0.049381529,4.3951663e-05
0.08012194,4.609486e-05
0.334578362,5.0744136e-05
