concentration,mu_h(c)
0.022606733,0.121989965
0.036370485,0.09452081
0.067211811,0.062565565
0.019099436,0.13074255
0.041421532,0.105437756
0.036462155,0.14057112
0.047912543,0.047810555
0.055845545,0.053144455
0.03531157,0.08631754
0.048677112,0.17066073
0.054374542,0.196944
0.02975624,0.18828154
0.024444643,0.17749214
0.023009782,0.15104318
0.02752482,0.15988207
0.066294094,0.053174496
0.047561681,0.043027163
0.054145909,0.036973238
0.050946785,0.06950617
0.056995728,0.060538292
0.038461882,0.08408618
0.070750284,0.078303814
0.075440028,0.06893444
0.042622359,0.0844152
0.063333692,-0.02601266
0.071500318,-0.048683167
0.060389876,-0.07237148
0.049391795,-0.015069008
0.047197196,-0.037665844
0.030723508,-0.0049631596
0.081392743,-0.073256016
0.077762296,-0.07275319
0.075534033,-0.049383402
0.067473597,-0.0894742
0.059554873,-0.081833124
0.049048824,-0.07440877
0.058928095,-0.09973097
0.049229591,-0.09208822
0.048497839,-0.109719515
0.061365808,-0.05829048
0.072221391,-0.06566477
0.069945961,-0.042069674
0.053149644,0.0108418465
0.043871428,0.020591974
0.047695994,0.028929949
0.061910827,0.043725252
0.069540144,0.05142045
0.075589462,0.07109475
0.085776749,0.06879449
0.087317731,0.07108092
0.069767026,0.05151081
0.078758612,0.08591604
0.058783892,0.095083
0.094534979,0.09061694
0.0126,-0.19997072
0.0126,-0.19665694
0.0126,-0.21374369
0.034827573,-0.11655378
0.025016905,-0.10631704
0.016053045,-0.096545935
0.029046453,-0.12895584
0.020303601,-0.118658066
0.023528749,-0.14071345
0.035506572,-0.08204579
0.024236097,-0.08944893
0.035516495,-0.099360466
0.0126,-0.18388557
0.012676632,-0.16464353
0.012673983,-0.14556527
0.0126,-0.18141675
0.012610808,-0.16302133
0.0126,-0.17892289
0.017822649,-0.15669465
0.014538837,-0.15100193
0.014152682,-0.17077112
0.013543335,-0.13047242
0.017120435,-0.13547039
0.013402902,-0.114091635
0.0126,-0.2037561
0.0126,-0.19019318
0.0126,-0.1874559
0.0126,-0.20323873
0.012742095,-0.18754625
0.012847986,-0.19085836
0.027104742,0.11500907
0.053720927,0.10913062
0.063751451,0.10514474
0.05187242,0.079823256
0.065825655,0.07733989
0.061125757,0.048630714
0.045928955,0.08012557
0.042808765,0.0747416
0.058260737,0.057644367
0.053008366,0.19468689
0.069475528,0.18680215
0.054779254,0.18093586
0.039735414,0.17005873
0.045679265,0.16444182
0.021380997,0.14494872
0.053927703,0.1345911
0.03252685,0.139431
0.051694801,0.15973401
0.081259318,0.2520492
