concentration,j_0(c)
0.017512987,2.1424775e-09
0.012623947,1.8637343e-09
0.115936287,1.4930206e-09
0.137835475,1.5810432e-09
0.154376843,1.688486e-09
0.124936398,1.4725171e-09
0.151352908,1.5696201e-09
0.160673534,1.6875498e-09
0.134067817,1.4586232e-09
0.164787591,1.5651881e-09
0.150589426,1.4511106e-09
0.012605893,1.652908e-09
0.0126,1.4430789e-09
0.0126,1.2529416e-09
0.0126,1.0856069e-09
0.0126,1.6191716e-09
0.0126,1.4073687e-09
0.0126,1.2165584e-09
0.0126,1.5716419e-09
0.0126,1.3592317e-09
0.081829829,1.2624449e-09
0.101453754,1.3156439e-09
0.126393472,1.3782389e-09
0.093687559,1.2503607e-09
0.116740047,1.3070625e-09
0.141127244,1.3731211e-09
0.111687168,1.2418511e-09
0.133698105,1.3018954e-09
0.124010282,1.2368271e-09
0.0126,1.1287715e-09
0.0126,1.167324e-09
0.0126,1.2017926e-09
0.0126,9.947629e-10
0.013365319,1.0342571e-09
0.0126,1.0703898e-09
0.022060133,9.1810426e-10
0.015412704,9.549386e-10
0.025427125,8.543037e-10
0.077310771,1.127868e-09
0.092412132,1.1590738e-09
0.110952393,1.195249e-09
0.089981458,1.1094576e-09
0.107477105,1.1434743e-09
0.124010282,1.1830913e-09
0.103778265,1.0928767e-09
0.124010282,1.1299207e-09
0.105357702,1.0780687e-09
0.0126,7.624621e-10
0.015432178,7.8428924e-10
0.021753927,8.1470625e-10
0.012858156,8.179686e-10
0.013790533,8.4684326e-10
0.016769419,8.855462e-10
0.0126,8.797303e-10
0.013145742,9.166952e-10
0.0126,9.483456e-10
0.105357702,1.0215601e-09
0.0858592,9.697897e-10
0.066027007,9.2306063e-10
0.095374738,1.0489086e-09
0.08566709,9.969668e-10
0.074870497,9.499312e-10
0.074405003,1.0265457e-09
0.065256089,9.79006e-10
0.055613089,1.0103848e-09
0.0126,8.5278956e-10
0.012651225,8.153089e-10
0.013096397,7.812726e-10
0.013647402,7.504239e-10
0.0126,8.2106033e-10
0.012617449,7.8242335e-10
0.012968115,7.4743095e-10
0.0126,7.910608e-10
0.012635671,7.5152e-10
0.035710466,9.0781127e-10
0.050270927,9.086056e-10
0.064707315,9.136043e-10
0.036263982,8.7089325e-10
0.050732936,8.707735e-10
0.066027007,8.7492397e-10
0.035245312,8.3616586e-10
0.03604899,8.3532475e-10
0.03604899,8.0352136e-10
0.019174798,8.6776175e-10
0.021017033,8.4257773e-10
0.02696591,8.2122154e-10
0.015438424,8.2588747e-10
0.016770667,7.9984736e-10
0.015735362,7.776903e-10
0.013523924,7.8685763e-10
0.015735362,7.602875e-10
0.064230064,1.7393269e-09
0.072240913,1.733435e-09
0.074581485,1.7503587e-09
0.050205839,1.9678719e-09
0.050648305,1.9566406e-09
0.051660495,1.944703e-09
0.023496751,2.0505844e-09
0.020899249,2.047194e-09
0.017435374,2.0399642e-09
0.029373364,2.0303645e-09
0.026864823,2.0277777e-09
0.036368617,2.0101583e-09
0.013725144,2.0838975e-09
0.014766422,2.0620055e-09
0.017712895,2.068187e-09
0.020515391,2.1205144e-09
0.031585976,2.101926e-09
0.017923536,2.1098807e-09
0.052366592,1.740515e-09
0.060152885,1.7515971e-09
0.068307115,1.7627527e-09
0.047531661,1.7527982e-09
0.054177898,1.7639392e-09
0.041882923,1.7652124e-09
0.041213895,1.7235217e-09
0.030666216,1.7193769e-09
0.036069428,1.7065183e-09
0.036313336,1.7482487e-09
0.030248084,1.7320272e-09
0.039613692,1.7357756e-09
0.019286682,1.7166863e-09
0.014346644,1.719779e-09
0.020590925,1.6974245e-09
0.046547049,1.8890838e-09
0.04736803,1.8612947e-09
0.03651125,1.8564105e-09
0.0126,1.7534358e-09
0.014266635,1.7865233e-09
0.013872484,1.7482934e-09
0.036749387,1.7992015e-09
0.039907843,1.7877538e-09
0.040937859,1.77639e-09
0.050847018,1.7865415e-09
0.05294198,1.7752247e-09
0.066118651,1.7739406e-09
0.02825183,1.8033279e-09
0.026590255,1.8074455e-09
0.026492239,1.811675e-09
0.032755992,1.791853e-09
0.02943772,1.7960576e-09
0.03438144,1.7805705e-09
0.073112578,1.779038e-09
0.089509971,1.7770959e-09
0.062658042,1.796772e-09
0.042622586,1.8045272e-09
0.057136167,1.7917472e-09
0.047563359,1.8096252e-09
0.02128149,2.0648385e-09
0.023568959,2.0787658e-09
0.02549737,2.0923676e-09
0.018361162,2.0834277e-09
0.021589909,2.098325e-09
0.01529985,2.1001505e-09
0.041147263,1.989046e-09
0.041928114,1.9649595e-09
0.041906792,1.9401367e-09
0.032250896,1.9850523e-09
0.031143683,1.9594493e-09
0.024764318,1.9786655e-09
0.035596893,1.9073605e-09
0.026935186,1.8740292e-09
0.023283643,1.9256232e-09
0.028927627,2.030781e-09
0.029816371,2.0063822e-09
0.026546777,2.0435251e-09
0.026941138,2.0178403e-09
0.02556576,2.0559834e-09
0.036187391,2.0098787e-09
0.021684617,2.1422804e-09
0.018554773,2.131367e-09
0.019549006,2.1187812e-09
0.028844165,2.152928e-09
0.025620093,2.140053e-09
0.035060363,2.1613984e-09
0.030572919,2.1418587e-09
0.022106116,2.1209572e-09
0.026407459,2.1187363e-09
0.023334453,2.146742e-09
0.026287421,2.1637308e-09
0.018010116,2.1400783e-09
0.030049539,2.1603819e-09
0.037912394,2.1718929e-09
0.036088306,2.1782327e-09
0.035513169,2.1596445e-09
0.040089591,2.1633175e-09
0.038565445,2.1639481e-09
0.03402,2.1370832e-09
0.033477283,2.140972e-09
0.02957907,2.1146545e-09
0.012743038,1.7471877e-09
0.0126,1.7688593e-09
0.02035949,1.7915999e-09
0.0126,1.7723564e-09
0.014736863,1.7922057e-09
0.012988502,1.804063e-09
0.015597636,1.74198e-09
0.021203309,1.7403682e-09
0.015677533,1.7652462e-09
0.027505712,1.8018259e-09
0.022134932,1.7946707e-09
0.027320528,1.7862771e-09
0.021049375,1.7791087e-09
0.029394158,1.770867e-09
0.025829498,1.7550368e-09
0.033909649,1.8795001e-09
0.020034993,1.8608645e-09
0.017741166,1.8427009e-09
0.038265765,1.8429211e-09
0.017602757,1.8231485e-09
0.029139656,1.8135502e-09
0.021329997,1.9098763e-09
0.019381026,1.9439368e-09
0.017872,1.8918538e-09
0.026683055,1.8169107e-09
0.032114329,1.8222345e-09
0.036046626,1.8272985e-09
0.018275002,1.8347593e-09
0.024134904,1.8400551e-09
0.017089244,1.8527325e-09
0.021673696,1.8252237e-09
0.020647459,1.8210918e-09
0.017552658,1.8389962e-09
0.02655565,1.8250385e-09
0.023047639,1.838545e-09
0.019833641,1.8524015e-09
0.027729221,1.8385561e-09
0.023254304,1.8519658e-09
0.027561559,1.8522645e-09
0.028973623,1.8156099e-09
0.035306793,1.8296717e-09
0.030541731,1.8092874e-09
0.04010399,1.8422884e-09
0.059126124,1.8455198e-09
0.027487015,1.8702069e-09
0.019716643,1.8681074e-09
0.026835466,1.8551114e-09
0.020324452,1.8830373e-09
0.026351255,2.0907258e-09
0.023921085,2.0519155e-09
0.024055539,2.0119824e-09
0.025602702,2.0864606e-09
0.021796705,2.0458022e-09
0.026515249,2.080093e-09
0.03151954,2.1358086e-09
0.029502313,2.1131903e-09
0.028786095,2.1090234e-09
0.026365118,1.9692454e-09
0.02466494,2.0051145e-09
0.02419392,2.042499e-09
0.024324809,1.97237e-09
0.023156835,2.0089432e-09
0.022527631,1.9758915e-09
0.035363478,1.9084305e-09
0.031458805,1.9383575e-09
0.024016376,1.9407165e-09
0.019074489,2.1940108e-09
0.029170757,2.2020317e-09
0.023156961,2.2229605e-09
0.0126,2.2663238e-09
0.0126,2.2389717e-09
0.0126,2.2554503e-09
0.014606603,2.2894973e-09
0.0126,2.2628641e-09
0.013150134,2.2833324e-09
0.045401747,2.206468e-09
0.045691295,2.228445e-09
0.032693722,2.2462379e-09
0.036880981,2.2297415e-09
0.032581245,2.253467e-09
0.024649255,2.2523425e-09
0.047184892,2.189541e-09
