step,phase,c_lambda,e11_lambda,e22_lambda,e12_lambda,allen_cahn_lambda,force_balance_lambda,k_reg_lambda,interp_c_lambda,interp_e11_lambda,interp_e22_lambda,interp_e12_lambda
0,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
1,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
2,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
3,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
4,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
5,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
6,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
7,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
8,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
9,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
10,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
11,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
12,adam,1.2559562126105661,0.9999999983681163,1.1682255420089156,1.0519808240583546,170.72834196057852,190.0,4.512152458449606,0.1,0.1,0.1,0.1
