x,y,e11_abs_error_t71,e22_abs_error_t71,e12_abs_error_t71
1.8311099,38.687588,0.0062451707,0.0015756884,0.0015426277
2.074575,38.61109,0.0047538606,0.00232639,0.00046167301
2.3180404,38.53459,0.0034431075,0.0015864137,5.9121638e-05
2.5615056,38.458096,0.0025686664,0.0013554468,0.00021055772
1.993373,38.8901,0.004726143,0.0008860575,0.0015681344
2.2464602,38.80496,0.003366686,0.001800945,0.00021032186
2.4995472,38.719814,0.0030533383,0.0016371543,3.7088874e-05
2.17488,39.07532,0.0033293369,0.0019891672,0.00034345512
2.4375892,38.981537,0.0030363514,0.0019296757,0.00016196538
2.3756309,39.24326,0.003433274,0.0017263945,0.00048410927
1.4549216,37.968254,0.007865444,0.0010773169,0.002042455
1.7320184,37.959023,0.0065582376,0.001522033,0.0011619437
2.0091152,37.949795,0.0041914354,0.0011959398,0.0002836588
2.286212,37.940563,0.0030671847,0.0009294642,0.00021793263
1.5621117,38.218517,0.007066779,0.0019893139,0.0012028245
1.8483115,38.204044,0.0058477884,0.0020697357,0.0007109125
2.1345112,38.18957,0.0038519963,0.0012235334,0.00022575603
1.6875077,38.458294,0.0060069924,0.0015587504,0.0013630262
1.9828106,38.43858,0.005304837,0.002292315,0.0004906507
6.447986,38.965843,0.0009837357,0.00033490543,0.00034154276
6.6878014,39.15118,7.593306e-05,0.00036877074,0.00019966997
6.9276166,39.336517,0.0014291764,0.00041874897,0.0016067508
7.167432,39.521854,0.0019795806,0.00033236848,0.0013190298
6.282333,39.28026,0.00118076,0.00082545157,0.00034751254
6.5301204,39.48429,0.0004576014,0.0010205739,0.0018752872
6.777908,39.68832,0.00057459134,0.0009459589,0.0018666431
6.116679,39.59467,0.00048704795,0.0010270115,0.0014512998
6.372439,39.817398,0.0008196514,0.0009955076,0.0018906589
5.951026,39.909084,0.0013128065,0.0011938212,0.0011865497
7.1331334,38.76385,0.0004789161,0.00023159797,6.634905e-05
7.450928,38.849033,0.0006715921,0.00040244617,0.00022981502
7.768723,38.934216,0.001400139,0.0005640635,0.0009404563
8.086518,39.019398,0.0010748915,0.0006705481,0.00076515786
7.144566,39.01652,0.0007973972,0.00012707352,9.553251e-05
7.462616,39.10311,0.0019657926,0.00038953603,0.0012516438
7.7806654,39.189705,0.001243796,0.0006697453,0.0007258926
7.1559987,39.269188,0.0019926995,0.000105379906,0.0015400297
7.4743032,39.357193,0.0016683526,0.00020988725,0.0010611098
8.828586,38.68565,0.0005300008,0.00035066938,0.00085211545
8.578567,38.79061,0.0008254964,0.00045665159,0.00092587015
8.33121,38.90186,0.0008450537,0.00072290836,0.00069910707
8.630538,38.502308,0.0009962725,0.0002585681,0.0009135199
8.381851,38.610413,0.00088435854,0.00027693078,0.0009311631
8.135827,38.724808,0.0007655055,0.00036449128,0.00082178204
8.432491,38.318966,0.00017580553,0.00018248966,0.00017805886
8.185135,38.430214,0.00034427503,8.957111e-05,0.00010687113
8.234444,38.135624,0.00052629947,9.891647e-05,0.00045227678
8.861869,37.984898,0.00010802597,0.00039970363,0.00029552937
9.05914,38.085526,0.0008511832,0.00036041578,0.00015871553
9.256412,38.186153,0.0014498984,0.00037394272,0.0005219728
9.453683,38.28678,0.0012855306,0.0004148478,0.0004525259
8.850775,38.218483,0.00074126804,0.00040635702,0.00012898026
9.053646,38.328793,0.001460244,0.00041968707,0.00047453726
9.256516,38.439106,0.0012889314,0.0005059152,0.0003197631
8.83968,38.452065,0.00092626596,0.0003377121,0.00077751046
9.048151,38.57206,0.0014831121,0.00046765048,0.00036316412
3.2379718,39.719036,0.0021044873,0.0007590008,0.0013398519
2.9353228,39.58808,0.0020605766,0.0010724005,0.000988848
2.6478758,39.42949,0.0030308312,0.0012690155,0.001002952
3.2805686,39.388187,0.0016190186,0.0011563865,0.0005772237
2.9855206,39.243416,0.001824956,0.0014550316,0.00024937012
2.7056746,39.071003,0.0023755438,0.0016803181,7.225305e-05
