concentration,mu_h(c)
0.035516495,-0.19179702
0.0126,-0.2186842
0.012676632,-0.2002275
0.012673983,-0.18136573
0.0126,-0.20110607
0.012610808,-0.18317103
0.0126,-0.18294859
0.017822649,-0.21464849
0.014538837,-0.19822049
0.014152682,-0.2174282
0.013543335,-0.18100834
0.017120435,-0.19685936
0.013402902,-0.17817807
0.0126,-0.15923119
0.0126,-0.16006732
0.0126,-0.13941908
0.0126,-0.10239482
0.012742095,-0.10293865
0.012847986,-0.08791399
0.027104742,0.14677143
0.053720927,0.114331245
0.063751451,0.07884121
0.05187242,0.09826994
0.065825655,0.05369091
0.061125757,0.0161767
0.045928955,0.00887084
0.042808765,-0.06842065
0.058260737,-0.03387785
0.053008366,0.13394475
0.069475528,0.1179409
0.054779254,0.10481119
0.039735414,0.14903808
0.045679265,0.13473034
0.021380997,0.15879631
0.053927703,0.11676955
0.03252685,0.13955092
0.051694801,0.12139249
0.081259318,0.122246504
0.050700493,0.09487867
