step,phase,c_loss,e11_loss,e22_loss,e12_loss,allen_cahn_loss,force_balance_loss,k_reg_loss,interp_c_loss,interp_e11_loss,interp_e22_loss,interp_e12_loss,total_loss,test_total_loss,test_c_loss,test_e11_loss,test_e22_loss,test_e12_loss,test_allen_cahn_loss,test_force_balance_loss,test_k_reg_loss,test_interp_c_loss,test_interp_e11_loss,test_interp_e22_loss,test_interp_e12_loss
15,adam,0.030848168798031345,0.3838794789006633,1.3235069282593266,10.65890186063705,1.806851410477858e-05,3.771961306601072e-05,2.4154514574235484,0.0,0.0,0.0,0.0,3.9403553624306955,3.060030698776245,0.12456522136926651,0.24813255667686462,0.5386431813240051,6.268763065338135,2.1329646187950857e-05,4.625105793820694e-05,2.348146677017212,0.0,0.0,0.0,0.0
16,adam,0.030000730567882137,0.377974618827143,1.3197321122692478,10.459779339451943,1.931222193947648e-05,4.4908761816670095e-05,2.265342104819513,0.0,0.0,0.0,0.0,3.884785721378942,2.99458909034729,0.12367378175258636,0.24181637167930603,0.5245994329452515,6.068864822387695,2.3163098376244307e-05,5.461132968775928e-05,2.203131914138794,0.0,0.0,0.0,0.0
17,adam,0.029350773761830023,0.3720222423153539,1.3186931456288984,10.275665067857311,2.0329248840308508e-05,4.980245050260677e-05,2.125513361346337,0.0,0.0,0.0,0.0,3.835592431406821,2.9211490154266357,0.1172783300280571,0.24551191926002502,0.5177338719367981,5.942727565765381,2.492705789336469e-05,6.243155803531408e-05,2.0668766498565674,0.0,0.0,0.0,0.0
18,adam,0.02866691182697973,0.36847404991426774,1.314443822829954,10.140442017586,2.1884561412603474e-05,5.630674047185288e-05,1.9950794712189706,0.0,0.0,0.0,0.0,3.7965284009133615,2.8685109615325928,0.1160343736410141,0.23713885247707367,0.5173581838607788,5.792011260986328,2.7124868211103603e-05,6.922146712895483e-05,1.93769109249115,0.0,0.0,0.0,0.0
19,adam,0.028127875179052353,0.36283189635122975,1.3141614275593911,9.976843126358524,2.3347254799802848e-05,6.0239323037451196e-05,1.870921338758161,0.0,0.0,0.0,0.0,3.7530692623507593,2.795405626296997,0.10933957993984222,0.2377694696187973,0.5123921036720276,5.709125518798828,2.9290846214280464e-05,7.564139377791435e-05,1.816738486289978,0.0,0.0,0.0,0.0
20,adam,0.027688860112140255,0.3592345974137706,1.307556229252969,9.881991478704638,2.473216749598167e-05,6.442017254284433e-05,1.7518979541717037,0.0,0.0,0.0,0.0,3.720769397674068,2.7069897651672363,0.10034222155809402,0.23811857402324677,0.5091912150382996,5.645009994506836,3.1522333301836625e-05,8.296646410599351e-05,1.7029149532318115,0.0,0.0,0.0,0.0
21,adam,0.027025537445179878,0.3561962333417708,1.311515865787383,9.79119082420103,2.661220588056641e-05,6.711563318892712e-05,1.6434116401980001,0.0,0.0,0.0,0.0,3.697366576040945,2.6373555660247803,0.09503143280744553,0.23159159719944,0.5075925588607788,5.58091402053833,3.395524981897324e-05,8.791345317149535e-05,1.5974727869033813,0.0,0.0,0.0,0.0
22,adam,0.02657541836942396,0.3509051655569384,1.3111633985273299,9.698758279123615,2.8482590477646988e-05,7.37570611114103e-05,1.5399991812244538,0.0,0.0,0.0,0.0,3.6673691349644817,2.587402105331421,0.09249335527420044,0.22148959338665009,0.5107397437095642,5.513289928436279,3.646543700597249e-05,9.196812607115135e-05,1.4980546236038208,0.0,0.0,0.0,0.0
23,adam,0.026093206458514737,0.34633897485271575,1.2994545890438942,9.630621171766713,2.9901400100037967e-05,7.505490512196576e-05,1.4444047289509927,0.0,0.0,0.0,0.0,3.6330022350434334,2.5219650268554688,0.087687186896801,0.21217995882034302,0.5117650032043457,5.468513011932373,3.8958012737566605e-05,9.575369767844677e-05,1.404711365699768,0.0,0.0,0.0,0.0
24,adam,0.025574700726616766,0.3403081855466289,1.2996973876030213,9.52679834058208,3.200880500146248e-05,8.246056888545413e-05,1.353598294719573,0.0,0.0,0.0,0.0,3.5995891709481516,2.4690487384796143,0.08416837453842163,0.20151682198047638,0.5181773900985718,5.422558784484863,4.1549541492713615e-05,9.890826913760975e-05,1.3165702819824219,0.0,0.0,0.0,0.0
25,adam,0.02513799912506534,0.3351738154888153,1.2939527842306322,9.485570507664834,3.365790560623751e-05,8.603881325407494e-05,1.269768553395425,0.0,0.0,0.0,0.0,3.5740802672601517,2.3986501693725586,0.07822267711162567,0.19586600363254547,0.5107778906822205,5.4041361808776855,4.407846063259058e-05,0.00010404130443930626,1.2357827425003052,0.0,0.0,0.0,0.0
26,adam,0.02479367552986068,0.33178870908675656,1.2909978705067788,9.436597024240802,3.5900614274132454e-05,9.311191341464197e-05,1.190065949193893,0.0,0.0,0.0,0.0,3.553982303988549,2.347287178039551,0.07435278594493866,0.1879865676164627,0.512039303779602,5.3771820068359375,4.726689076051116e-05,0.00010623678099364042,1.1582221984863281,0.0,0.0,0.0,0.0
27,adam,0.024389971107725176,0.3268508151654274,1.2815491307166316,9.358438030365974,3.768475489191441e-05,9.649079067692642e-05,1.1153015282846266,0.0,0.0,0.0,0.0,3.5198339954499276,2.301377773284912,0.07031619548797607,0.18420901894569397,0.5103968381881714,5.357511520385742,4.9850346840685233e-05,0.00010945012036245316,1.0865936279296875,0.0,0.0,0.0,0.0
28,adam,0.024241701609665347,0.3245987526832088,1.2725682412424395,9.335801785992038,3.922185996705065e-05,0.00010438264026531889,1.0471438630934684,0.0,0.0,0.0,0.0,3.502900823470085,2.277035713195801,0.06819628924131393,0.18222425878047943,0.5107449293136597,5.338853359222412,5.2321185648906976e-05,0.00011154662206536159,1.0199333429336548,0.0,0.0,0.0,0.0
29,adam,0.02394135849129769,0.3210946379169341,1.26052684937754,9.26852515435988,4.103345347703585e-05,0.00011023411301017228,0.9832644654858497,0.0,0.0,0.0,0.0,3.4721441576557774,2.243849277496338,0.06488409638404846,0.1820388287305832,0.5058923959732056,5.331951141357422,5.492859418154694e-05,0.00011675570567604154,0.9576975107192993,0.0,0.0,0.0,0.0
30,adam,0.023788677047817938,0.3175919440484816,1.2520788369640228,9.191071771806286,4.251332692576632e-05,0.00011457887341103126,0.9230182593868624,0.0,0.0,0.0,0.0,3.4438986316803963,2.222496271133423,0.06287335604429245,0.18143944442272186,0.5049555897712708,5.3163604736328125,5.657376823364757e-05,0.00012298479850869626,0.9000828266143799,0.0,0.0,0.0,0.0
31,adam,0.023646568038290548,0.31720235847657724,1.2417367581398255,9.16639277242845,4.3874804466594794e-05,0.00012281854545900358,0.866527259349823,0.0,0.0,0.0,0.0,3.4292201457485074,2.204857110977173,0.06111487001180649,0.181217759847641,0.5043351650238037,5.303945064544678,5.840144876856357e-05,0.0001268356863874942,0.8459247350692749,0.0,0.0,0.0,0.0
32,adam,0.0235864520072937,0.3150772385058864,1.2370145013255458,9.12210427561114,4.490559853542025e-05,0.00013053990128795585,0.8151848623829503,0.0,0.0,0.0,0.0,3.4131594473315823,2.212186574935913,0.06173311918973923,0.18145836889743805,0.5095687508583069,5.286661148071289,5.955526648904197e-05,0.00012929638614878058,0.7953705191612244,0.0,0.0,0.0,0.0
33,adam,0.023622748592207508,0.31191517556867293,1.2198434375947522,9.031758308410645,4.471730930925978e-05,0.00012879568431901957,0.7670595338267665,0.0,0.0,0.0,0.0,3.3774051589350544,2.168166399002075,0.05793082341551781,0.18190577626228333,0.49484360218048096,5.283663749694824,6.022366869729012e-05,0.0001369425590382889,0.7479064464569092,0.0,0.0,0.0,0.0
34,adam,0.02345792588687712,0.3106843338858697,1.2116504946062643,8.965554329656786,4.581302932966801e-05,0.00013924521138711322,0.7203715443611145,0.0,0.0,0.0,0.0,3.355643695400607,2.1727163791656494,0.058679141104221344,0.18340662121772766,0.49117550253868103,5.2734174728393555,6.090513852541335e-05,0.00014032497711014003,0.7025998830795288,0.0,0.0,0.0,0.0
35,adam,0.023367851071300044,0.3088863924626381,1.1975712891547912,8.901610005286432,4.566875119757418e-05,0.0001423517711490633,0.6773374099885264,0.0,0.0,0.0,0.0,3.3286049365997314,2.1641650199890137,0.05815034732222557,0.1831384152173996,0.4899860918521881,5.25874662399292,6.063529144739732e-05,0.00014910046593286097,0.6612551212310791,0.0,0.0,0.0,0.0
36,adam,0.023520747620251872,0.3073007675909227,1.1842279126567226,8.837085493149296,4.5241288687740904e-05,0.00014827420724736106,0.6371468882406911,0.0,0.0,0.0,0.0,3.304516784606441,2.145465850830078,0.056523580104112625,0.1844206303358078,0.48142439126968384,5.257491111755371,6.019273860147223e-05,0.00015921708836685866,0.6220901012420654,0.0,0.0,0.0,0.0
37,adam,0.02332348845178081,0.30415911924454475,1.172276258468628,8.767251260818973,4.516147377979641e-05,0.00015738624807131748,0.5993973343603073,0.0,0.0,0.0,0.0,3.274713877708681,2.1516940593719482,0.05762450397014618,0.18422672152519226,0.48311278223991394,5.233745574951172,5.985070674796589e-05,0.00016635724750813097,0.5853954553604126,0.0,0.0,0.0,0.0
38,adam,0.023294223412390676,0.30198769415578536,1.1530622513063493,8.672691606706188,4.487725868051301e-05,0.0001639249333698723,0.5636896318004977,0.0,0.0,0.0,0.0,3.237946325732816,2.1482183933258057,0.057533346116542816,0.18396413326263428,0.4865235984325409,5.205104827880859,5.862285615876317e-05,0.0001763238979037851,0.5508928298950195,0.0,0.0,0.0,0.0
39,adam,0.023184144929532084,0.298884533105358,1.1381706076283609,8.579747276921426,4.4700575545580395e-05,0.00016933776562162223,0.5306227687866457,0.0,0.0,0.0,0.0,3.2025750760109193,2.1439690589904785,0.05754289776086807,0.1848047971725464,0.48189592361450195,5.193458080291748,5.79356201342307e-05,0.00018801033729687333,0.5188345313072205,0.0,0.0,0.0,0.0
40,adam,0.023183614916859135,0.2984729716854711,1.1308944436811632,8.493532073113226,4.416085287248866e-05,0.0001763293633214949,0.5001631119558888,0.0,0.0,0.0,0.0,3.180983066558838,2.1352298259735107,0.056756872683763504,0.186467707157135,0.4764236509799957,5.189358711242676,5.73630713915918e-05,0.0002029514726018533,0.4888475239276886,0.0,0.0,0.0,0.0
41,adam,0.023054960394097913,0.29351058025513926,1.1146116506668828,8.390596389770508,4.371204223359875e-05,0.00018853084240559367,0.4710190507673448,0.0,0.0,0.0,0.0,3.138856141797958,2.157527446746826,0.0598822720348835,0.18648041784763336,0.47512581944465637,5.172101020812988,5.703433635062538e-05,0.00020901097741443664,0.4605046808719635,0.0,0.0,0.0,0.0
42,adam,0.022861989154931036,0.29227103533283355,1.099632336247352,8.323342446357973,4.3784227830568145e-05,0.00019211220769061436,0.4431432581716968,0.0,0.0,0.0,0.0,3.110796936096684,2.135685682296753,0.05711939558386803,0.1874321699142456,0.4786132872104645,5.152961730957031,5.624206460197456e-05,0.00022403738694265485,0.4336703419685364,0.0,0.0,0.0,0.0
43,adam,0.02276331252388416,0.29086546215318865,1.085712061774346,8.22945111797702,4.350855904762753e-05,0.0001979744969679403,0.4175914516372065,0.0,0.0,0.0,0.0,3.079554165563276,2.1417312622070312,0.05789037421345711,0.18806089460849762,0.4769783616065979,5.150943279266357,5.6449523981427774e-05,0.00023249899095389992,0.4087107479572296,0.0,0.0,0.0,0.0
44,adam,0.022744970876843698,0.28880552034224233,1.073138419658907,8.176561140245006,4.3228777588322575e-05,0.00020628172064936088,0.3933047575335349,0.0,0.0,0.0,0.0,3.05572509765625,2.1545989513397217,0.05913093686103821,0.18911927938461304,0.47803130745887756,5.147599220275879,5.643625627271831e-05,0.0002422457473585382,0.3853762149810791,0.0,0.0,0.0,0.0
45,adam,0.022644479368482868,0.2859213549283243,1.0588764509847086,8.078484581362817,4.306322760737291e-05,0.00020873055168082037,0.371208127467863,0.0,0.0,0.0,0.0,3.020550074115876,2.1638259887695312,0.059852663427591324,0.19000257551670074,0.48067155480384827,5.14258337020874,5.657803194480948e-05,0.00025191321037709713,0.36356648802757263,0.0,0.0,0.0,0.0
46,adam,0.02254371699546614,0.2841780599086515,1.0455678124581613,8.008714060629568,4.320086279016499e-05,0.00021863784763075773,0.35047008625922665,0.0,0.0,0.0,0.0,2.993266490197951,2.158198356628418,0.05865347757935524,0.1909099519252777,0.48356619477272034,5.14389705657959,5.680074173142202e-05,0.00026295569841749966,0.3433799743652344,0.0,0.0,0.0,0.0
47,adam,0.022444964837162726,0.2827405665189989,1.0334185938681326,7.964309092490904,4.341672566595427e-05,0.0002241349448600123,0.3310451805591583,0.0,0.0,0.0,0.0,2.9718716452198644,2.168642282485962,0.058941248804330826,0.19234314560890198,0.4893247187137604,5.145607948303223,5.7052719057537615e-05,0.0002753564913291484,0.32425162196159363,0.0,0.0,0.0,0.0
48,adam,0.02224490731473892,0.28017553494822595,1.0205426677580802,7.881844535950692,4.328688432466269e-05,0.0002346407939424558,0.3119648723833023,0.0,0.0,0.0,0.0,2.940298634190713,2.1989879608154297,0.06186848133802414,0.1925860345363617,0.4984439015388489,5.13071870803833,5.718030661228113e-05,0.000283207802567631,0.30601590871810913,0.0,0.0,0.0,0.0
49,adam,0.022094152867794037,0.27820849370571876,1.008914368767892,7.832348961983958,4.289539461869056e-05,0.00023830419870078442,0.2944196491472183,0.0,0.0,0.0,0.0,2.916894705064835,2.191772937774658,0.0602799654006958,0.19341720640659332,0.5033894777297974,5.132533073425293,5.760086060035974e-05,0.0002947394677903503,0.28888803720474243,0.0,0.0,0.0,0.0
50,adam,0.02192462421953678,0.2738192831316302,0.9932374454313709,7.745938408759333,4.307434268881597e-05,0.00024401715293812055,0.2781977067070623,0.0,0.0,0.0,0.0,2.8789735917122132,2.1999289989471436,0.05994625762104988,0.1946844905614853,0.5086692571640015,5.155948638916016,5.8024957979796454e-05,0.00030960122239775956,0.27291640639305115,0.0,0.0,0.0,0.0
51,adam,0.02190224135354642,0.2732769255676577,0.9793788713793601,7.700520638496645,4.2960458109343065e-05,0.0002569874688502281,0.2624626188508926,0.0,0.0,0.0,0.0,2.8583451701748754,2.227966070175171,0.06263417750597,0.19478990137577057,0.5159224271774292,5.149872303009033,5.857226642547175e-05,0.0003180640051141381,0.25764593482017517,0.0,0.0,0.0,0.0
52,adam,0.021800542851128885,0.2684335381753983,0.9736218606272051,7.6596263916261735,4.306133797076801e-05,0.00026083699964557684,0.24800930869194768,0.0,0.0,0.0,0.0,2.836103170148788,2.2222490310668945,0.06075333431363106,0.19591067731380463,0.5211738348007202,5.170773506164551,5.844547558808699e-05,0.0003364421718288213,0.2436407208442688,0.0,0.0,0.0,0.0
53,adam,0.021627285127197544,0.2685975961146816,0.964688201104441,7.607147124505812,4.253768870952509e-05,0.0002728920906872278,0.23433911031292332,0.0,0.0,0.0,0.0,2.8185055102071455,2.2484941482543945,0.06327056884765625,0.19611679017543793,0.5306599736213684,5.1501994132995605,5.9021425840910524e-05,0.0003454586840234697,0.23029442131519318,0.0,0.0,0.0,0.0
54,adam,0.021557949903991916,0.26477406822866006,0.9564315734371063,7.553793184218868,4.2751533211201366e-05,0.0002870703099160305,0.22149726652329968,0.0,0.0,0.0,0.0,2.794384141122141,2.250375509262085,0.062462642788887024,0.19739748537540436,0.5363645553588867,5.157726764678955,5.9514757595025e-05,0.0003670504374895245,0.21783435344696045,0.0,0.0,0.0,0.0
55,adam,0.02130764109953757,0.2620091664214288,0.9497060179710388,7.51231413502847,4.1967152473291446e-05,0.0002948588479475509,0.20984760455546841,0.0,0.0,0.0,0.0,2.7739737879845405,2.2622573375701904,0.06252547353506088,0.19884496927261353,0.5442591905593872,5.168192386627197,5.9917230828432366e-05,0.0003854045062325895,0.2061479687690735,0.0,0.0,0.0,0.0
56,adam,0.02120071847832972,0.2585767762314889,0.9457993949613264,7.455337401359312,4.22484764356106e-05,0.0003123169993951676,0.19799680094565114,0.0,0.0,0.0,0.0,2.7533818214170394,2.281479597091675,0.0639408752322197,0.1989094316959381,0.5493065118789673,5.184920787811279,6.052946628187783e-05,0.00039633031701669097,0.19518056511878967,0.0,0.0,0.0,0.0
57,adam,0.0211484884062121,0.25661276953835643,0.9376750896053929,7.3968966237960325,4.191052381253441e-05,0.0003201423190353859,0.18796469559592585,0.0,0.0,0.0,0.0,2.732276908812984,2.2804174423217773,0.0633460208773613,0.19886958599090576,0.5567026138305664,5.171832084655762,6.0625981859629974e-05,0.0004194247303530574,0.1847740113735199,0.0,0.0,0.0,0.0
58,adam,0.02089244511819655,0.2535728475739879,0.9260574713830025,7.353075750412479,4.187156645780159e-05,0.00033646824041141135,0.17772824052841432,0.0,0.0,0.0,0.0,2.7068772392888225,2.3013999462127686,0.0647955909371376,0.1995553970336914,0.5628898739814758,5.183919429779053,6.157212919788435e-05,0.00043617881601676345,0.1750085949897766,0.0,0.0,0.0,0.0
59,adam,0.02074214287342564,0.25081740175524064,0.9269027575369804,7.276531604028517,4.1329258942090335e-05,0.00035381483875455397,0.16850338011018692,0.0,0.0,0.0,0.0,2.687844891701975,2.3052659034729004,0.06503268331289291,0.20018459856510162,0.568593442440033,5.159201622009277,6.144286453491077e-05,0.0004631330375559628,0.16574765741825104,0.0,0.0,0.0,0.0
60,adam,0.020646020109134335,0.2480943097222236,0.9186703716554949,7.251582099545386,4.068015785437197e-05,0.00037096993858745745,0.15938280763164644,0.0,0.0,0.0,0.0,2.67035670434275,2.30745267868042,0.06492793560028076,0.20015762746334076,0.5738931894302368,5.1510844230651855,6.16510005784221e-05,0.00048308592522516847,0.15715113282203674,0.0,0.0,0.0,0.0
61,adam,0.02048929474286495,0.24529409360501073,0.9155502511608985,7.198173430658156,4.041375911084845e-05,0.00038762248568086614,0.15112369868063158,0.0,0.0,0.0,0.0,2.6517819589184177,2.3175156116485596,0.06556176394224167,0.19941164553165436,0.5789119601249695,5.16272497177124,6.179548654472455e-05,0.0005050891195423901,0.14901679754257202,0.0,0.0,0.0,0.0
62,adam,0.020362070010554408,0.24282867821954912,0.9115075815108514,7.1512551922951975,3.997067066055963e-05,0.00041166538909648455,0.1433084145669014,0.0,0.0,0.0,0.0,2.634410389008061,2.319915533065796,0.0658547505736351,0.19952701032161713,0.5838755965232849,5.136085510253906,6.186253449413925e-05,0.0005349853308871388,0.14129306375980377,0.0,0.0,0.0,0.0
63,adam,0.02019581174658191,0.2393174902085335,0.9067994683019577,7.067860280313799,3.993319501938869e-05,0.00042972888801276926,0.13589431393531062,0.0,0.0,0.0,0.0,2.607989434273012,2.3203587532043457,0.06529491394758224,0.19967633485794067,0.5885996222496033,5.141249656677246,6.200502684805542e-05,0.0005636212299577892,0.13400782644748688,0.0,0.0,0.0,0.0
64,adam,0.019894867714854977,0.2362734910941893,0.9012268897025816,7.025872584312193,3.9532877699164074e-05,0.0004550753782818755,0.12862111147372954,0.0,0.0,0.0,0.0,2.587549078849054,2.3181495666503906,0.06621837615966797,0.19664230942726135,0.5912726521492004,5.104463577270508,6.199334166012704e-05,0.0005809538415633142,0.12713377177715302,0.0,0.0,0.0,0.0
65,adam,0.019675013519102526,0.2323614421390718,0.9006453906336138,6.95730124750445,3.9110834956274276e-05,0.00047525420743641596,0.12195332108005401,0.0,0.0,0.0,0.0,2.5657886843527518,2.3218889236450195,0.06709666550159454,0.19511687755584717,0.5947120189666748,5.083376407623291,6.218818452907726e-05,0.0006084299529902637,0.12058404833078384,0.0,0.0,0.0,0.0
66,adam,0.019670045243636254,0.23219322485308494,0.8971077876706277,6.924869060516357,3.9019347534650154e-05,0.0005000030674460915,0.11571410682893568,0.0,0.0,0.0,0.0,2.5569485618222143,2.3195948600769043,0.0670100674033165,0.19498996436595917,0.5974112153053284,5.06163215637207,6.269350706133991e-05,0.0006386963068507612,0.11445191502571106,0.0,0.0,0.0,0.0
67,adam,0.019579755082245794,0.22782152362408176,0.8896676263501567,6.864978713373984,3.8716476880043985e-05,0.00052470545802686,0.10985653535012276,0.0,0.0,0.0,0.0,2.5310683481154905,2.328423500061035,0.0692715048789978,0.1918662190437317,0.5992929935455322,5.028237819671631,6.285629933699965e-05,0.0006588919786736369,0.10866769403219223,0.0,0.0,0.0,0.0
68,adam,0.01948348162395339,0.2252955715502462,0.894484079653217,6.816347983575636,3.8260886808969983e-05,0.0005483255053179398,0.10427627400044472,0.0,0.0,0.0,0.0,2.521013290651383,2.307239294052124,0.06621907651424408,0.19307558238506317,0.6032067537307739,5.0220746994018555,6.21858416707255e-05,0.0007039830088615417,0.10322227329015732,0.0,0.0,0.0,0.0
69,adam,0.019267670389625333,0.2214785482614271,0.8855602606650321,6.751315070736792,3.810701462263692e-05,0.0005716915381321262,0.09899408466392948,0.0,0.0,0.0,0.0,2.493088491501347,2.317629337310791,0.06784724444150925,0.18990319967269897,0.6077478528022766,5.017218112945557,6.204721285030246e-05,0.0007300491561181843,0.09812647104263306,0.0,0.0,0.0,0.0
70,adam,0.019058389829531792,0.21796880037553848,0.882937285207933,6.713335191049883,3.772820655872384e-05,0.000602537035686715,0.0939688322044188,0.0,0.0,0.0,0.0,2.4756590935491745,2.3022897243499756,0.06663382053375244,0.18854285776615143,0.6099419593811035,4.992258548736572,6.18127451161854e-05,0.000765874981880188,0.09330885857343674,0.0,0.0,0.0,0.0
71,adam,0.01885331380030801,0.21645260097519045,0.8823882245248363,6.652179287325952,3.772952280292708e-05,0.0006294406973005783,0.08951916978243858,0.0,0.0,0.0,0.0,2.460143958368609,2.2944931983947754,0.06730228662490845,0.1846904456615448,0.6113226413726807,4.951426982879639,6.156227755127475e-05,0.0007943795644678175,0.08876796066761017,0.0,0.0,0.0,0.0
72,adam,0.0187432945014969,0.2132127179253486,0.8792996175827519,6.585464754412251,3.72891332634965e-05,0.0006626618128540295,0.08509750760370685,0.0,0.0,0.0,0.0,2.438848603156305,2.2833495140075684,0.06662637740373611,0.18420235812664032,0.6121388673782349,4.921026706695557,6.133883289294317e-05,0.0008358446648344398,0.08446609228849411,0.0,0.0,0.0,0.0
