epoch,data_loss,physics_loss,total_loss
76,0.01660656463354826,2.1927822092860176e-07,0.016628492503396926
77,0.016522416965134682,2.1431161522125496e-07,0.01654384795936846
78,0.01651152722056835,2.0983275538627265e-07,0.01653251057911304
79,0.01655558640918424,2.056322078062529e-07,0.01657614968116245
80,0.016550684347748756,2.0241000697751588e-07,0.016570925322030822
81,0.016430131910789396,1.9709482275644523e-07,0.016449841310180003
82,0.01647884554920658,1.948683045464995e-07,0.01649833233245919
83,0.01641090962314798,1.9157536941762492e-07,0.01643006707872114
84,0.016408927077727932,1.8877747720580373e-07,0.01642780474597408
85,0.016377639956772327,1.8679585144626242e-07,0.016396319673907374
86,0.01635071881596119,1.8582373042458893e-07,0.016369301315036514
87,0.01631821604866174,1.8379345357472277e-07,0.016336595309117147
88,0.016363482231334332,1.821881069520626e-07,0.01638170100388027
89,0.016266264562164585,1.8147016081941054e-07,0.01628441159282961
90,0.0162328228714966,1.8246875803866246e-07,0.016251069794018424
91,0.016210459142683015,1.799836421549762e-07,0.016228457582333395
92,0.01615977037938372,1.762327177666814e-07,0.016177393616207184
93,0.01615573919468349,1.7570088432201431e-07,0.016173309195906885
94,0.01616360721809249,1.7524223952961854e-07,0.016181131464339072
95,0.01612838799314153,1.7496722556819394e-07,0.016145884780393492
96,0.016101869424023935,1.7195882063084178e-07,0.016119065273913644
97,0.01607373528062336,1.719300638202889e-07,0.016090928246417353
98,0.016055561722286286,1.7289964247421237e-07,0.01607285187609734
99,0.01603899027911886,1.709495373072587e-07,0.016056085155615882
100,0.01601462664022561,1.6919942791651743e-07,0.016031546578291925
101,0.01597372824025731,1.6800729490055787e-07,0.015990529059162064
102,0.016009700574701833,1.6918918189026777e-07,0.016026619521360242
103,0.01594590194403164,1.6742265025245174e-07,0.015962644029528864
104,0.01589527053217734,1.6579890974122874e-07,0.01591185044737593
105,0.015925857358642163,1.6712796296712529e-07,0.015942570092456955
106,0.015860603881939765,1.666795871217126e-07,0.01587727185218565
107,0.01584195838339867,1.6900262683212796e-07,0.015858858673562928
108,0.0158436399614138,1.6845964795163215e-07,0.0158604858443141
109,0.015820216687936938,1.6611519523364898e-07,0.015836828147932407
110,0.01576774426165127,1.6899521472535732e-07,0.01578464371062094
111,0.015776598796008096,1.6442662159431254e-07,0.015793041386190924
112,0.015779344965853998,1.626913891347994e-07,0.01579561408969664
113,0.01571117089160027,1.6213853187661786e-07,0.015727384706899043
114,0.015657809623066458,1.6562134144424495e-07,0.01567437172296547
115,0.015655898308802034,1.655237160812542e-07,0.015672450795048667
116,0.01566852548069531,1.6616030323700304e-07,0.015685141447090333
117,0.015629683440971757,1.6256996700796605e-07,0.015645940607834245
118,0.01566639843006288,1.6923510357965794e-07,0.01568332185307818
119,0.015569825145986772,1.6242425898883906e-07,0.01558606768207204
120,0.015600931380064256,1.6270110615052192e-07,0.015617201315058817
121,0.015534547698353567,1.6267432373194512e-07,0.015550815109764375
122,0.015565708159439025,1.629348229097295e-07,0.015582001557753931
123,0.01552717135317864,1.6586930756499984e-07,0.015543758208232542
124,0.015490673212034086,1.6498787425872808e-07,0.0155071719219127
125,0.015527423951895006,1.631809301590047e-07,0.015543742075322135
126,0.015516783170882733,1.6566314748674372e-07,0.015533349446712
127,0.01542570072436525,1.6554371808847317e-07,0.01544225522347035
128,0.015398628529041045,1.7167981846180357e-07,0.015415796619509496
129,0.015389608850161876,1.6780119304096462e-07,0.015406388909586014
130,0.015396703184852678,1.6979594412928677e-07,0.015413682727563766
131,0.015375510398899355,1.7686828357454942e-07,0.015393197266084532
132,0.015332102234805784,1.6951450731994555e-07,0.01534905371766898
133,0.015291630771131284,1.6584423686679422e-07,0.015308215192729426
134,0.015277039079416183,1.683130304378034e-07,0.01529387039162459
135,0.01529554938597064,1.6803164130358767e-07,0.015312352548203161
136,0.015277180940874161,1.697683443573565e-07,0.015294157749702853
137,0.015275109318956252,1.7658645069493485e-07,0.015292767976080217
138,0.015292008227157977,1.7101074941790778e-07,0.015309109382571713
139,0.015203369901545586,1.7211493741342565e-07,0.01522058140366308
140,0.015153534349895293,1.776625653761702e-07,0.015171300619840622
141,0.015234412385090705,1.742482241649756e-07,0.015251837280248442
142,0.015148738068678686,1.7210655346755836e-07,0.015165948639473608
143,0.015142221935093403,1.7441267905195995e-07,0.015159663293630846
144,0.015062352552288962,1.7331780191676854e-07,0.015079684345231902
145,0.015040795499038312,1.7498955082095152e-07,0.015058294479404726
146,0.015057853423058987,1.7344832311635166e-07,0.015075198284560633
147,0.015044396382666404,1.7458748723422633e-07,0.015061855135906127
148,0.01506668308209027,1.7879772982606452e-07,0.015084562943347039
149,0.015066304634655676,1.7716768382108e-07,0.015084021394291231
150,0.015019527366084437,1.8182672537506967e-07,0.015037710117476602
151,0.015006938017904758,1.7866778485371938e-07,0.015024804750517491
152,0.014914496321110957,1.7936709688852247e-07,0.014932432932959448
153,0.014912214700973803,1.786220364450738e-07,0.01493007683705899
154,0.014906859175572473,1.8092858193731153e-07,0.014924951949186863
155,0.014955298103872807,1.8133925546833545e-07,0.0149734320058938
156,0.014824943827284921,1.861633762700876e-07,0.014843560304612882
157,0.014838252847473468,1.8306949212479418e-07,0.014856559765194692
158,0.014781760532529123,1.8987575531941876e-07,0.014800748247052393
159,0.014766092862813704,1.8697144305919678e-07,0.014784790034736357
160,0.01478546296036051,1.92139803479838e-07,0.014804677106440067
161,0.014784615066262984,1.9454544172041948e-07,0.014804069553652117
162,0.014851611227758469,1.9319924011861368e-07,0.014870931063928911
163,0.014746597186932641,1.918047743284631e-07,0.01476577771527152
164,0.014746898995532144,2.0531866088306067e-07,0.01476743087292679
165,0.014825982762680899,1.9648366340392854e-07,0.014845631115378873
166,0.014724867027853765,2.060511052964249e-07,0.014745472029091851
167,0.014642260878557158,2.0074361235665784e-07,0.014662335236226358
168,0.014645241711649203,1.9963042155547056e-07,0.01466520473120674
169,0.01467416348356393,2.0382118198232357e-07,0.014694545538194718
170,0.014639911902767996,2.0607495340271037e-07,0.014660519367504505
171,0.014584433287382126,2.081702054892371e-07,0.014605250329740586
172,0.014615953809791995,2.0785244802731717e-07,0.0146367390369696
173,0.014566958551445314,2.0994154039594686e-07,0.014587952665263606
174,0.014567707755392598,2.178698463790023e-07,0.014589494725148524
175,0.014495346214502089,2.1904601235365267e-07,0.01451725089141438
176,0.014450772425099727,2.207246063056617e-07,0.014472844950374096
177,0.014502011539955293,2.2006188492967692e-07,0.014524017791113546
178,0.014502016016312184,2.2765102915312334e-07,0.014524781115112765
179,0.0144164610894457,2.2744900580883333e-07,0.01443920602961894
180,0.014368671353065198,2.329484695176307e-07,0.014391966254240083
181,0.014385248834808026,2.3229740516824443e-07,0.014408478513360023
182,0.01440883983647631,2.3083674154951305e-07,0.014431923447597412
183,0.014362416350312771,2.332558493882912e-07,0.014385741895004626
184,0.014336867137782035,2.3853318322703523e-07,0.014360720471989724
185,0.014317594228252288,2.4037846958802424e-07,0.014341632144585732
186,0.014407243038858137,2.4986893861516304e-07,0.014432229912809787
187,0.01438656220993688,2.532533765207195e-07,0.014411887604623072
188,0.014336579659533116,2.512893960585878e-07,0.014361708545156063
189,0.014319676425187819,2.548521430592319e-07,0.014345161616802216
190,0.01425587791468828,2.522694760757311e-07,0.014281104889608199
191,0.01421940978616476,2.6128054054380857e-07,0.014245537860739616
192,0.014316642747050332,2.6332397572831167e-07,0.014342975111738328
193,0.01421448053611863,2.640532745002225e-07,0.014240885874436747
194,0.01417983212177792,2.679243663344037e-07,0.014206624499732447
195,0.014132239074716646,2.714114235723466e-07,0.014159380247996699
196,0.01411278888342842,2.746331760715381e-07,0.014140252174148637
197,0.014113944444444871,2.794672618913483e-07,0.014141891091581314
198,0.014107912178001097,2.808061068545583e-07,0.014135992785374965
199,0.014104636566292855,2.924380732983698e-07,0.014133880275391763
200,0.014055634217877542,2.9475138086537856e-07,0.01408510934561491
201,0.014091547758829209,3.1510500955465107e-07,0.014123058246989404
202,0.014052008098411945,3.006561523615082e-07,0.01408207368466162
203,0.014029857191827989,3.121867605716855e-07,0.01406107584555303
204,0.013983644004310332,3.0243354705171734e-07,0.014013887322958439
205,0.013940106746890852,3.1282756605921146e-07,0.013971389541702886
206,0.013987278024996481,3.1512521830688544e-07,0.01401879058610047
207,0.013895238419213602,3.2247741394771324e-07,0.013927486184383593
208,0.013908947848023908,3.298065045724328e-07,0.013941928443889464
209,0.013884298413270903,3.3441969732496457e-07,0.013917740344280196
210,0.013847035145567309,3.5361475078565077e-07,0.013882396712658866
211,0.013880500840323587,3.5037316039169155e-07,0.013915538186988523
212,0.013937679089365466,3.5025330604302353e-07,0.013972704449007589
213,0.013836686319160846,3.589671399411952e-07,0.013872583036220843
214,0.013901915341134994,3.593764574816305e-07,0.013937852976302947
215,0.013820528833856505,3.6254200605042333e-07,0.0138567830586145
216,0.013762637251807798,3.6462750765695675e-07,0.013799100032737177
217,0.013757089393273476,3.7106401999799053e-07,0.013794195808229907
218,0.013803899618646791,3.804183728745204e-07,0.013841941502065427
219,0.013790021860791792,3.8633545005400414e-07,0.013828655434471945
220,0.013760636170064249,3.888900033827315e-07,0.013799525196513823
221,0.01369387049588465,3.993016521015365e-07,0.013733800710929979
222,0.013835069573213976,3.9874502300746473e-07,0.013874944119203475
223,0.013657760656168383,4.04360690708927e-07,0.013698196699542383
224,0.01365014186669742,4.0833576749279134e-07,0.013690975434597462
225,0.013587671962957229,4.0929734726916886e-07,0.013628601697423765
226,0.013594031273838013,4.186512243112731e-07,0.013635896326553437
227,0.013601956618649344,4.385663225269626e-07,0.013645813319711916
228,0.013587467702886751,4.3456132410087335e-07,0.013630923905199575
229,0.013567129630715616,4.353915075640661e-07,0.013610668750780245
230,0.013662526864678629,4.400039301799552e-07,0.013706527229759001
231,0.013643138441106966,4.457346993868052e-07,0.013687711869997362
232,0.013490604386935312,4.5061199033068166e-07,0.013535665648598824
233,0.01347803345490848,4.564297290515594e-07,0.013523676432669163
234,0.01346989874277384,4.593982464117993e-07,0.013515838572094518
235,0.013524152548803438,4.680692405423953e-07,0.013570959529569071
236,0.013474948313688078,4.761631355303243e-07,0.013522564613771054
237,0.013400817680503092,4.915486127379887e-07,0.013449972555521996
238,0.013438101887943284,4.873440783255994e-07,0.013486836375969072
239,0.013375807132932448,4.98246645146273e-07,0.013425631809138482
240,0.01340009659648903,4.999731567251377e-07,0.013450094018011324
241,0.013353143337993853,5.14955813045045e-07,0.01340463889702674
242,0.013341804665903892,5.078255927885273e-07,0.013392587312527241
243,0.013376258914509127,5.136597170833064e-07,0.013427624869490824
244,0.013375713069352412,5.132276117497132e-07,0.013427035913111703
245,0.013340286309680632,5.285136514812034e-07,0.013393137724168839
246,0.013305158684811285,5.351668472676172e-07,0.013358675394087069
247,0.013380007638085273,5.319170805896354e-07,0.013433199375867844
248,0.013443140222901297,5.534772621866713e-07,0.01349848794240144
249,0.0132149234113674,5.359855987858135e-07,0.013268521956859096
250,0.013198201544582844,5.441716910486467e-07,0.013252618692574962
251,0.01323362860468126,5.498930297489419e-07,0.013288617945246158
252,0.013157733986454626,5.553933071437754e-07,0.013213273318063828
253,0.013139179637355189,5.637012551937181e-07,0.013195549738743612
254,0.013197951709791537,5.590909046121293e-07,0.013253860806505527
255,0.013193255380517053,5.700353650325034e-07,0.01325025890142687
256,0.013198038743388268,5.796989057671453e-07,0.0132560086767039
257,0.013105639887432899,5.773223163472604e-07,0.013163372183278683
258,0.013122154640093926,5.797818999091701e-07,0.013180132835142074
259,0.01307996007944307,5.883835936607107e-07,0.013138798425995534
260,0.013102106780054109,5.9319553851046e-07,0.013161426410079002
261,0.013076716913811622,5.921748195745633e-07,0.01313593442882261
262,0.013078131202247835,6.080512827294672e-07,0.013138936381907232
263,0.013079311127864545,5.994804301999759e-07,0.01313925904011534
264,0.013018939794311601,6.073785656216417e-07,0.013079677618318988
265,0.01296332256207543,5.990868005263168e-07,0.013023231268650102
266,0.012963415994759529,6.044512954964199e-07,0.013023861113094514
267,0.012964696563299625,6.299395782926078e-07,0.01302769044113736
268,0.012931196109181451,6.146991590720708e-07,0.012992666102945805
269,0.01293912541962439,6.145918772040937e-07,0.01300058456798715
270,0.012930286327196706,6.228342554535513e-07,0.012992569696038
271,0.012909078489868872,6.208794359501495e-07,0.012971166461225479
272,0.01289986596713143,6.366403666898775e-07,0.012963529976625596
273,0.012843512208952058,6.196629501133546e-07,0.012905478447435363
274,0.012838448938583174,6.231529627506637e-07,0.012900764242775978
275,0.012867901233896133,6.259596358954549e-07,0.01293049722669586
276,0.012904381589783777,6.452203856790748e-07,0.012968903617753137
277,0.012933412236311743,6.411653448741427e-07,0.012997528778449181
278,0.012783648025604987,6.253350202387669e-07,0.012846181439536234
279,0.012764364601142945,6.249640004933744e-07,0.012826861002512516
280,0.012785290007389361,6.282836625726509e-07,0.012848118350150125
281,0.012829535490562838,6.446418241936161e-07,0.01289399959627659
282,0.012708654627203941,6.287691447933837e-07,0.012771531548951902
283,0.012742973323310576,6.433572601112716e-07,0.012807309056722348
284,0.012701532713347865,6.241913251503115e-07,0.012763951905071735
285,0.01269964963918732,6.297958973831438e-07,0.012762629156631808
286,0.012632365098163005,6.27248269783224e-07,0.012695089973989994
287,0.01266727779781626,6.279268646839257e-07,0.012730070509977879
288,0.012625942126877846,6.296071634800859e-07,0.01268890283761486
289,0.012667019821463092,6.312697106266334e-07,0.012730146758258343
290,0.012611870774097981,6.241892356962537e-07,0.01267428972548054
291,0.012573331684595155,6.226464319620244e-07,0.01263559621668631
292,0.012549913217944483,6.219613275730338e-07,0.012612109312847737
293,0.012532000580141622,6.278888291020732e-07,0.01259478947688495
294,0.01258263036969208,6.236514841182197e-07,0.01264499545457863
295,0.012503627146924696,6.173032239354554e-07,0.012565357520455313
296,0.012550893449975599,6.222005833566777e-07,0.012613113518924482
297,0.012572554300629323,6.13994720586033e-07,0.012633953754219317
298,0.012464212073433784,6.079765162139079e-07,0.012525009622256602
299,0.01244556771651391,6.04587646355339e-07,0.012506026534303542
300,0.012465309592023972,6.08388296357941e-07,0.012526148449509375
301,0.012334396401720663,5.987214403684183e-07,0.01239426851633095
302,0.01234203171465666,5.974851656872253e-07,0.01240178017366317
303,0.012444453313946724,5.937614239135127e-07,0.012503829484264697
304,0.012334162940181071,5.90014130627805e-07,0.012393164388354748
305,0.012263983938722842,5.746519803089482e-07,0.012321449155288359
306,0.012253101464481123,5.706497250362337e-07,0.012310166422638201
307,0.012148623054306354,5.744984535692399e-07,0.01220607291907072
308,0.012203638261604694,5.733248625097809e-07,0.01226097068959667
309,0.01227769535034895,5.6673554038958e-07,0.012334368942726043
310,0.012100216842466784,5.57140879209328e-07,0.01215593096229338
311,0.01213140644493603,5.582016865079617e-07,0.01218722658532281
312,0.012026851035414203,5.582125445177934e-07,0.012082672347464869
313,0.012048850887485089,5.663399331150421e-07,0.01210548488363143
314,0.011948006047356513,5.596189249635861e-07,0.012003968049201274
315,0.011962425204054002,5.604610482952276e-07,0.012018471265271786
316,0.011977051204491046,5.729842475756736e-07,0.01203434965423038
317,0.011895542063059346,5.720131511107836e-07,0.011952743384866946
318,0.011880711742466497,5.747734895345686e-07,0.011938189096268146
319,0.011849538062609011,5.783281964003466e-07,0.01190737097133552
320,0.011784438284174088,5.83314327822072e-07,0.011842769690819325
321,0.011706987215626624,5.866488920453834e-07,0.011765652155924228
322,0.01164044845368593,5.934055996975427e-07,0.011699788963362094
323,0.011622208981744705,5.993838954054809e-07,0.011682147430556436
324,0.011617106475657033,6.018804033520874e-07,0.011677294488876097
325,0.011593007692886938,6.115618736012332e-07,0.011654163921071638
326,0.011529320820925696,6.127323364389961e-07,0.011590594035242834
327,0.01151797788277749,6.192972470612843e-07,0.011579907619424405
328,0.011594683442625308,6.440347951572602e-07,0.011659086982329045
329,0.011518621066164586,6.680519977782106e-07,0.011585426246446947
330,0.01144532201391074,6.3867582316708e-07,0.011509189622536782
331,0.011349439771184999,6.436902763638383e-07,0.011413808791868148
332,0.011325445266500596,6.518901339023291e-07,0.011390634331732027
333,0.011297328848271601,6.54158468698311e-07,0.011362744705571283
334,0.011287931172597793,6.721453803859936e-07,0.01135514568417303
335,0.011334273273185376,6.821872617482798e-07,0.011402492050922686
336,0.011267372226763156,6.799159875974452e-07,0.011335363881962915
337,0.011172261179214524,6.877561033082114e-07,0.011241036767680799
338,0.011181763433400662,7.044196030209047e-07,0.011252205398294234
339,0.011179015791464237,7.027794576823643e-07,0.01124929363328603
340,0.011056255939747057,6.979702238969631e-07,0.011126052918693712
341,0.011050932409782563,7.244595266339245e-07,0.011123378340515399
342,0.01106579911204115,7.480287205996114e-07,0.011140601979869028
343,0.011025274893449198,7.438164288942062e-07,0.011099656533089376
344,0.011041529416557281,7.477459961034671e-07,0.011116304074323947
345,0.010929759021007245,7.423709447603839e-07,0.011003996095349711
346,0.010922031477093697,7.538674272074141e-07,0.010997418254133194
347,0.010995172895491123,7.606622694589944e-07,0.011071239147455461
348,0.010980667366135505,7.712883654764277e-07,0.011057796136986825
349,0.010859927282698693,7.749473195050791e-07,0.010937421943151181
350,0.011006590880213244,8.024588356097557e-07,0.011086836727636476
351,0.011018498590396296,8.047221681848779e-07,0.01109897083933315
352,0.010837873834515772,7.876989944898307e-07,0.010916643745956882
353,0.010792539665295232,7.950791442571274e-07,0.010872047574770066
354,0.010776515449247053,7.869675993876421e-07,0.010855212236844724
355,0.010814670353166519,8.099286311159132e-07,0.01089566327150791
356,0.010902829227908965,8.145296401233926e-07,0.010984282189559552
357,0.010695245988186329,8.055501090835136e-07,0.010775801004661668
358,0.010806895582185637,8.072864554906705e-07,0.010887624245257146
359,0.010722425916502553,8.119915833049163e-07,0.010803625077730226
360,0.010611145817224056,8.059326946309855e-07,0.010691739017924955
361,0.010597878225868749,8.166687844975733e-07,0.010679545151370188
362,0.010660931287753967,8.200749063337665e-07,0.010742938776891078
363,0.010552235758833347,8.132007271723846e-07,0.0106335558417824
364,0.010567479586649326,8.122357954679531e-07,0.01064870314251992
365,0.01048203086059901,8.13192545387386e-07,0.010563350042268153
366,0.010518991778935156,8.157501416726811e-07,0.010600566743843017
367,0.010699470617598104,8.115350921446318e-07,0.010780624174062283
368,0.010510728484199892,8.116051672444766e-07,0.010591888980519387
369,0.010465808393013093,7.97355514145414e-07,0.01054554384562277
370,0.010429398306915838,8.004189581814928e-07,0.010509440164652563
371,0.010443580066484789,8.040431717129268e-07,0.01052398435891636
372,0.01041833398443076,7.91499323602165e-07,0.010497483965610304
373,0.010442549843461282,7.830834445690749e-07,0.010520858149374685
374,0.010328909322138756,7.887782914856929e-07,0.010407787236955858
375,0.010361448320890627,7.851157966621442e-07,0.010439959865423941
376,0.010430520730874231,7.885132196215929e-07,0.010509372057933961
377,0.010336835808571308,7.880536020732712e-07,0.010415641110270255
378,0.010253343070226332,7.849705763962242e-07,0.010331840089131747
379,0.010359781163354074,8.000373316375067e-07,0.01043978483686524
380,0.01039373114584915,7.903421547897808e-07,0.010472765342602807
381,0.010186990362501914,7.920642078275822e-07,0.010266196853931873
382,0.010250703461708562,7.966342885142254e-07,0.010330366902053356
383,0.010286487338523711,7.985812251189923e-07,0.010366345395243937
384,0.010242914270249105,8.131778486131225e-07,0.01032423200987039
385,0.010182162866957726,7.986048188051369e-07,0.010262023357133712
386,0.010122828155515655,8.14554148805215e-07,0.010204283520579338
387,0.01017660578532565,8.208474322336476e-07,0.010258690634321782
388,0.010092200080473577,8.134856227203977e-07,0.010173548643867816
389,0.010162390047504057,8.19192762484759e-07,0.010244309271295224
390,0.010179659862431788,8.312785828292686e-07,0.010262787702583497
391,0.010296337757139437,8.463650847407999e-07,0.010380974279776696
392,0.010168538038288393,8.359767500751918e-07,0.010252135745700329
393,0.010078942853837244,8.303676945469041e-07,0.01016197966471795
394,0.010074233185620077,8.387703382316929e-07,0.010158110289804397
395,0.010075077985323245,8.470312511030164e-07,0.010159781052460593
396,0.010010238166057294,8.363927705549061e-07,0.010093877512601114
397,0.009956294445381049,8.491968973459969e-07,0.01004121407505966
398,0.009946993852574979,8.495230630497615e-07,0.010031946123607697
399,0.00991526774821743,8.708481356822426e-07,0.010002352567690035
400,0.009955674770378297,8.7140546156661e-07,0.010042815258906733
401,0.009938890144469277,8.591988214521411e-07,0.010024809999571692
402,0.009896154485402568,8.740233797212685e-07,0.009983556795745127
403,0.009864797425125875,8.747775727017377e-07,0.009952275172596978
404,0.009934859590664986,8.821898224977626e-07,0.010023078610820154
405,0.010047923503143171,8.85808058301923e-07,0.010136504387182574
406,0.009977592155337334,8.789784682184907e-07,0.010065490049460241
407,0.009958095818517669,8.869322450957571e-07,0.0100467890621193
408,0.009856415341698354,8.913811411143651e-07,0.009945553457064013
409,0.009827014449382982,8.805292740391686e-07,0.00991506730356524
410,0.009844624076879794,8.892724098029336e-07,0.009933551382874288
411,0.009761384898616422,8.904778661828107e-07,0.009850432615607016
412,0.009788305138147647,8.978433100075504e-07,0.009878089561337424
413,0.009897202764066958,8.996462915708816e-07,0.009987167413196257
414,0.009745184001663038,9.014863607145314e-07,0.009835332692150147
415,0.009686048202697308,9.115482692968433e-07,0.009777202991948973
416,0.009696240747167219,9.043116491621702e-07,0.00978667192882107
417,0.009735970427432367,9.183247401221794e-07,0.009827802889049053
418,0.009724197308382681,9.203451000875277e-07,0.009816231716784739
419,0.009801325959063346,9.185732357118761e-07,0.009893183326048235
420,0.009630460682655535,9.269605371745486e-07,0.009723156780725526
421,0.00962527739184518,9.242432567237213e-07,0.009717701723979365
422,0.009569763896926757,9.354381976693056e-07,0.00966330776892362
423,0.009645539005437204,9.402633934534548e-07,0.009739565362613048
424,0.009584404828567658,9.356298938479497e-07,0.00967796792786929
425,0.009580913210107435,9.56460353556336e-07,0.009676559137240533
426,0.00960352678873366,9.588983714585933e-07,0.009699416647274648
427,0.009672702890971014,9.539633358526185e-07,0.00976809925369678
428,0.009490181932285909,9.515684070955162e-07,0.00958533879489668
429,0.009477687939520805,9.65213306728636e-07,0.009574209219746051
430,0.009517990022657378,9.592844556268134e-07,0.009613918591170542
431,0.009489249317876754,9.71104217598857e-07,0.009586359764779768
432,0.009420103243281764,9.741454431927958e-07,0.009517517842112048
433,0.009444929929750582,9.787987169734298e-07,0.009542809889441537
434,0.009410064907804612,9.80911777552988e-07,0.009508156097464023
435,0.009453289120668364,9.929094502577725e-07,0.009552580064102527
436,0.00948156755898268,9.96267301029401e-07,0.009581194349354314
437,0.009459213443821477,1.0014429823322937e-06,0.00955935774911796
438,0.009471041570988393,9.98787710716809e-07,0.00957092035922312
439,0.009457463098149146,9.966149773830577e-07,0.00955712458779735
440,0.009333591067021894,1.012632304947704e-06,0.00943485429630645
441,0.00928409704037251,1.0169698850492544e-06,0.009385794070699522
442,0.009370256936357867,1.0288179293726692e-06,0.009473138819298437
443,0.00933810482702909,1.0194877367828138e-06,0.009440053614877885
444,0.009350369504142192,1.0204908104213012e-06,0.009452418634487737
