concentration,j_0(c)
0.085926031,1.8648124
0.071048654,1.8668417
0.060858766,1.8677137
0.055140338,1.8676311
0.05943605,1.8669603
0.052146544,1.8677557
0.047038858,1.8675092
0.044866557,1.8677793
0.040929906,1.8673316
0.039813696,1.8670864
0.142714353,1.8544822
0.118839463,1.8602161
0.100255479,1.8643527
0.083069098,1.8668193
0.142714353,1.8580842
0.106392402,1.8631039
0.083629974,1.8662783
0.117339152,1.8616749
0.084005939,1.8656051
0.051186838,1.8575541
0.049878135,1.8568703
0.045736979,1.8570204
0.038518016,1.8584063
0.049367395,1.8568068
0.044572773,1.8571925
0.039075126,1.8586273
0.046147235,1.8574895
0.040973559,1.8590475
0.044213316,1.859556
0.045089931,1.8577061
0.033941618,1.8568578
0.021777741,1.8572729
0.020556879,1.8597627
0.046044341,1.8568562
0.03459588,1.8570783
0.024614825,1.8588306
0.042799027,1.8570788
0.033254164,1.8584126
0.062107197,1.8658838
0.062107197,1.8632069
0.043272648,1.8611722
0.045175706,1.8607411
0.037065682,1.8590233
0.023338567,1.8579412
0.02694625,1.8575785
0.022251595,1.8569722
0.015840899,1.8568634
0.022247985,1.858881
0.02359895,1.8622719
0.028266077,1.8668374
0.034148001,1.872109
0.030246081,1.8607485
0.044227797,1.8650951
0.034148001,1.8704133
0.053418958,1.8631123
0.069103647,1.8682957
0.047701209,1.8582573
0.049828082,1.8610432
0.039921901,1.8644456
0.034526634,1.8593652
0.035383612,1.862339
0.034815799,1.8654568
0.023215958,1.8606166
0.026503166,1.8635561
0.023879945,1.8619117
0.012801384,1.8575122
0.013275033,1.856817
0.014555353,1.857273
0.016681132,1.8590331
0.016082812,1.8574495
0.016213278,1.856806
0.014041773,1.8575523
0.028328952,1.8576822
0.035658002,1.8568115
0.035163167,1.8600763
0.019543766,1.8600502
0.040306216,1.857188
0.02563207,1.8574358
0.016193622,1.8573791
0.034608244,1.8569384
0.018058422,1.8568375
0.023823567,1.8583161
0.136911263,1.844701
0.104447522,1.8526175
0.072432583,1.8591385
0.053831215,1.8638848
0.140638208,1.846783
0.110485474,1.8550045
0.080381705,1.861413
0.142550786,1.8501333
0.115376362,1.858257
0.029355866,1.85973
0.021698106,1.8644109
0.014900884,1.8703437
0.012778473,1.8767365
0.020453386,1.8630775
0.017272177,1.8688498
0.013432775,1.8753045
0.017855338,1.8673137
0.015313452,1.8737409
0.0126,1.8816066
0.0126,1.8771033
0.014247568,1.872612
0.016935096,1.8683072
0.0126,1.8819056
0.012846141,1.8774546
0.014237945,1.8730038
0.012606225,1.8821782
0.012931759,1.8777747
0.0126,1.8824317
0.021976041,1.8631961
0.047189885,1.8586695
0.092767195,1.8524086
0.04610269,1.8583366
0.087130612,1.85169
0.132350382,1.8435292
0.073881001,1.8517768
0.130007824,1.8432875
0.101169923,1.8439091
0.016072831,1.8612952
0.0126,1.8671052
0.0126,1.8738317
0.0126,1.8806014
0.015728386,1.8657176
0.0126,1.8726203
0.0126,1.8797457
0.013502213,1.8710167
0.0126,1.8784482
0.0126,1.8753374
0.0126,1.8701785
0.012665894,1.865418
0.0126,1.8810086
0.0126,1.8758492
0.0126,1.8707639
0.0126,1.8813471
0.0126,1.8762817
0.0126,1.8805254
0.0126,1.8814958
0.0126,1.8821373
0.012606929,1.8764249
0.012651052,1.8772285
0.012685028,1.8776793
0.013071596,1.8723283
0.013550226,1.8729208
0.015455459,1.8683505
0.050704676,1.8658354
0.04215243,1.861392
0.045756462,1.8539463
0.048889341,1.8633244
0.036965459,1.8563151
0.03032044,1.846267
0.046466214,1.8594091
0.037402115,1.8497975
0.055947031,1.8539186
0.0126,1.8768868
0.0126,1.8779453
0.0126,1.8791742
0.0126,1.8725196
0.0126,1.8736777
0.0126,1.8749795
0.0126,1.8683851
0.0126,1.8695629
0.0126,1.8646331
0.031644324,1.8671999
0.049971369,1.8675125
0.082150269,1.8634493
0.073391796,1.867691
0.10675914,1.8660756
0.113526429,1.8583902
0.094534806,1.867532
0.117731635,1.8621736
0.117734082,1.8648894
0.0126,1.8608665
0.0126,1.8645325
0.0126,1.8690686
0.0126,1.8741379
0.0126,1.8653933
0.0126,1.869874
0.0126,1.8748634
0.0126,1.8709085
0.0126,1.8757585
0.0126,1.8584423
0.0126,1.8614968
0.0126,1.8654878
0.0126,1.869736
0.0126,1.8622966
0.0126,1.8668184
0.0126,1.8717791
