concentration,k(c)
0.236083532,-0.00016190857
0.202809332,-0.0002971515
0.225274772,-0.00013267249
0.478695374,-0.0041937158
0.499173316,-0.0042436495
0.516393592,-0.0042498037
0.511496423,-0.0043195635
0.523840673,-0.004349701
0.522616356,-0.0044197887
0.512704368,-0.0044318438
0.521095178,-0.004447967
0.532166886,-0.004358083
0.054459347,-0.0011525825
0.04395875,-0.0008681491
0.070685225,-0.0012257844
0.072413328,-0.0014081821
0.033382649,-0.001062192
0.06399495,-0.0014972016
0.094817243,-0.0011881664
0.118080221,-0.0015743375
0.105186816,-0.0015843883
0.134871438,-0.0020433366
0.147993818,-0.0025077164
0.2178788,-0.0029352605
0.10596516,-0.0020627156
0.129107765,-0.0025184676
0.104507884,-0.002064325
0.191999112,-0.0026342347
0.198360311,-0.0027956963
0.167339845,-0.0023496225
0.21708583,-0.0030019507
0.251658202,-0.0033373758
0.245137688,-0.0031529963
0.461182684,-0.0039973482
0.385112748,-0.003697276
0.30107154,-0.003340654
0.395667716,-0.0038477406
0.311830234,-0.003528364
0.320766816,-0.003673792
0.440039176,-0.004052326
0.455404455,-0.0040365607
0.384630645,-0.0038776472
0.489011276,-0.004203573
0.516932461,-0.0043303147
0.505877199,-0.0041883513
0.483003944,-0.0044585764
0.456342214,-0.0045228302
0.439615383,-0.004560992
0.496073792,-0.004505478
0.482659243,-0.0045538098
0.515854985,-0.0045065433
0.406856124,-0.0044072866
0.42019062,-0.004504107
0.449059411,-0.004444726
0.082806706,-0.0011928752
0.100897629,-0.0011877641
0.124725741,-0.0011997148
0.093078803,-0.0008797571
0.113987005,-0.0008910969
0.099120233,-0.000605382
0.128722732,-0.00068015605
0.095256561,-0.00092761964
0.106077046,-0.00063624233
0.096013548,-0.002042763
0.110248777,-0.0021964535
0.122982505,-0.0023480132
0.106685928,-0.0017402396
0.132324419,-0.0019047782
0.126489235,-0.001468271
0.091022534,-0.0017563328
0.099578145,-0.0014611557
0.085858865,-0.0014712885
0.348953448,-0.004264526
0.312058824,-0.0040789023
0.263813356,-0.0038534552
0.304245048,-0.004241951
0.269095959,-0.00404571
0.258926699,-0.0042051747
0.364674302,-0.0044019446
0.322666914,-0.0043811947
0.384972789,-0.004499845
0.092242939,-0.0024803355
0.080640403,-0.0029107258
0.104979892,-0.0033140257
0.100757996,-0.0026196912
0.099112262,-0.0030344874
0.114079135,-0.0027538463
0.185471775,-0.0035530329
0.132082437,-0.0031726584
0.139307468,-0.0034429803
0.209367599,-0.0039632246
0.204182004,-0.0037706643
0.161842511,-0.0036643967
0.112443313,-0.0012173727
0.101798454,-0.0012004748
0.09028485,-0.001191996
0.129268912,-0.00093610585
0.11414854,-0.0009268001
0.150349131,-0.0006805435
0.409964721,6.698817e-05
0.48051121,4.348904e-05
0.548783497,-1.2986362e-05
0.427784318,4.453212e-05
0.498880006,3.439933e-05
0.44634058,-2.7492642e-06
0.319528675,-2.24486e-05
0.36307526,4.351884e-05
0.382261167,-4.5970082e-06
0.614395661,-0.00013699383
0.665029954,-0.0003189221
0.63945219,-0.00014077127
0.57380577,-2.5324523e-05
0.602313197,-6.083399e-05
0.528605656,-6.1020255e-06
0.254250651,-0.00019336492
0.302140768,-0.00015153736
0.363224002,-0.00012402236
0.249125264,-0.00037961453
0.297812043,-0.0003311336
0.253860054,-0.00060833246
0.219738651,-0.00032972544
0.217016645,-0.0005418062
0.1906164,-0.0004910454
0.156930775,-0.000995867
0.173568951,-0.00072838366
0.206446688,-0.0007911697
0.084718514,-0.0010859221
0.057187124,-0.0007965639
0.079031522,-0.001090236
0.123803033,-0.0016257912
0.114248622,-0.0014507174
0.102013742,-0.0012699142
0.096622067,-0.0014542118
0.095125625,-0.0012725294
0.077204359,-0.0012784228
0.10437862,-0.0016953573
0.076106314,-0.0015284643
0.060434741,-0.0013570562
0.081662419,-0.0017750189
0.057210955,-0.001612708
0.07476111,-0.001866214
0.067165301,-0.0016880259
0.059619622,-0.0014212653
0.091015689,-0.0015043989
0.538623471,-0.0044021234
0.548612222,-0.0043000355
0.50736595,-0.004164666
0.54125739,-0.004437439
0.535854157,-0.0043295845
0.531580398,-0.0044443086
0.518378467,-0.0045273677
0.483022964,-0.00457111
0.517357824,-0.004516624
0.103490871,-0.001762487
0.096714321,-0.0018571764
0.09966274,-0.0019399598
0.121927458,-0.0021901652
0.129455633,-0.0022817329
0.179882963,-0.0025928542
0.100716942,-0.0021020398
0.101970252,-0.0019362643
0.134175039,-0.0023493245
0.113942038,-0.0024191663
0.18578565,-0.0028544217
0.186859815,-0.0027428567
0.389604837,-0.0037203059
0.323383414,-0.003389649
0.255998462,-0.0030132309
0.33299259,-0.003498003
0.260797442,-0.003141366
0.286901324,-0.0032351837
0.437901192,-0.0039281473
0.404720104,-0.0038345382
0.363850468,-0.0036075935
0.482612063,-0.00409279
0.514395738,-0.0042256042
0.45419562,-0.0039965734
0.430210602,-0.0044945553
0.473630864,-0.0044944137
0.514637627,-0.0044634864
0.441261005,-0.0045525655
0.485935084,-0.004550047
0.442022595,-0.0045764074
0.324279379,-0.00446599
0.364665378,-0.004514642
0.401424102,-0.0045233592
0.366253761,-0.0045193657
0.405400843,-0.00455641
0.403926411,-0.0045511127
0.297810066,-0.004413806
0.342563847,-0.00446748
0.272951482,-0.0043269247
0.09367271,-0.0021267906
0.098140353,-0.0022210255
0.110146478,-0.0023178682
0.086771436,-0.0025749877
0.104042312,-0.0026705265
0.079399473,-0.0030054078
0.095167606,-0.0015773103
0.094690569,-0.0019477382
0.09187746,-0.0015584901
0.092853895,-0.0019280389
0.086696394,-0.00154569
0.090206321,-0.0018358082
0.224308097,-0.0041696504
0.189066037,-0.003918983
0.147841001,-0.0036120862
0.199194564,-0.004117243
0.169945104,-0.0038596764
0.177724857,-0.00404758
0.24086209,-0.004283987
0.213765662,-0.004223034
0.265995014,-0.0043628067
0.12377191,-0.0034069791
0.124549123,-0.0033953413
0.110456409,-0.0033625588
0.129889963,-0.003083177
0.108418371,-0.0030518845
0.129083922,-0.0027164817
0.138705654,-0.0036454052
0.156560109,-0.003859602
0.148466172,-0.003640078
0.117098789,-0.0014116094
0.167379776,-0.0011861846
0.218763047,-0.0009759292
0.128843366,-0.0016089901
0.176098428,-0.0013809502
0.147001537,-0.001799278
0.092565356,-0.0017762557
0.107926788,-0.001971066
0.101418243,-0.002144806
0.678499865,-0.00023543835
0.726547812,-0.00039993972
0.689120546,-0.0003330186
0.640072533,-0.00035526603
0.577195083,-0.00034684688
0.488939411,-0.0004265234
0.630102188,-0.00022601336
0.55851898,-0.00021714717
0.613208763,-0.000121288
0.460577784,-0.00010488182
0.541903982,-8.850545e-05
0.476673322,-0.00025004894
0.382689627,-0.0002713129
0.399014828,-0.00045228004
0.320550829,-0.0005142465
0.258612065,-0.00088014454
0.311758379,-0.00077460706
0.390469739,-0.0006963834
0.250726443,-0.0011613667
0.305321933,-0.0010379404
0.24150149,-0.0014234856
0.211367659,-0.0015436038
0.180730009,-0.0016693845
0.215593547,-0.0012669116
0.746079012,-0.0007936731
0.728704262,-0.0006205067
0.79405912,-0.0008106902
0.777862589,-0.0012282729
0.772060088,-0.001102902
0.814597887,-0.0013163388
0.07523347,-0.0011271536
0.075044403,-0.0011638477
0.047919499,-0.00085725635
0.103128366,-0.0013478771
0.118915874,-0.0016057193
0.131012258,-0.0018522516
0.095456714,-0.0013979748
0.110199089,-0.0016580373
0.093132221,-0.0014384314
0.135376899,-0.0016998574
0.136008726,-0.0017759278
0.121355183,-0.0015284494
0.14496971,-0.0018484592
0.164807694,-0.0020614862
0.181185647,-0.0022646412
0.155413309,-0.001918383
0.169278687,-0.002126418
0.150572403,-0.0019916147
0.130831406,-0.0019180253
0.114326567,-0.0019989386
0.156526115,-0.0021316335
0.199929522,-0.0026283264
0.149549924,-0.0023876354
0.113155815,-0.0021333396
0.185566173,-0.0026181713
0.135698989,-0.0023668557
0.180674334,-0.0026089773
0.182006212,-0.0024951696
0.180892692,-0.0023735166
0.14943382,-0.0022537708
0.460592846,-0.0041243136
0.468764895,-0.0040256307
0.447437225,-0.0038904622
0.488276932,-0.004239574
0.496772485,-0.004136227
0.522380781,-0.004332505
0.453643717,-0.004415266
0.463143974,-0.0042910725
0.492810791,-0.0043891147
0.374813977,-0.0033819824
0.304817247,-0.00315395
0.236829044,-0.0028900206
0.388139497,-0.0035153404
0.318415266,-0.0032823756
0.394220034,-0.0036288872
0.262811319,-0.0028904676
0.246301477,-0.002892904
0.32465772,-0.0031429604
0.453288655,-0.0039152205
0.433462857,-0.0036667362
0.437645355,-0.003789641
0.343777399,-0.0042186156
0.388784339,-0.004218191
0.431565092,-0.0041866526
0.369578921,-0.0043297037
0.421948182,-0.0043260455
0.401410485,-0.0044218525
0.318955176,-0.004287049
0.338906702,-0.004383646
0.36577862,-0.0044601336
0.299583459,-0.0042994395
0.302501796,-0.004379928
0.261876106,-0.004254788
0.294117828,-0.0044207945
0.270582654,-0.004349798
0.33200606,-0.0044591352
0.243002255,-0.0043175146
0.201155262,-0.0041790605
0.230331549,-0.004245378
0.136984354,-0.0022145733
0.126549124,-0.0026050285
0.110036214,-0.0029600188
0.117172124,-0.002396576
0.117865489,-0.0027937815
0.124406248,-0.002574861
0.117348785,-0.0032670423
0.124878434,-0.0029419437
0.10976769,-0.0031176582
0.12286501,-0.003556192
0.112489534,-0.0034098998
0.106609057,-0.0032531768
0.12288225,-0.0036613047
0.110986679,-0.0035086423
0.120797001,-0.003725119
0.156076978,-0.003949411
0.208823436,-0.0041268095
0.141837232,-0.0038562715
0.18250906,-0.004075967
0.157300407,-0.0039640293
0.138255802,-0.003772311
0.209221656,-0.0017469227
0.181477588,-0.0020618066
0.156533632,-0.0023612306
0.187094523,-0.0018863156
0.166648902,-0.002217047
0.163975608,-0.0020276904
0.145988685,-0.0025638416
0.127755351,-0.0027642697
0.147627797,-0.00241144
0.219992679,-0.0018239468
0.18686823,-0.0019983873
0.1679994,-0.0021782294
0.230908478,-0.0017209649
0.200727006,-0.0018882081
0.235288053,-0.0015870556
0.80496534,-0.0015448555
0.797381373,-0.0014461279
0.826735326,-0.0016755909
0.667695036,-0.00051855296
0.688635313,-0.00067165494
0.705520363,-0.0008225292
0.638022815,-0.00062918663
0.651908487,-0.00075321645
0.586596934,-0.00075981766
0.571611083,-0.00065600127
0.532823619,-0.00054147094
0.607459214,-0.0004855916
0.513903399,-0.00085279346
0.43243627,-0.0010035858
0.359769931,-0.0012028292
0.487140351,-0.0007854849
0.405100789,-0.0009710938
0.451854643,-0.000700973
0.322283454,-0.0012765825
0.278918541,-0.0013504773
0.356301901,-0.0010021478
0.265628832,-0.001601465
0.274263164,-0.0014912561
0.309988649,-0.001392819
0.69034365,-0.0011223778
0.729226969,-0.0011959523
0.758426664,-0.0012716055
0.743205924,-0.0012592673
0.770309531,-0.0013521016
0.782441829,-0.0014343858
0.737064428,-0.0011586249
0.683262385,-0.0010247901
0.62384136,-0.00094528496
0.72765317,-0.0010633245
0.675504164,-0.0009517297
0.722118103,-0.00095837563
0.600965495,-0.00088727474
0.591588782,-0.00082618
0.660589942,-0.0008536875
0.673462635,-0.0010538325
0.647352445,-0.000996165
0.705546062,-0.0011061653
0.840775927,-0.0018428862
0.828847154,-0.0017398819
0.849967563,-0.0019710436
0.089797361,-0.0012083948
0.100317499,-0.0012194142
0.07908565,-0.0009003207
0.118367421,-0.0015389472
0.109770707,-0.0015200153
0.098971946,-0.0014919862
0.127453573,-0.0018185228
0.11904627,-0.0017841384
0.135922246,-0.0020621493
0.124088245,-0.0019295141
0.12860509,-0.0020001978
0.109195116,-0.0017262176
0.147259493,-0.002119638
0.16440519,-0.0023685247
0.185250747,-0.0025977567
0.143542154,-0.0021981448
0.157846267,-0.0024470463
0.143641409,-0.002272427
0.167791921,-0.0022462383
0.187943639,-0.0023710057
0.189617633,-0.0024825037
0.20090034,-0.0025228634
0.243053996,-0.0027631894
0.293692009,-0.002984941
0.215230068,-0.0026146993
0.256306581,-0.0028387457
0.220346346,-0.0027128533
0.238068826,-0.002754569
0.268211974,-0.002873294
0.210242473,-0.0026322082
0.303122674,-0.0029996336
0.358273837,-0.0032365993
0.323222958,-0.0030993074
0.409504555,-0.003510289
0.439804277,-0.0037681162
0.433679705,-0.0039906874
0.409152649,-0.0036084503
0.409717134,-0.0038359687
0.378350827,-0.003677003
0.351669718,-0.0032427683
0.375179261,-0.0033685863
0.373125285,-0.0034743175
0.358056979,-0.004072003
0.371948124,-0.0038880482
0.398370956,-0.0040464923
0.289847817,-0.0038711056
0.311913651,-0.0038391352
0.346397976,-0.003774263
0.302825435,-0.0039893165
0.336656457,-0.003955126
0.323710924,-0.0041082874
0.256657659,-0.0040205643
0.278843759,-0.0041085705
0.309506589,-0.004174851
0.259994838,-0.0041231886
0.291259144,-0.0042163655
0.270197108,-0.0042026937
0.269736946,-0.0039870217
0.28024101,-0.0039365143
0.289272371,-0.004058145
0.215039283,-0.0040924624
0.151794542,-0.003950216
0.114652122,-0.0037621334
0.137927027,-0.00389833
0.102800645,-0.0037422031
0.101926362,-0.0036770403
0.211148544,-0.0039394274
0.205913656,-0.0040276125
0.148410898,-0.0038242713
0.137816571,-0.002620846
0.150836113,-0.0028389916
0.158681635,-0.003018342
0.139438652,-0.0028302968
0.147598936,-0.0030514225
0.122906522,-0.0030344948
0.111670034,-0.0035106465
0.121260215,-0.0032897294
0.139831954,-0.003274016
0.101654618,-0.003536664
0.110499483,-0.0032887384
0.086414789,-0.003510043
0.188693343,-0.001983352
0.159931555,-0.0021326318
0.147567057,-0.002271913
0.159241312,-0.0021661222
0.139666351,-0.0023219585
0.146288589,-0.002352409
0.145791882,-0.002525203
0.155602077,-0.0027757064
0.138522598,-0.0025824234
0.225678802,-0.0017910227
0.269563215,-0.0015804768
0.31080913,-0.0013851896
0.227261291,-0.0017414615
0.262292087,-0.0015423968
0.217183445,-0.0016775206
0.192624942,-0.0019328371
0.198288118,-0.0018673167
0.171919276,-0.002066508
0.801123455,-0.0015401617
0.811836168,-0.0016272292
0.815843,-0.0017279014
0.765790536,-0.0014398322
0.76830937,-0.0015242994
0.711780811,-0.0013502762
0.705635277,-0.0012576878
0.69661745,-0.0011835322
0.75403727,-0.001342304
0.544783143,-0.0010236576
0.596782098,-0.0010500848
0.647712842,-0.0010847524
0.599958638,-0.0011075959
0.650096297,-0.0011416376
0.656135575,-0.0012163743
0.530331746,-0.000928171
0.421743005,-0.00097599626
0.336804645,-0.0010817274
0.516583192,-0.0009151548
0.429232129,-0.0010040626
0.514810088,-0.0008975491
0.365495115,-0.0011828616
0.440847728,-0.0010143295
0.354663123,-0.0011406764
0.254446491,-0.0014415234
0.302038659,-0.0013216883
0.290569295,-0.00123965
0.618590379,-0.0010185689
0.543842253,-0.0009521395
0.472002836,-0.0009223074
0.605656942,-0.0009783432
0.529649526,-0.0009385571
0.584319319,-0.0009491071
0.418199891,-0.0009411946
0.36589888,-0.0009965897
0.474470756,-0.00094059855
0.521117802,-0.00096645206
0.496448908,-0.00093348324
0.570868558,-0.0009899512
0.813905629,-0.001859583
0.773463246,-0.0017754361
0.732521085,-0.001712881
0.769390683,-0.0016377568
0.72078664,-0.0015653819
0.713748152,-0.0014458373
0.822916423,-0.0021251515
0.783088271,-0.0019071698
0.846188879,-0.0022127256
0.814652909,-0.0019827783
0.84770764,-0.0020780936
0.857700007,-0.002344437
0.072004915,-0.0011745766
0.063333699,-0.0008629188
0.090419783,-0.0011975244
0.064380011,-0.001483582
0.081261548,-0.0014957115
0.10097524,-0.0015141293
0.064703569,-0.0017873943
0.084031469,-0.0017958507
0.062919148,-0.0020699874
0.114784318,-0.001809679
0.129697302,-0.0020723566
0.094292596,-0.0020722672
0.142868257,-0.0023579225
0.142294079,-0.0026334152
0.154499035,-0.0028872713
0.118064819,-0.0023785308
0.121015146,-0.002664514
0.083943183,-0.002391167
0.152538732,-0.002543658
0.171178219,-0.002695553
0.161685518,-0.0027934238
0.208421907,-0.0028445795
0.229151099,-0.00306011
0.246406456,-0.0032434613
0.19422064,-0.0029384121
0.215625842,-0.0031474233
0.184805459,-0.0030371025
0.24506616,-0.0029448792
0.288997226,-0.0030611753
0.264968432,-0.0031470135
0.321947529,-0.0032871887
0.334332528,-0.0034867749
0.289927835,-0.0033400282
0.285539752,-0.0037560165
0.279353714,-0.0036657676
0.270839624,-0.0036099777
0.305938139,-0.003711909
0.29060712,-0.0036086813
0.32897823,-0.0036350787
0.267605699,-0.0035256222
0.263488438,-0.003403522
0.290873763,-0.0034920797
0.272243966,-0.0038208738
0.251964577,-0.0037580505
0.219133889,-0.0036848113
0.26815325,-0.0037269518
0.249653331,-0.0036889464
0.267360368,-0.0036644116
0.263087289,-0.0038655847
0.253270874,-0.0038974732
0.237908088,-0.0037803873
0.207629672,-0.0038161874
0.141593049,-0.00370121
0.188365024,-0.0036996081
0.093548005,-0.0034325644
0.120216863,-0.0032402128
0.157535029,-0.0030033141
0.143587433,-0.0031762198
0.18295318,-0.0029565543
0.145984083,-0.0029220134
0.172141452,-0.0030868873
0.20713962,-0.0032406375
0.231064622,-0.003381081
0.142494991,-0.0033061653
0.154971332,-0.0034175068
0.104610899,-0.0035326853
0.177953765,-0.0035932735
0.13184926,-0.0035652295
0.195781425,-0.0034909472
0.164849657,-0.0022781119
0.177658028,-0.0020702928
0.187861394,-0.001868397
0.171688249,-0.0022618845
0.17740672,-0.0020539388
0.151078943,-0.0022354126
0.161403915,-0.0025238767
0.16319185,-0.0025012344
0.164761771,-0.0027662888
0.122583448,-0.002474703
0.136916317,-0.0027053878
0.1723272,-0.0027378649
0.205433749,-0.0014358684
0.207023714,-0.0015177801
0.21159174,-0.0016012862
0.22692609,-0.0013020188
0.241739284,-0.0013748035
0.276649125,-0.0011847466
0.18382361,-0.0016829446
0.169314691,-0.0019530281
0.187592149,-0.0017754957
0.146631484,-0.0024624392
0.124062007,-0.0025924146
0.12187966,-0.0027479902
0.125468859,-0.002335079
0.115727466,-0.002511531
0.122704867,-0.0022680685
0.652397852,-0.0012793019
0.655376217,-0.0013811067
0.664011887,-0.0015110672
0.59143587,-0.0012299195
0.594614234,-0.0013425425
0.528945695,-0.0012072027
0.538198675,-0.0010646209
0.595192228,-0.0011592954
0.532518999,-0.0011244044
0.474851006,-0.0009791851
0.403093943,-0.0009606555
0.332222612,-0.00097016245
0.452233485,-0.00093439966
0.38292029,-0.00092529505
0.430758306,-0.00091484934
0.464599391,-0.0010236576
0.457701551,-0.0010905862
0.390261902,-0.0010122508
0.370932687,-0.0009246543
0.278609687,-0.0009707287
0.227382361,-0.00106249
0.32835728,-0.000979431
0.252708973,-0.0010520369
0.293651847,-0.001070939
0.215307903,-0.0012825653
0.235182544,-0.001163803
0.222099498,-0.0011560246
0.283217411,-0.0009570718
0.246604593,-0.0009894893
0.327122247,-0.0009258017
0.562934953,-0.0016540512
0.549229661,-0.0014774576
0.53726824,-0.0013283417
0.62533522,-0.0016472712
0.609769188,-0.0014812127
0.685116605,-0.001667425
0.842351812,-0.0023870543
0.817445345,-0.0024406537
0.81619129,-0.0021525696
0.780955028,-0.0022151396
0.76535761,-0.0019418076
0.640568256,-0.0019030347
0.710674773,-0.001909472
0.719665221,-0.0021943226
0.848583636,-0.0027275607
0.043344979,-0.0013451278
0.050797801,-0.0016573519
0.054325559,-0.0019514859
0.034124877,-0.0015372857
0.044133175,-0.0018387809
0.031747422,-0.001147978
0.068101184,-0.002365537
0.092650016,-0.002655752
0.111790788,-0.0029395893
0.064240612,-0.0022705868
0.092546927,-0.002584882
0.050930483,-0.002182372
0.09417692,-0.0026594102
0.132163964,-0.00290744
0.109829575,-0.0029198155
0.165875895,-0.0031940117
0.146214822,-0.0034565926
0.154692246,-0.0036723837
0.133190716,-0.0032378733
0.119016046,-0.0035246462
0.120449782,-0.0032787398
0.20182876,-0.003298588
0.228973014,-0.0033681765
0.194628335,-0.0035136864
0.242855779,-0.0035051927
0.258233481,-0.003599532
0.229001972,-0.0036365613
0.3040901,-0.0037413538
0.280066527,-0.003789626
0.235372547,-0.003770955
0.27990909,-0.00368952
0.263898492,-0.0036919862
0.270376833,-0.003646411
0.257592126,-0.0036549792
0.224887565,-0.003632903
0.261671409,-0.0036529675
0.230099164,-0.003579259
0.261620056,-0.0035189316
0.287164064,-0.0036430508
0.242895312,-0.0032742992
0.200155775,-0.0030924603
0.149892623,-0.0029013827
0.238221797,-0.0031787977
0.186220555,-0.002956234
0.244607391,-0.0030991435
0.167826622,-0.0026709065
0.204397058,-0.0028847381
0.144933318,-0.0027728155
0.358953598,-0.0036982372
0.314981108,-0.0035343766
0.274771433,-0.003425248
0.327691246,-0.0035224333
0.280177772,-0.0033661649
0.287153258,-0.0033205375
0.348443675,-0.0037323534
0.329994447,-0.003747344
0.307566684,-0.0035988763
0.201699384,-0.0014762357
0.191745639,-0.0015599653
0.170739592,-0.0017127097
0.172865429,-0.0017227829
0.163749279,-0.0018016323
0.15287801,-0.001988992
0.217267013,-0.001336582
0.212954157,-0.0012287349
0.200062696,-0.0014483482
0.160853349,-0.002207853
0.14100895,-0.0020658597
0.158845707,-0.0019545183
0.181462736,-0.0025069192
0.182690756,-0.0022667125
0.177023715,-0.002029352
0.21457879,-0.0026245862
0.209482773,-0.002401501
0.246525406,-0.0028103516
0.211177767,-0.002748318
0.247057102,-0.0028947964
0.249370207,-0.0029924586
0.476806775,-0.0015313029
0.399806787,-0.0014480129
0.334096421,-0.0014023706
0.466665615,-0.0013649091
0.388351683,-0.0012911335
0.457333822,-0.0012264326
0.385083034,-0.0011252761
0.326687621,-0.0012047663
0.322119251,-0.0010611191
0.259500036,-0.0010452196
0.256331821,-0.0011665598
0.25827538,-0.0013427064
0.216406711,-0.0011896268
0.204808483,-0.001345329
0.183321138,-0.0014019683
0.213807692,-0.0011027232
0.232206659,-0.0010529235
0.197404913,-0.0012122467
0.194894168,-0.0012981594
0.179341083,-0.001444295
0.181189922,-0.0015516132
0.517136889,-0.0018238127
0.590749889,-0.00207562
0.657401901,-0.0023664683
0.473209844,-0.0020266995
0.539293555,-0.002275139
0.428350812,-0.0022505596
0.436579367,-0.0017144978
0.398015732,-0.0019312426
0.367746897,-0.0016442761
0.477669933,-0.0026157647
0.591329906,-0.0026853085
0.692730979,-0.0028187633
0.530292348,-0.0029986575
0.640394565,-0.0031207725
0.732779918,-0.0033325478
0.04087728,-0.002035305
0.085814386,-0.0024632737
0.125462625,-0.00284525
0.087906418,-0.0023326427
0.126721302,-0.0027463213
0.042533215,-0.0018628016
0.144350781,-0.003266856
0.175572573,-0.00358814
0.228819564,-0.0038952306
0.157984682,-0.0032076165
0.178523966,-0.0035535917
0.143278273,-0.0031258091
0.142637676,-0.003555119
0.128075759,-0.003752239
0.174249592,-0.0038254112
0.279054217,-0.004167311
0.21003554,-0.0040411875
0.198625411,-0.0039107203
0.354975689,-0.0043156072
0.319021472,-0.0041325465
0.436339,-0.0043383837
0.333245002,-0.0039045066
0.384269709,-0.004111737
0.281284513,-0.0039505213
0.417412259,-0.0039564297
0.440552972,-0.0041780546
0.385985579,-0.003940083
0.402134627,-0.0037937015
0.440608059,-0.0039185137
0.453413296,-0.004064791
0.473341219,-0.004094869
0.515278894,-0.004250914
0.495471721,-0.004344888
0.364963055,-0.0035918877
0.32015111,-0.0033605024
0.395107309,-0.003697902
0.313304837,-0.0033075288
0.294711835,-0.0032609329
0.379446235,-0.0036885366
0.347020794,-0.003709279
0.379633184,-0.0038485005
0.420357754,-0.003968857
0.30621621,-0.0033948496
0.33894341,-0.003549248
0.274460417,-0.0030859485
0.15967407,-0.0017624497
0.172773709,-0.002197601
0.214838635,-0.0026750863
0.168339123,-0.001799874
0.188710765,-0.0022291094
0.170311391,-0.0018911958
0.239369184,-0.0027356073
0.2012586,-0.0022940338
0.22038736,-0.0026896521
0.303807986,-0.0033770502
0.264573865,-0.0030476004
0.258488881,-0.0030277446
0.271086325,-0.001646623
0.29588754,-0.0019015148
0.317877107,-0.002185002
0.220378074,-0.0019526854
0.241058806,-0.0022038445
0.187105945,-0.00229574
0.213002973,-0.0016138554
0.18140751,-0.0019470155
0.173963948,-0.0016371608
0.14548432,-0.0020399094
0.155106814,-0.0023619756
0.182364691,-0.0024950951
0.34590629,-0.002570793
0.389232522,-0.002890125
0.440774198,-0.0032148361
0.30762369,-0.0028688535
0.342498696,-0.0031242222
0.281321788,-0.0031141043
0.273456323,-0.0025414005
0.253409232,-0.002867408
0.218756453,-0.0025902018
0.322092885,-0.0033448115
0.411487413,-0.0034420416
0.530355104,-0.0036232546
0.39209895,-0.0036302954
0.50499943,-0.0038236678
0.618075188,-0.004078239
0.095584281,-0.003177993
0.080074226,-0.0029272959
0.16962606,-0.0036753863
0.144524023,-0.0034284666
0.211159974,-0.003840305
0.032746488,-0.002648078
0.396143994,-0.0039244816
0.384727109,-0.0038732067
0.363231905,-0.0037983432
0.343299305,-0.0035618246
0.323266008,-0.003473863
0.273830491,-0.0031344816
0.195162018,-0.0038386956
0.25418891,-0.004082538
0.284377584,-0.0041759685
0.26934317,-0.004234478
0.327833944,-0.0044014305
0.324818194,-0.0045399964
0.332632034,-0.004421793
0.411071017,-0.0045380443
0.369342351,-0.0046355203
0.389235808,-0.0047625527
0.452340716,-0.004762508
0.502974545,-0.004578389
0.476480302,-0.0048840865
0.539767715,-0.004789546
0.539267056,-0.004906483
0.508521939,-0.0044554695
0.535339813,-0.004753545
0.531864072,-0.0045662895
0.475251322,-0.004588738
0.500314377,-0.0047500804
0.526197852,-0.0048581734
0.463816833,-0.0044751614
0.508440117,-0.004642375
0.463951792,-0.004283838
0.397613926,-0.0040649995
0.443387416,-0.004364237
0.428156223,-0.004187636
0.414517933,-0.0041323304
0.431846747,-0.0041725114
0.454628098,-0.0043966696
0.184683702,-0.0027589723
0.220553856,-0.0029796064
0.251321192,-0.0031588897
0.232778829,-0.0031729937
0.250809479,-0.0032954141
0.293355721,-0.0034989193
0.206422518,-0.0028659925
0.264746473,-0.003320761
0.245312424,-0.0030235425
0.361585598,-0.0037779734
0.30528799,-0.0034362152
0.318087139,-0.0036316216
0.376807417,-0.003844805
0.332590919,-0.0037145987
0.324805653,-0.0036506206
0.325726942,-0.0035251752
0.310751709,-0.0034900233
0.285119436,-0.00333073
0.27829927,-0.0033675134
0.320648727,-0.0035022348
0.303357764,-0.0034905225
0.330384149,-0.003982745
0.369820218,-0.004164301
0.451644975,-0.004419878
0.345148522,-0.00454884
0.419471815,-0.0048858
0.538165018,-0.0052838624
0.25648328,-0.0042696446
0.184096029,-0.0038424805
0.190229515,-0.003884755
0.127335314,-0.0033895373
0.135332271,-0.0034128577
0.086385016,-0.0028751642
0.411136289,-0.0041185617
0.3744026,-0.0039469823
0.365471168,-0.0037753135
0.414919843,-0.0042113513
0.389134402,-0.004017912
0.412108359,-0.0042099208
0.453713806,-0.0043337718
0.444253699,-0.004391946
0.473426462,-0.0045232996
0.175779736,-0.003727287
0.239839958,-0.0042032897
0.321787346,-0.0045610145
0.230059072,-0.0040616095
0.31628755,-0.0044761226
0.308514206,-0.00431028
0.479813608,-0.0048759803
0.403964054,-0.004664749
0.402697642,-0.004768282
0.379310724,-0.0044684336
0.456650574,-0.0047545955
0.528290041,-0.004889868
0.419413082,-0.0045480207
0.491334402,-0.0047650933
0.446869715,-0.004553698
0.49689384,-0.00471019
0.484442393,-0.004691951
0.506828966,-0.0048279315
0.474910181,-0.004572369
0.4364549,-0.0043786988
0.447867811,-0.0044975057
0.358964606,-0.003661789
0.373729598,-0.003706552
0.376509733,-0.003760621
0.37404312,-0.0036105216
0.38808046,-0.0037378892
0.371961523,-0.0036867782
0.408629398,-0.004013516
0.392619661,-0.0038665086
0.397144729,-0.0038455203
0.321015726,-0.0043113306
