concentration,k(c)
0.042198434,-0.0006357953
0.046580203,-0.00056483597
0.078756233,-0.00053504854
0.044015452,-0.00049509853
0.045022364,-0.0004599616
0.131538612,-0.0004254803
0.098868765,-0.00042824447
0.179189081,-0.00039993972
0.198828325,-0.00034493953
0.208291322,-0.00034297258
0.225420916,-0.00036462396
0.19557475,-0.00026372075
0.20398101,-0.00031094998
0.217492748,-0.0003780946
0.185745139,-0.00025900453
0.188418887,-0.0003586039
0.249431347,-2.6352704e-05
0.27568168,-9.696931e-05
0.299887869,-0.00019735843
0.318226378,-8.432567e-05
0.341138813,-0.00018972903
0.371523345,-0.00032275915
0.399356895,-0.00018564612
0.43635202,-0.00032617897
0.501105747,-0.00033214688
0.501105747,-0.00033790618
0.568043054,-0.00033364445
0.584331254,-0.00031917542
0.455994723,-0.00020780414
0.503841503,-0.00020515174
0.543590857,-0.0001956299
0.434605842,-0.00010765344
0.480204556,-0.00010085106
0.412863943,-3.3937395e-05
0.030882985,-0.0019809827
0.023402244,-0.0017220229
0.015474408,-0.0014343783
0.0126,-0.0011205748
0.04002467,-0.0017270148
0.026029848,-0.0014643818
0.0126,-0.0011732057
0.045454411,-0.0014682189
0.028465299,-0.0012025461
0.584331254,-0.0002919957
0.612280593,-0.0002708584
0.650480371,-0.00025686622
0.549959619,-0.0001532659
0.57005501,-0.00013685226
0.592310756,-0.00012820959
0.513107028,-4.3220818e-05
0.534337124,-3.9316714e-05
0.472768601,1.18762255e-05
0.042529259,-0.002087526
0.019687506,-0.0016903058
0.01497153,-0.0012512729
0.0126,-0.00077102333
0.020733749,-0.001773715
0.012734242,-0.00137081
0.0126,-0.0009273216
0.012799035,-0.0014507696
0.0126,-0.0010432377
0.695595372,-0.0002541244
0.743833703,-0.00026007742
0.788039091,-0.0002776757
0.609608346,-0.000102333724
0.656600563,-0.000121705234
0.705689117,-0.00015354902
0.568890679,-4.336238e-05
0.619083335,-8.3349645e-05
0.530346867,-6.35609e-05
0.0126,-0.00012778491
0.018199151,-0.00042373687
0.042795165,-0.000712499
0.072697733,-0.0009928122
0.0126,5.789101e-06
0.021910193,-0.00029345602
0.04494839,-0.00058514625
0.0126,9.209663e-05
0.015216965,-0.00021047145
0.0126,0.00013235956
0.034070128,-0.0016837642
0.018477545,-0.0011736453
0.0126,-0.00064620376
0.02925292,-0.0013891831
0.013510878,-0.00087602437
0.0126,-0.0003443882
0.017104385,-0.0010843202
0.0126,-0.00056979805
0.803817321,-0.00051062554
0.768624352,-0.00041448325
0.703399332,-0.00036676973
0.626699956,-0.00036824495
0.802016976,-0.00040262192
0.759929321,-0.00029411912
0.68927256,-0.00024074316
0.794270119,-0.00032470375
0.751907657,-0.00020119548
0.012615894,-0.00011014938
0.013359668,-0.0003476441
0.014530765,-0.00057947636
0.0126,0.0001667589
0.0126,-7.575005e-05
0.0126,-0.00031336397
0.0126,0.00019464642
0.0126,-4.8443675e-05
0.0126,0.00022559613
0.663248561,-0.00091729313
0.721310115,-0.00070494413
0.772851169,-0.0005616173
0.723785065,-0.00094114244
0.779940898,-0.0007681027
0.802247085,-0.0006718412
0.781018865,-0.0010087714
0.807699007,-0.00087347627
0.801992817,-0.0011137351
0.698202025,-0.0015142038
0.74357066,-0.0013755709
0.788117307,-0.0012352914
0.743557359,-0.001595214
0.789658384,-0.0014743283
0.797916533,-0.0013497546
0.793991285,-0.0017052814
0.803759809,-0.0015968606
0.816634937,-0.0018394142
0.83114194,-0.0020076558
0.824232695,-0.0021604449
0.828779558,-0.0022957772
0.80935818,-0.0018779263
0.820908562,-0.002018936
0.818036373,-0.00214006
0.778180216,-0.001897879
0.795343237,-0.0020067915
0.741533552,-0.001898706
0.0126,0.00023435801
0.0126,0.00023753196
0.0126,0.00023452193
0.0126,-3.630668e-05
0.0126,-2.5175512e-05
0.0126,-2.1703541e-05
0.0126,-0.00027994066
0.0126,-0.00026436895
0.0126,-0.00050172955
0.838592646,-0.0025469512
0.836118008,-0.0023855194
0.817056058,-0.0022400394
0.789788888,-0.0021125898
0.841000879,-0.0024680346
0.83052664,-0.0023221
0.810477962,-0.002190873
0.828779558,-0.002385281
0.824046807,-0.0022534057
0.014230271,-0.0005563572
0.012972581,-0.00030650944
0.012655076,-2.7790666e-05
0.012636752,0.00027564913
0.0126,-0.00029774755
0.0126,-3.8020313e-05
0.0126,0.00025099516
0.0126,-3.3974648e-05
0.0126,0.00023443997
0.838155368,-0.0026374385
0.838282281,-0.002739109
0.844982582,-0.0028575063
0.835409595,-0.0024723634
0.835943706,-0.0025548711
0.839761442,-0.0026526824
0.831073348,-0.002385728
0.834803895,-0.002463676
0.827471514,-0.0022924766
0.01261884,0.00025790185
0.012665003,0.00029885024
0.012668915,0.00030312687
0.012791326,-3.6083162e-05
0.012827977,-1.2539327e-05
0.012755213,-2.0377338e-05
0.012984162,-0.0003214404
0.013213858,-0.00031041354
0.022636999,-0.000593476
0.807237323,-0.0025709495
0.83837093,-0.0026641786
0.843436056,-0.0027615204
0.821098314,-0.0028252378
0.844262515,-0.0029239953
0.848834978,-0.0030259714
0.827399151,-0.0031111464
0.848834978,-0.0032147989
0.836810058,-0.003426358
0.01280913,-0.00059662014
0.01263299,-0.00043635815
0.012603416,-0.00027377158
0.0126,-0.00010591
0.012715674,-0.00031953305
0.012636304,-0.00013700873
0.0126,4.7527254e-05
0.012695464,-3.453344e-05
0.012604254,0.000170663
0.8146632,-0.0036911592
0.793587329,-0.003981672
0.771090695,-0.0042828396
0.796308037,-0.0031699762
0.771627039,-0.0034339055
0.748411637,-0.0037252456
0.751072627,-0.0029412434
0.716018437,-0.0032122582
0.677601643,-0.0027522147
0.01317982,-0.0011622235
0.012935894,-0.0010224879
0.01312721,-0.0008564219
0.013463745,-0.00065038353
0.0126,-0.0008254871
0.0126,-0.00066754967
0.0126,-0.00048209727
0.0126,-0.00047297776
0.0126,-0.00029734522
0.526612218,-0.003795676
0.653232481,-0.0039026514
0.72364787,-0.004066527
0.62692185,-0.0042875186
0.72260441,-0.00445763
0.755745685,-0.004678093
0.683616439,-0.0048602745
0.726511197,-0.005093515
0.671571397,-0.0055631623
0.037897657,-0.0020028576
0.018406739,-0.0017833933
0.013560363,-0.0014803186
0.0126,-0.0011092052
0.019633747,-0.0015795305
0.01545775,-0.0013259128
0.013986347,-0.0009894073
0.01479825,-0.0011278912
0.014675892,-0.00084103644
0.435602521,-0.0049246177
0.531944664,-0.0050808713
0.61421602,-0.005294025
0.492629747,-0.00564491
0.572908164,-0.005919203
0.623710938,-0.006245725
0.546836671,-0.006563604
0.562166737,-0.007004246
0.527090841,-0.007663958
0.065831745,-0.0027558655
0.055723845,-0.0023846775
0.049649817,-0.001990363
0.061609914,-0.0016072765
0.032449897,-0.002255857
0.026864785,-0.001838766
0.030072457,-0.0014089271
0.016360043,-0.0017055273
0.021820658,-0.0012453347
0.389666498,-0.0060992762
0.468188344,-0.006559126
0.528360538,-0.0070808455
0.49466513,-0.0066008344
0.491879451,-0.007276304
0.490410059,-0.0080351755
0.461616751,-0.007133566
0.518889363,-0.00805033
0.459289192,-0.0077605993
0.080190234,-0.0032029226
0.035219668,-0.0028809458
0.022401141,-0.0024551451
0.022714318,-0.0018462166
0.070634573,-0.0027286336
0.02830435,-0.0023691282
0.021701018,-0.0019030496
0.061033264,-0.0021954104
0.041391394,-0.0018012002
0.379017071,-0.0055906177
0.454210228,-0.0062205866
0.421261193,-0.006941594
0.43184553,-0.0057449415
0.385617098,-0.0065029413
0.442928358,-0.0073719695
0.371731839,-0.0060083047
0.434456968,-0.0069106147
0.426454522,-0.0064193383
0.035783497,-0.003316559
0.022954558,-0.0026363656
0.018247649,-0.0018179044
0.0126,-0.0009827241
0.028865422,-0.0028846785
0.016240214,-0.0021612868
0.0126,-0.0013229996
0.023865933,-0.0023935214
0.018916611,-0.0016340092
0.349356259,-0.0044593737
0.404519794,-0.0050228983
0.332367506,-0.005672917
0.353573955,-0.004639186
0.344209887,-0.005293876
0.390488429,-0.0060518607
0.336367537,-0.004923828
0.334260025,-0.005693838
0.259002321,-0.0053539425
0.057403738,-0.0022283867
0.020403621,-0.0014451146
0.0126,-0.0007863641
0.0126,-0.00031020492
0.057065751,-0.0018507242
0.020231768,-0.0010757446
0.0126,-0.0004415959
0.027551223,-0.0014357269
0.012672639,-0.0006753057
0.220866976,-0.0037250742
0.233746537,-0.0041981265
0.267468007,-0.004738599
0.193405893,-0.0039452165
0.225973585,-0.0044914037
0.259002321,-0.005116865
0.202239471,-0.004262358
0.252557712,-0.004900746
0.270875545,-0.0047089458
0.015398051,-0.0011028647
0.01355892,-0.0007307157
0.016633038,-0.0004845485
0.031567955,-0.00030466914
0.012776365,-0.0008448586
0.0126,-0.0005076304
0.0126,-0.0003030002
0.0126,-0.0005822778
0.0126,-0.00028187782
0.153955031,-0.0033981577
0.173187515,-0.0037909523
0.224249445,-0.0042267814
0.178783703,-0.0036876723
0.227774419,-0.0041228384
0.27733192,-0.0046030506
0.237772199,-0.0040677413
0.284942344,-0.004550047
0.288552625,-0.0045579076
0.029806873,-0.00044129044
0.02915401,-0.0005965829
0.042378248,-0.0007748455
0.045415532,-0.00025001913
0.043381116,-0.00038535148
0.041734635,-0.00054626167
0.093411847,-0.00014837831
0.063151085,-0.00030185282
0.112990718,-3.6619604e-05
0.173696406,-0.003345281
0.208823429,-0.0037106052
0.249319864,-0.0041138753
0.203981932,-0.0036435798
0.247205043,-0.0040864274
0.288552625,-0.0045784265
0.237917482,-0.004022099
0.288552625,-0.004559815
0.241839804,-0.0044941604
0.047189387,-0.00016373396
0.066705073,-2.1591783e-05
0.098187332,9.88692e-06
0.057067592,-0.00024532527
0.070922325,-0.00017440319
0.080977411,-0.00018637627
0.064013451,-0.0003819093
0.070110906,-0.00035612285
0.068774385,-0.00054814667
0.241839804,-0.004354514
0.191993329,-0.0041512847
0.14527067,-0.003883019
0.218370377,-0.0037970468
0.193239368,-0.0036144555
0.167533598,-0.0033810884
0.169446379,-0.0032126158
0.147752313,-0.003002286
0.128589955,-0.002727069
0.037471157,-0.00069227815
0.028773968,-0.0007465109
0.02738898,-0.0008783862
0.029227489,-0.0011103228
0.042122948,-0.00050429255
0.033889871,-0.0005580783
0.032160266,-0.00069960207
0.046357914,-0.0003283322
0.039913347,-0.00038349628
0.082619065,-0.002160281
0.113110145,-0.002617523
0.143756612,-0.0031859651
0.08317325,-0.0022456646
0.11361911,-0.002799943
0.14527067,-0.0034947693
0.081452349,-0.0023830533
0.084029714,-0.0030553862
0.084029714,-0.0025795475
0.041110385,-0.0012987256
0.04316319,-0.001580961
0.060711086,-0.0019970983
0.026442717,-0.0012053251
0.035171311,-0.001548864
0.037899483,-0.0020569116
0.023963192,-0.001141347
0.037899483,-0.0015609264
0.086770725,-0.0012209788
0.095434648,-0.001204662
0.104828806,-0.001265578
0.066414688,-0.0009788051
0.064401776,-0.0008667931
0.076020066,-0.0009848624
0.026690483,-0.0010841936
0.023223765,-0.0009204373
0.017905691,-0.0007499084
0.034410207,-0.0010471866
0.031258004,-0.00088596344
0.043632355,-0.001006864
0.015354067,-0.00097288936
0.014664049,-0.0008622855
0.01905754,-0.001031749
0.014854848,-0.00079458207
0.01301393,-0.0006967038
0.013505321,-0.00085329264
0.071057617,-0.0012158081
0.086917731,-0.0012638792
0.103130647,-0.0013088807
0.070198176,-0.001259543
0.085137481,-0.0013076887
0.068575092,-0.0013048723
0.049015771,-0.001138486
0.032161207,-0.0010993108
0.035279825,-0.001065895
0.051475989,-0.0012270138
0.036772457,-0.0011444762
0.051420116,-0.0011818185
0.01780412,-0.0010151938
0.013270226,-0.0009738207
0.0126,-0.0009055659
0.087823948,-0.0010338575
0.080863733,-0.00089967996
0.082242352,-0.0010645911
0.036929947,-0.0009678826
0.052332441,-0.0010187626
0.035954043,-0.0008390248
0.095103316,-0.0014405623
0.087826461,-0.0013984218
0.078411009,-0.0013531446
0.102863258,-0.0013952628
0.094347265,-0.0013530925
0.111567742,-0.0013508424
0.085850086,-0.0014562681
0.085329381,-0.0014726594
0.086688731,-0.0014904588
0.080229818,-0.0014126822
0.07742082,-0.0014279112
0.071107198,-0.0013660714
0.126792375,-0.0013677552
0.147014846,-0.0013557896
0.131798949,-0.0014241934
0.109420449,-0.0014571771
0.117597851,-0.001412265
0.1232175,-0.0014692992
0.028291016,-0.0011837259
0.044082547,-0.0012817234
0.063938362,-0.0013783053
0.024993915,-0.0011314228
0.041783,-0.0012298226
0.020241629,-0.0010729581
0.052581112,-0.0011208802
0.060594122,-0.00112921
0.069050373,-0.0011275783
0.045463781,-0.0012698919
0.051860789,-0.0012705401
0.050985083,-0.0014095977
0.073261321,-0.0011824146
0.065975664,-0.001213707
0.053854242,-0.0013270453
0.034185248,-0.0012110695
0.041200376,-0.0013201758
0.040435549,-0.0013093874
0.054524016,-0.0014173537
0.059448646,-0.0014061257
0.043173793,-0.0011678487
0.020467393,-0.00087029487
0.02202742,-0.00092968345
0.023538113,-0.0009858534
0.03214187,-0.0010049492
0.034021491,-0.0010618567
0.04701589,-0.0011366606
0.055401854,-0.0012261868
0.039263559,-0.0011503175
0.061629233,-0.0013073534
0.017405822,-0.0007464364
0.018848134,-0.0007588938
0.014457336,-0.0006192997
0.023852909,-0.00088462234
0.033141997,-0.0010201037
0.025655169,-0.0008977428
0.088879276,-0.0015467331
0.084639092,-0.0014154091
0.064726712,-0.0012785718
0.094137438,-0.0014927611
0.077763518,-0.0013623014
0.081127918,-0.0014366657
0.019659886,-0.0010803342
0.018069305,-0.0012219474
0.040093953,-0.0013595298
0.03207792,-0.0011214688
0.031508106,-0.0012712255
0.042927091,-0.0011793077
0.018122063,-0.0011123195
0.024592575,-0.0011468157
0.019285368,-0.0012468547
0.07439553,-0.0014484897
0.052608255,-0.0014042929
0.060499098,-0.0013811067
0.038028104,-0.0013313964
0.050056599,-0.0013147369
0.035094082,-0.001233004
0.079718428,-0.0015600696
0.052359064,-0.0014045611
0.050733013,-0.0012442991
0.072057787,-0.00148803
0.042396315,-0.001335755
0.056481492,-0.0014168844
0.068997241,-0.0015351251
0.059041071,-0.0014863014
0.053200359,-0.0013769343
0.096318529,-0.0015031621
0.106971197,-0.0015164241
0.117378915,-0.0015253201
0.094181669,-0.0015646294
0.101489554,-0.0015744492
0.091653876,-0.0016249567
0.091877376,-0.001539953
0.089266401,-0.0015211105
0.092515781,-0.0015849099
0.094523157,-0.0015458092
0.094943678,-0.0015934855
0.094312193,-0.0016368404
0.101031672,-0.0016042665
0.097630731,-0.0016497448
0.101075481,-0.0016661212
0.087113196,-0.0015084967
0.100909684,-0.0015721545
0.073329364,-0.0014697984
0.121921284,-0.0015525147
0.139641535,-0.0015321895
0.094014925,-0.0016217306
0.091536924,-0.0016576648
0.101946364,-0.001605086
0.085167221,-0.001677759
0.088802223,-0.0015266612
0.083661455,-0.0015462562
0.076269809,-0.001548335
0.105112973,-0.0016675815
0.10310721,-0.0016784966
0.108950037,-0.0018007085
0.097405213,-0.0016427413
0.099101051,-0.001585938
0.104106219,-0.001727894
0.102024088,-0.0018576235
0.103260757,-0.0018583462
0.109081828,-0.0018390417
0.103112819,-0.0017192364
0.104079011,-0.0017087907
0.075516845,-0.0015697703
0.097625148,-0.0016667247
0.110435053,-0.0017664656
0.086499157,-0.0016317889
0.015384496,-0.000628449
0.019726617,-0.00078002363
0.017140252,-0.000788413
0.0126,-0.00072764605
0.0126,-0.00058060884
0.0126,-0.00076220185
0.013480321,-0.0006166622
0.0126,-0.00048773736
0.012980169,-0.0006547645
0.027701488,-0.0009774193
0.031207421,-0.0011790916
0.029355541,-0.0013748184
0.023042567,-0.000987947
0.021193371,-0.0011905953
0.017782046,-0.0009971038
0.053059887,-0.0012178496
0.043349479,-0.0012971759
0.03625698,-0.0011003688
0.069740642,-0.0014966577
0.047879819,-0.0014388561
0.064129254,-0.0013597533
0.079731662,-0.0016806051
0.070446262,-0.0018107519
0.067875091,-0.0019370094
0.059680147,-0.001633212
0.051192063,-0.0017661899
0.040753078,-0.0015779436
0.088973229,-0.0017725155
0.100684935,-0.0018532723
0.083592468,-0.0018983409
0.02777645,-0.0009846985
0.020136326,-0.00085143
0.016656347,-0.0007157475
0.01982649,-0.00088789314
0.015428431,-0.0007533878
0.014342129,-0.0007904172
0.014730216,-0.0005354509
0.013318443,-0.00039742887
0.014803703,-0.00055683404
0.020302085,-0.000835225
0.017997962,-0.0007295981
0.015664036,-0.00062236935
0.018466231,-0.00074994564
0.016541537,-0.0006434247
0.016430842,-0.00066412985
0.022874932,-0.0008856952
0.018766844,-0.00080098957
0.024679415,-0.0009355098
0.112747468,-0.0016854182
0.106602698,-0.0016075149
0.09110294,-0.0015336126
0.111917987,-0.0018009767
0.114621409,-0.0017178059
0.094811253,-0.0019064322
0.092557089,-0.0018950254
0.116253762,-0.0017931908
0.092858884,-0.0019092411
0.10315941,-0.0017337576
0.101929447,-0.0018159822
0.113833632,-0.0016377643
0.090146406,-0.0017296746
0.090148264,-0.001755543
0.088601382,-0.0017700717
0.092684162,-0.0018381253
0.100523398,-0.001855664
0.102651957,-0.0019512549
0.090452069,-0.0017724261
0.090320777,-0.0017496198
0.090299037,-0.0018675923
0.088536318,-0.0018446445
0.088517208,-0.0019446686
0.086122506,-0.0019310191
0.083560067,-0.0017460212
0.087436296,-0.001691781
0.09263323,-0.0017972216
0.10113049,-0.0018426105
0.109286707,-0.0019039586
0.114505471,-0.0019383356
0.074442391,-0.0020119697
0.065712229,-0.0021585897
0.102993618,-0.0022974238
0.089840137,-0.0020087287
0.093917061,-0.0021517947
0.106863255,-0.0019858107
0.106477395,-0.0020441115
0.118162737,-0.0022160634
0.102039435,-0.0020942017
0.054485199,-0.0020506307
0.066230043,-0.0020643696
0.053151075,-0.002198413
0.015292012,-0.0008999631
0.0126,-0.0009336248
0.013402179,-0.0009663999
0.022009876,-0.0011023283
0.014512193,-0.0011340901
0.038035411,-0.0012987703
0.033468487,-0.0010919347
0.021906081,-0.0009963289
0.037658764,-0.0011967197
0.015141994,-0.0011636838
0.016472525,-0.0013527721
0.020352039,-0.0013270602
0.061977247,-0.0013576299
0.051000809,-0.0012354031
0.038274459,-0.0011110902
0.063057879,-0.0013381615
0.046987838,-0.0012161136
0.051726783,-0.0013185814
0.050986881,-0.0015139505
0.030663533,-0.0015380159
0.02479865,-0.0015585274
0.064582884,-0.0017179921
0.049016742,-0.0017367378
0.080225291,-0.0019091144
0.0634335,-0.0019347593
0.069332769,-0.0019248575
0.042102511,-0.0017544255
0.133693376,-0.00234849
0.10789162,-0.0022187755
0.093083549,-0.0020715594
0.10555381,-0.0022171661
0.083836528,-0.0020795465
0.086914025,-0.0020799413
0.136432626,-0.0023551136
0.118971834,-0.002227746
0.133223124,-0.002339691
0.023786441,-0.00095342845
0.027198719,-0.0010028407
0.031928861,-0.0010516718
0.027697226,-0.0010700375
0.03411966,-0.0011184216
0.030853646,-0.0011850148
0.050739601,-0.0013009682
0.042125104,-0.001243405
0.042375024,-0.0011773184
0.013397862,-0.00052472204
0.012672528,-0.0005356446
0.012679786,-0.00037727505
0.015372179,-0.00065372884
0.016758317,-0.000792332
0.017341218,-0.000929445
0.014259966,-0.00066530704
0.014935356,-0.00080444664
0.013034202,-0.0006767884
0.020774801,-0.00086659193
0.018930559,-0.0008980036
0.017941188,-0.00076095015
0.022620635,-0.0009847358
0.023091839,-0.0011013299
0.020316798,-0.00101614
0.103510572,-0.002092339
0.108175458,-0.0022572652
0.145052181,-0.0024302006
0.083321869,-0.0021021739
0.077014017,-0.0022723153
0.072153752,-0.0020973757
0.109518629,-0.0023852661
0.077700106,-0.0022543445
0.120081487,-0.002427712
0.143550797,-0.0022525415
0.160377796,-0.0021687672
0.126179804,-0.0020681545
0.13191049,-0.0021034405
0.127788496,-0.002029039
0.112663265,-0.0019686893
0.182784564,-0.0023882985
0.150853147,-0.0022176132
0.190612144,-0.0023259744
0.087826644,-0.0018819645
0.078994587,-0.0017741323
0.050217956,-0.001913324
0.054903837,-0.0020612702
0.097133146,-0.0021656603
0.089696764,-0.0020218939
0.148391165,-0.002474703
0.171383592,-0.0025580078
0.199310514,-0.002594389
0.19039198,-0.0026379973
0.228328112,-0.0027154014
0.230151906,-0.002787441
0.169560929,-0.0025214776
0.165325968,-0.0025103912
0.1957197,-0.0026684627
0.089236134,-0.0018087849
0.087500374,-0.0016432852
0.066948434,-0.0014731362
0.096949083,-0.0018450692
0.08014364,-0.0016818866
0.09296793,-0.0018788129
0.07612109,-0.0015128478
0.078639029,-0.0014930665
0.081413635,-0.001663357
0.059079707,-0.001423128
0.053104774,-0.001488246
0.045096629,-0.0015529692
0.047976807,-0.0013670474
0.041249022,-0.0014328137
0.036029868,-0.0013101026
0.059950736,-0.0016406775
0.068513066,-0.0015769824
0.075593575,-0.0017260388
0.112850631,-0.002040863
0.123202378,-0.002071552
0.116136997,-0.0020988658
0.145420625,-0.0022558123
0.154431967,-0.0022798255
0.165867905,-0.0024513528
0.155720818,-0.002388768
0.177035962,-0.0024224669
0.134273371,-0.0022517517
0.192917978,-0.0025686845
0.219480387,-0.0027236417
0.212291669,-0.0026079938
0.0126,-0.0005555898
0.0126,-0.00056450814
0.0126,-0.00039390475
0.02266233,-0.0012776628
0.019767665,-0.0013698116
0.015115588,-0.0014616251
0.019631768,-0.0011949614
0.015932682,-0.0012883544
0.017272645,-0.001110822
0.031750509,-0.0015228465
0.021295,-0.0014924109
0.027697192,-0.0014015138
0.0126,-0.00073079765
0.012632764,-0.0009128079
0.012717167,-0.0010921136
0.0126,-0.0007414445
0.012604621,-0.000924848
0.0126,-0.00075184554
0.014832972,-0.0009834394
0.01342896,-0.0010376498
0.013263858,-0.00085858256
0.013056123,-0.0012188405
0.014532736,-0.0011646971
0.013026474,-0.0013419092
0.0126,-0.0003970191
0.0126,-0.0005831942
0.0126,-0.00059548765
0.012797843,-0.00041282922
0.013472569,-0.0005975589
0.014632919,-0.0005959645
0.153466882,-0.002420999
0.197056804,-0.0026052967
0.246112605,-0.0027862415
0.205462997,-0.0025059134
0.237229906,-0.0026861355
0.220455471,-0.0025672242
0.269690542,-0.0028501078
0.264480594,-0.002852179
0.244982363,-0.002731204
0.076094405,-0.0020836517
0.10320679,-0.0022409782
0.118411989,-0.0024115667
0.086085319,-0.002211757
0.1175657,-0.0023763552
0.105131276,-0.002323158
0.202254509,-0.0026858002
0.141154989,-0.0024982914
0.158748487,-0.0025569275
0.106485878,-0.0017379299
0.084772694,-0.001908645
0.082500257,-0.0019282624
0.078572748,-0.0022502765
0.08685611,-0.002087064
0.065089647,-0.0020725876
0.260479035,-0.0029632002
0.224131809,-0.0028144047
0.180777687,-0.0026432723
0.268643041,-0.0029169172
0.240640765,-0.0027739033
0.256072404,-0.0028596595
0.288492609,-0.0031462759
0.291116568,-0.0030483082
0.276474989,-0.0029283836
0.312830726,-0.0030565783
0.294044677,-0.0029655546
0.281210871,-0.002935946
0.272525387,-0.0030595884
0.281520808,-0.0030011386
0.281179988,-0.0031217262
0.039748745,-0.0017234161
0.046949199,-0.0018889904
0.06513133,-0.0020493492
0.032280944,-0.001695089
0.041336285,-0.0018625706
0.022873813,-0.0016664565
0.072966248,-0.0018893629
0.098745983,-0.0021188483
0.107232447,-0.0023311824
0.060035596,-0.0019694269
0.081364117,-0.0021961108
0.053246265,-0.0018076301
0.162851175,-0.0027746633
0.091850647,-0.0025579259
0.0819301,-0.00231532
0.090067133,-0.0026697963
0.060969588,-0.0024456233
0.105255408,-0.0025622398
0.224626719,-0.0029128417
0.1899402,-0.0028492138
0.152248632,-0.0027480647
0.0126,-0.00079351664
0.0126,-0.0010104254
0.013341708,-0.0012235269
0.0126,-0.000805825
0.013469536,-0.0010251254
0.0126,-0.00082056224
0.012653109,-0.0011352524
0.0126,-0.001178965
0.0126,-0.0009673014
0.013302439,-0.0013148636
0.01511421,-0.0015312061
0.019295162,-0.0017404184
0.013334253,-0.0013589635
0.014873141,-0.0015760437
0.0126,-0.0014038458
0.014779243,-0.0015544668
0.016574778,-0.0016473755
0.014071173,-0.0014364794
0.026098415,-0.0017568544
0.046813935,-0.0019501001
0.022912725,-0.0018471181
0.014826925,-0.00064433366
0.013702943,-0.00049548596
0.016645494,-0.0006214902
0.019161613,-0.0007256791
0.013727613,-0.000608623
0.014540744,-0.00070074946
0.016592722,-0.0008440539
0.03392119,-0.0010726675
0.059382453,-0.001298286
0.021283491,-0.0008330792
0.039317001,-0.0010660812
0.025025537,-0.0008358285
0.018480279,-0.0010454878
0.021809665,-0.0012435988
0.04485093,-0.0012673363
0.022413807,-0.00078853965
0.031727945,-0.0009655878
0.048842456,-0.0011425689
0.020468954,-0.00080313534
0.028441679,-0.0009846464
0.017175149,-0.0008298084
0.050715125,-0.0011755899
0.033202591,-0.0010055974
0.05351443,-0.0012287423
0.136141007,-0.0025970712
0.185354024,-0.0027889162
0.214896981,-0.0029711053
0.201549866,-0.0027472302
0.237242602,-0.0029290617
0.249476768,-0.0028673932
0.2786301,-0.0031368062
0.281093775,-0.0030159652
0.244919492,-0.003077127
0.077598055,-0.002047643
0.093986073,-0.002225913
0.128281252,-0.0024140775
0.059073668,-0.002246745
0.091253669,-0.0024320409
0.080327406,-0.002431117
0.167039236,-0.0028125644
0.115165378,-0.002619855
0.127948462,-0.0026227087
0.10136398,-0.0018272623
0.131155535,-0.001573965
0.127143078,-0.0017673597
0.13286622,-0.0021861717
0.106788002,-0.0020053685
0.147129395,-0.0019468144
0.263419795,-0.0030588657
0.270934939,-0.0031454414
0.265106034,-0.0031981096
0.270200831,-0.0031483546
0.268765676,-0.0032244548
0.280626534,-0.0032318234
0.250183503,-0.0030140206
0.261901224,-0.003109686
0.237130222,-0.002956532
0.251141447,-0.0032314956
0.234087538,-0.0032073706
0.213526595,-0.0031330064
0.228791318,-0.0033025742
0.213503737,-0.0032627583
0.21905372,-0.0033599436
0.268108395,-0.0033170357
0.245499417,-0.0032857358
0.241705239,-0.0033606812
0.220015751,-0.003072463
0.218946713,-0.0029760972
0.214614918,-0.0028769001
0.251351663,-0.0031377226
0.248049608,-0.0030488744
0.268375257,-0.0031915382
0.032445589,-0.0020198375
0.051297574,-0.0021168217
0.080753867,-0.0022101924
0.053475013,-0.0022824556
0.085360714,-0.002369009
0.093076311,-0.0025263578
0.162609505,-0.0026984215
0.127912965,-0.0026150718
0.11094496,-0.0024664924
0.169329349,-0.0029138997
0.132666453,-0.002731301
0.173328044,-0.0028072968
0.026400011,-0.0014677495
0.051953281,-0.0017046407
0.074102688,-0.0019334033
0.049462057,-0.0014908537
0.076104261,-0.0017307624
0.073993176,-0.0015174225
0.027674753,-0.001803048
0.049402605,-0.0018673018
0.028543353,-0.0016394928
0.063846511,-0.0021471307
0.041362005,-0.0020825565
0.057399583,-0.0023446158
0.02706153,-0.0008641854
0.022179609,-0.00083928555
0.018173881,-0.0008158311
0.034865464,-0.0009769499
0.028279587,-0.0009531081
0.043171625,-0.0010896698
0.043636556,-0.0011001602
0.026128901,-0.00096512586
0.047157421,-0.0011169091
0.030094345,-0.0008401945
0.040540373,-0.0009277463
0.02836469,-0.0007828921
0.037717452,-0.00095257163
0.045617177,-0.0010646954
0.048381573,-0.0010400489
0.099031555,-0.0014788732
0.0769842,-0.0013494268
0.058346097,-0.0012196228
0.085750544,-0.0013644248
0.062443852,-0.0012323186
0.068307495,-0.0012520924
0.089858823,-0.0020456314
0.086334316,-0.001805462
0.082172697,-0.001556009
0.094995286,-0.0020050257
0.086547972,-0.0017659739
0.091353539,-0.0019680485
0.082973761,-0.0013623163
0.073899134,-0.0013988987
0.077087794,-0.001453869
0.112059124,-0.0015790462
0.088759782,-0.0016182438
0.115337578,-0.0017919019
0.120155223,-0.0015767813
0.106780439,-0.0014680699
