x,y,abs_error_t71
3.2879746,16.367384,0.039446235
3.454666,16.04617,0.059645414
3.3697913,17.008385,0.032110274
3.520632,16.679396,0.0038639307
3.68204,16.355589,0.033999085
3.7532897,16.991407,0.03550601
3.909414,16.665009,0.001969397
4.1367884,16.974428,0.045377076
19.900255,25.199503,0.023696244
19.612156,24.829296,0.049212754
19.324057,24.459091,0.07003337
19.035957,24.088886,0.09365934
20.10933,24.771168,0.06197363
19.81634,24.398634,0.0827257
19.52335,24.026098,0.10183591
20.308622,24.338175,0.082261026
20.010742,23.963312,0.11011416
20.498135,23.900524,0.10160649
18.220798,25.420376,0.022093534
18.780617,25.346752,0.005945444
19.340437,25.273127,0.0075178742
18.512238,25.881155,0.050350666
19.070036,25.806412,0.028520525
19.627832,25.731668,0.020232916
18.803679,26.341936,0.06653541
19.359453,26.266073,0.058834255
4.1849303,14.782154,0.09509975
4.4284515,15.157156,0.079111814
4.671973,15.532158,0.06625605
4.9154944,15.907159,0.048633933
3.935175,15.199855,0.08850682
4.1818633,15.576675,0.07307738
4.4285517,15.953496,0.05701089
3.6917536,15.621193,0.07828784
3.9416087,15.999833,0.055492282
20.261969,23.594294,0.13238782
20.025803,23.288061,0.14370263
19.789637,22.98183,0.14474887
20.667843,23.588467,0.1294207
20.432922,23.283232,0.15464336
20.198,22.977997,0.15958995
20.84004,23.2784,0.16354167
20.606363,22.974161,0.17785132
21.014727,22.970325,0.20151442
5.746736,14.715966,0.0441342
5.2261343,14.738029,0.067795515
4.705532,14.760092,0.08683336
5.528395,14.267434,0.0839771
5.003923,14.287075,0.10144764
4.4794507,14.306716,0.10791713
5.3100543,13.818902,0.10872251
4.781712,13.836121,0.113859475
5.091714,13.37037,0.109607756
6.402071,13.388434,0.08150083
5.9652853,13.382413,0.09627348
5.5284996,13.376391,0.10736638
6.2493963,12.980816,0.087418854
5.8098593,12.972907,0.095604
5.3703227,12.964998,0.09618741
6.096721,12.573198,0.07797551
5.6544333,12.563401,0.07551098
5.944046,12.16558,0.051055014
6.1626697,11.872422,0.038204372
6.3841157,11.581364,0.042218328
6.608384,11.292405,0.03840804
6.29282,12.230606,0.062454164
6.5128546,11.9384985,0.05506432
6.735712,11.64849,0.058386564
6.6415935,12.295633,0.06988984
6.8630395,12.004575,0.07002878
6.990367,12.36066,0.07997358
21.354822,21.976885,0.17274785
21.263784,22.31777,0.19066447
21.15042,22.648916,0.19804376
20.999828,22.01679,0.1828447
20.897629,22.352806,0.19408953
20.7731,22.679085,0.19155425
20.644836,22.056696,0.1907196
20.531471,22.387844,0.19135058
20.289843,22.096603,0.19209588
7.113325,10.65193,0.028432667
7.2484484,10.918311,0.062386334
7.383572,11.184692,0.0924322
7.518696,11.451073,0.11449343
6.9458117,10.865777,0.026767373
7.0805354,11.131981,0.058378696
7.2152586,11.398184,0.08202511
6.7774982,11.079268,0.036604643
6.9118214,11.345294,0.057951152
20.60423,21.081722,0.10035318
20.955902,20.98915,0.08499396
21.307573,20.896576,0.078544915
21.659243,20.804003,0.07618797
20.854427,21.38011,0.12372005
21.20197,21.286026,0.10776186
21.549511,21.191942,0.0949204
21.104624,21.678497,0.15433466
21.448036,21.582903,0.1310839
7.255689,10.428331,0.012674868
7.3928504,10.2002125,0.0041576624
7.52481,9.967575,0.035068274
7.3830104,10.672556,0.059962273
7.5227733,10.446697,0.051543474
7.657334,10.216319,0.03416699
7.652696,10.693181,0.091112256
7.789858,10.465063,0.08243877
7.9223814,10.713807,0.11858821
21.949673,19.762985,0.095146656
21.868174,20.114244,0.10472453
21.771364,20.46125,0.08624768
21.596424,19.851046,0.09200913
21.507269,20.20018,0.091032624
21.402803,20.545057,0.07843578
21.243174,19.939108,0.0868392
21.146364,20.286114,0.08143318
20.889923,20.02717,0.085722566
8.279898,10.064376,0.11136192
8.028202,10.032109,0.056883276
7.776506,9.999842,0.013633907
8.221829,9.7537365,0.05639106
