step,phase,c_lambda,e11_lambda,e22_lambda,e12_lambda,allen_cahn_lambda,force_balance_lambda,k_reg_lambda
898,adam,269.12254326021673,3.763322876733755,1.114837853689175,1.2512583341715067,651.3215599,144.5842162585121,612.5798984204891
899,adam,269.12254326021673,3.763322876733755,1.114837853689175,1.2512583341715067,651.3215599,144.5842162585121,612.5798984204891
900,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
901,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
902,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
903,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
904,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
905,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
906,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
907,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
908,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
909,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
910,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
911,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
912,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
913,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
914,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
915,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
916,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
917,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
918,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
919,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
920,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
921,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
922,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
923,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
924,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
925,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
926,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
927,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
928,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
929,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
930,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
931,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
932,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
933,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
934,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
935,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
936,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
937,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
938,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
939,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
940,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
941,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
942,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
943,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
944,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
945,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
946,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
947,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
948,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
949,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
950,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
951,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
952,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
953,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
954,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
955,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
956,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
957,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
958,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
959,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
960,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
961,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
962,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
963,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
964,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
965,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
966,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
967,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
968,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
969,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
970,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
971,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
972,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
973,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
974,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
975,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
976,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
977,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
978,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
979,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
980,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
981,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
982,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
983,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
984,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
985,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
986,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
987,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
988,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
989,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
990,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
991,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
992,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
993,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
994,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
995,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
996,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
997,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
998,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
999,adam,258.8419580863677,3.56104221261176,1.1033540681912104,1.2427840585454486,686.18940391,134.23159183272148,651.3219085784402
1000,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1001,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1002,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1003,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1004,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1005,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1006,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1007,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1008,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1009,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1010,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1011,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1012,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1013,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1014,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1015,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1016,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1017,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1018,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1019,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1020,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1021,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1022,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1023,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1024,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1025,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1026,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1027,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1028,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1029,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1030,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1031,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1032,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1033,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1034,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1035,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1036,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1037,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1038,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1039,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1040,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1041,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1042,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1043,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1044,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1045,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1046,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1047,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1048,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1049,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1050,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1051,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1052,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1053,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1054,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1055,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1056,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1057,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1058,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1059,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1060,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1061,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1062,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1063,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1064,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1065,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1066,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1067,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1068,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1069,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1070,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1071,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1072,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1073,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1074,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1075,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1076,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1077,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1078,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1079,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1080,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1081,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1082,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1083,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1084,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1085,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1086,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1087,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1088,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1089,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1090,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1091,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1092,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1093,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1094,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1095,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1096,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1097,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1098,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1099,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1100,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1101,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1102,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1103,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1104,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1105,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1106,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1107,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1108,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1109,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1110,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1111,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1112,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1113,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1114,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1115,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1116,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1117,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1118,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1119,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1120,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1121,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1122,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1123,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1124,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1125,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1126,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
1127,bfgs,511.13500607317974,1.4219843330829538,9.815831466337205,0.9999999986182951,1000.0,50.21804033473628,1000.0
