field,train_mean_abs_error,train_rms_error,train_max_abs_error,test_mean_abs_error,test_rms_error,test_max_abs_error,train_nrmse_pct,test_nrmse_pct,train_mean_pct_error,test_mean_pct_error
c,0.017883384009373803,0.023387164064089975,0.18008367200000003,0.10723275157220447,0.12105658853018172,0.24411018299999998,2.3387164064089974,12.105658853018172,22.998133522539753,14.560516673665393
e11,0.0005160237896911988,0.0006692947861163232,0.0043511439999999995,0.0015920766592221404,0.001957094124986456,0.007033324999999998,1.5809616486526024,4.6229117850458765,,
e22,0.0001847034452855003,0.00024100407675282083,0.0031636921600000003,0.000362710335643099,0.0004476903999378631,0.00206877883,2.1478059085838046,3.989775190354884,,
e12,0.00033898864552925876,0.0004410748646040366,0.003258971999999999,0.0008384420561426518,0.001080691581797794,0.003821085,1.8531186962814374,4.540385172347734,,
