x,y,grf_interpolated,pred_k
12.517705,17.640785,0.8455484,0.87791836
12.685186,17.841648,0.9047776,0.89282054
11.605306,20.321178,1.0566349,0.8861195
16.242828,4.255839,1.3430239,0.8057869
11.760441,20.463978,1.0900666,0.8989255
10.346283,22.459187,1.0628433,0.8628555
10.250137,22.255968,1.0397668,0.8525581
12.398728,19.301748,1.0190204,0.910062
20.975687,12.331566,0.9413759,1.3460402
12.741656,19.153906,1.0749074,0.927928
15.886783,32.150654,0.7581556,1.538093
11.298934,22.627941,1.3141369,0.9237855
10.351514,22.031002,1.0397663,0.8530702
10.698141,21.188173,1.0377862,0.85324806
11.070689,21.230465,1.1171378,0.87593794
10.780841,23.682901,1.3438482,0.9184413
7.746753,21.914204,0.86114943,0.7159382
20.635271,6.0537577,0.951464,1.1399301
12.083445,19.762877,1.0311372,0.90175354
12.128824,19.544998,1.0086336,0.8992949
10.955166,22.288166,1.1781437,0.89451605
10.943516,21.837812,1.1485647,0.88293153
10.577131,22.017889,1.0777423,0.86574495
10.584709,22.482117,1.1028849,0.8772582
12.1142235,18.388086,0.84579015,0.8710834
12.627415,18.932188,1.0211565,0.91534555
4.3684974,37.12438,0.9546082,0.90635157
4.4913635,37.31004,0.9507752,0.91793674
10.668105,22.724968,1.1391485,0.88803685
13.4815645,26.580269,1.187005,1.1797382
10.685895,21.810036,1.089538,0.8671404
10.119509,7.7555943,1.4512191,0.57805717
10.714181,22.265785,1.1185656,0.8796674
20.480831,5.9099383,0.9465733,1.1245666
12.669211,6.5765057,1.6294346,0.6656077
17.478971,19.257761,1.0289712,1.2699835
18.558437,4.2783766,0.98049235,0.9483623
5.90457,12.889327,1.6141592,0.50543475
12.62693,19.325909,1.0668204,0.9249066
12.460672,19.852533,1.0905777,0.92736906
18.386005,7.610593,0.8818828,1.0189191
3.5805225,37.7814,0.96760297,0.88340783
18.73917,4.4664154,0.95441955,0.96485233
7.2621946,32.402664,1.1797268,0.9372091
20.76568,12.364218,0.93616295,1.330104
3.7833445,33.293583,0.9780199,0.78010005
3.4191747,33.457886,0.97738326,0.7674158
14.869598,10.421625,0.96805614,0.8565823
14.638267,10.351275,0.9582648,0.8412196
21.41156,16.216118,0.9492953,1.4984853
17.735886,16.761965,1.0868767,1.2180164
17.592155,16.59,1.1059959,1.2020378
15.452085,19.076548,1.2545286,1.1108916
10.771155,26.21613,1.7850932,0.98342365
14.514875,11.090123,0.95691276,0.85001796
14.5422125,11.4451475,0.96895736,0.8595056
10.770418,28.355198,1.6219518,1.0419548
1.1283853,28.134739,1.1345994,0.5760928
10.924598,28.178078,1.6310624,1.0471711
20.960546,11.998186,0.94147354,1.3349677
10.86758,7.3314185,1.4572395,0.60072124
10.902547,22.772333,1.2050881,0.9032027
11.060136,22.551863,1.2281003,0.90729815
11.910091,12.195556,0.771448,0.7291357
11.345319,25.585648,1.8256365,1.0035146
11.564785,36.3751,0.76082695,1.3421936
1.2721305,32.02363,1.0590113,0.6502891
21.765224,20.142004,0.9855287,1.6479273
16.392315,9.653615,0.9145815,0.93456894
16.293013,9.472562,0.9251479,0.92384326
14.321743,18.334011,1.3249884,1.0111766
14.881119,17.973434,1.3113132,1.0404092
6.768199,20.237833,0.82984644,0.6422367
6.6099434,19.930079,0.8033522,0.6306191
18.109798,7.346267,0.88392264,0.99322724
7.385116,14.638013,1.3361231,0.5761298
21.32406,16.432268,0.9437506,1.4978029
4.051842,19.913902,0.92853975,0.5413239
12.431667,24.655005,1.7825878,1.0506247
10.74047,7.54622,1.4728235,0.5988495
5.891966,13.128095,1.6175133,0.5079294
21.146992,13.950285,0.94686055,1.4082081
15.433811,4.5470786,1.472294,0.76676834
17.984917,16.454983,1.0602145,1.2285725
1.3915802,32.213924,1.0529232,0.6583365
17.994116,16.666872,1.0560708,1.2353586
5.715884,34.988808,1.0375212,0.9205857
5.5084753,34.998684,1.0315368,0.90955377
11.637936,36.162792,0.75431216,1.3406756
18.562366,8.496438,0.8842388,1.0540994
11.153322,23.55546,1.4390504,0.9381408
1.7612875,25.622229,1.1476442,0.5556522
10.924588,23.488037,1.3413627,0.92232704
8.942994,28.40475,1.5075461,0.92890257
8.743061,28.42807,1.467005,0.917744
7.367743,10.478444,1.5305545,0.52000475
7.2660923,14.255657,1.4687312,0.5664339
8.339872,20.3383,0.8260565,0.7123614
11.8593645,36.123024,0.753804,1.355706
8.388108,20.555061,0.8385037,0.7188899
5.4546185,39.831497,0.9775972,1.0449679
17.142073,13.409386,1.123107,1.0809531
17.055435,13.206041,1.1165044,1.0693095
13.931789,14.407724,1.0061158,0.8893726
21.102703,13.575285,0.9469428,1.3933564
14.174627,14.362935,1.0361025,0.90347534
2.3057039,25.424566,1.0450817,0.5692462
2.1603348,25.613125,1.0671867,0.56767637
2.1631684,25.176188,1.09718,0.5609675
10.837237,24.358082,1.5424968,0.93899655
15.041917,14.600747,1.0995398,0.9653142
14.906384,14.412695,1.084102,0.9517295
1.2954013,33.205673,1.0321113,0.67465645
6.4132123,26.347239,0.92776865,0.7455962
17.122133,8.01392,0.9042024,0.94329536
21.684536,19.955957,0.9851097,1.6354926
21.822704,19.813953,0.9882282,1.6426793
4.264231,19.481028,0.89273334,0.5417666
8.243993,27.206213,1.3376937,0.8586107
15.280457,11.560947,0.96016514,0.9078698
14.74014,11.3866,0.9721014,0.8702178
7.5831933,10.378022,1.5534514,0.52548146
12.550246,23.949114,1.7482979,1.0393964
12.701733,23.790573,1.7203016,1.0453907
9.072268,37.921024,0.9113166,1.2155629
15.702323,32.207478,0.7463919,1.5252012
5.706843,34.629105,1.0577254,0.91035616
17.58812,3.417705,1.1563276,0.86711854
5.79597,35.194317,1.0252386,0.930613
14.524769,33.533047,0.6641713,1.4748061
15.764165,13.147175,1.0418104,0.97771764
4.543776,36.38723,0.96715075,0.8955997
9.9091835,21.544132,0.96275026,0.81717885
9.678011,21.6872,0.97273767,0.8078399
6.7138987,11.495269,1.5961589,0.5124733
8.076367,9.466789,1.4653358,0.5298414
8.805697,8.620388,1.4293276,0.54309726
6.6170216,26.301949,0.93899703,0.7542348
19.146349,5.3196316,0.91683924,1.013642
12.915652,29.47722,0.85095334,1.2247275
13.069859,29.315012,0.8466576,1.2311662
15.332533,17.98176,1.3069105,1.0725385
11.227243,7.154885,1.4592946,0.6125324
15.571031,18.151049,1.2943995,1.094265
8.096962,26.702822,1.2861359,0.83842766
7.9333305,26.867523,1.2615734,0.8335775
19.278269,25.338963,0.8526917,1.6006354
7.6025724,21.750221,0.8518464,0.706076
11.9277115,12.653727,0.77508336,0.73879987
8.235893,30.165667,1.2952743,0.9336838
1.1640041,35.183285,0.9636678,0.71128875
8.105481,29.987736,1.3175725,0.9213889
13.977676,5.762817,1.5782498,0.7139601
5.666825,25.218782,0.7650889,0.68903166
5.8311605,25.071646,0.75243944,0.6931529
9.455715,21.555876,0.9624015,0.79308003
11.421721,25.994951,1.8472623,1.019609
18.582096,27.44168,0.8117293,1.6084166
19.861227,24.948309,0.8818154,1.6368967
13.619367,13.608389,0.93750733,0.85225224
5.6782784,13.234105,1.6077124,0.50305885
1.396186,33.41415,1.0261484,0.6827356
10.671679,37.129345,0.80787766,1.3018845
13.878429,5.9596667,1.5739651,0.71257013
20.800964,8.609488,0.9461718,1.2240037
19.317347,5.4911327,0.92100495,1.0298862
18.994606,4.1404567,0.9705852,0.97395086
1.3022156,32.807083,1.0431827,0.66685057
7.6384935,22.114052,0.8705235,0.71491814
1.5907778,25.230368,1.1973035,0.5447403
16.466257,31.23156,0.75223297,1.5552603
17.285074,5.4855084,0.98499316,0.8947768
1.570603,25.479362,1.1806526,0.5478598
16.669928,30.892109,0.7497308,1.5608962
16.4701,31.00304,0.74942464,1.5483145
10.747952,36.917698,0.79981333,1.3004967
15.07498,13.384663,1.0447645,0.93784374
17.088396,29.527397,0.7415125,1.55163
15.01365,32.559704,0.7161217,1.4819124
1.2672184,33.60848,1.019109,0.68185955
1.1790444,34.808475,0.97614354,0.70376635
12.316796,30.019272,0.86994517,1.1975057
1.4072908,32.60849,1.0457085,0.6667563
20.57748,23.493763,0.92606306,1.6516573
4.9349976,14.238218,1.5634825,0.49416465
1.242136,36.60121,0.9215259,0.7462189
12.718715,30.158329,0.8058358,1.2309899
17.973864,4.884373,0.95696026,0.92469436
2.5089774,39.185265,0.97151,0.8676019
21.184063,21.95976,0.9625802,1.6551234
7.1152616,11.4959955,1.6013904,0.52471733
21.467281,16.61615,0.9569515,1.5152829
5.182861,13.904885,1.5784137,0.49707392
20.83383,9.009488,0.9496322,1.2379771
18.098845,5.0678625,0.9378629,0.9371204
20.70123,6.403114,0.95111966,1.1544712
13.618375,14.892998,0.9715169,0.8812722
14.292544,33.592316,0.6555768,1.4586027
13.82724,14.980501,1.0092734,0.8962015
5.0975566,39.860573,0.9740186,1.0249672
2.6950734,39.200947,0.9739258,0.87716275
5.2747855,39.73247,0.9763095,1.0314323
6.461837,39.638298,0.98243666,1.0999488
17.571033,27.817001,0.76311225,1.5372499
7.2005897,19.661978,0.78012353,0.6497635
7.114628,11.727815,1.6017191,0.5275997
18.05758,7.9580536,0.8780056,1.0049343
14.007143,24.667631,1.3929473,1.1625321
12.152211,35.85226,0.73368686,1.36864
14.138928,24.499418,1.3785319,1.1673529
8.403792,21.913687,0.9278521,0.74721706
1.1933248,36.250233,0.93074363,0.73618793
1.1623737,35.8995,0.9411366,0.72703224
11.267083,36.626514,0.7735539,1.3285913
1.644256,33.017105,1.0319946,0.68399954
21.579168,17.41615,0.96804667,1.548989
20.735487,12.573039,0.9359994,1.3338335
21.177938,20.880554,0.96202,1.6215283
21.016594,13.77557,0.9448777,1.3923268
8.537863,22.075966,0.95944405,0.75722855
17.555445,27.576595,0.7618732,1.5284711
21.523224,17.01615,0.96392655,1.5321245
2.6018822,18.192116,1.3733683,0.4794969
20.701927,8.818975,0.9459137,1.2223079
13.658329,5.972141,1.6133953,0.70194805
2.3474953,36.720013,0.96108556,0.7969895
8.774936,38.534187,0.92352176,1.2150228
4.1914077,15.238218,1.5122583,0.48587462
2.3860903,19.838686,1.2598772,0.4936532
21.326887,18.06888,0.955509,1.5479126
21.724602,19.623213,0.9868819,1.6286466
7.8401594,9.804008,1.4973713,0.526494
8.05561,9.703586,1.5037961,0.5321303
4.309642,19.938711,0.88515496,0.5496565
20.768862,8.208021,0.94331026,1.2101239
20.669825,8.417509,0.9424831,1.20844
14.303692,5.550863,1.566791,0.7265133
6.8117785,27.443789,1.0964277,0.78915066
3.9184773,37.889835,0.9651214,0.9036904
21.078194,12.494966,0.9442671,1.3591621
9.062979,8.388015,1.4271709,0.548821
2.4888813,19.679129,1.256751,0.49433833
3.5520627,33.27902,0.9776631,0.7692333
7.006811,32.40705,1.1868728,0.92276925
12.681701,19.54425,1.0994519,0.9337353
9.103976,38.33111,0.90879154,1.2308835
1.4163944,33.009052,1.0370536,0.67518866
1.2334607,27.936146,1.1281211,0.5761013
1.4507388,26.721737,1.1165082,0.56332976
12.488202,19.648008,1.073974,0.9240761
14.8805685,5.0540075,1.5581683,0.74704945
3.2651846,17.51785,1.410705,0.48834208
16.27371,30.885204,0.76234424,1.5287893
14.817956,5.26551,1.5557038,0.7477746
14.607552,5.3136783,1.5694019,0.73770624
7.8214607,13.839203,1.3791434,0.580169
7.236459,21.903206,0.8729299,0.69261503
20.77342,7.462186,0.9440091,1.1894348
3.767481,37.715904,0.96545553,0.89117736
10.90242,25.490444,1.7433306,0.9725011
1.2868043,36.06815,0.93751854,0.7358882
4.4115644,15.143104,1.5410867,0.49058503
2.1842346,21.021667,1.2399867,0.50320554
18.73594,19.725668,0.90061474,1.38444
19.144974,26.402855,0.85268503,1.622556
18.858387,19.574562,0.9014666,1.3898618
2.3794034,19.507109,1.2704977,0.48945233
6.149533,39.759766,0.985509,1.0845016
14.87011,11.04376,0.966326,0.8704635
12.445708,35.563152,0.7082865,1.3811806
12.742717,35.27314,0.69240254,1.3941097
21.435726,17.2323,0.95923716,1.5314403
21.13829,21.71952,0.96203285,1.6439394
20.398418,23.857399,0.91445374,1.6479353
21.093653,16.464296,0.92658806,1.47969
14.721857,11.16298,0.966186,0.86409855
9.284824,8.369073,1.4475672,0.55624753
19.555624,3.919581,0.9598139,1.0064799
12.439672,18.523376,0.9225834,0.8939301
15.154461,4.79954,1.5223693,0.75667375
16.945705,3.513096,1.2359916,0.8308369
12.321187,18.335072,0.87355775,0.88227737
4.51066,27.004082,0.9129137,0.6760345
4.6647487,27.144348,0.9196569,0.6851048
12.647733,24.514181,1.7429159,1.0615379
13.294294,18.989296,1.2056296,0.9593145
1.2871639,36.94928,0.91402334,0.75617206
8.29781,32.092987,1.1353617,0.9899598
2.3372338,20.843334,1.2316737,0.5049626
20.203913,23.987526,0.89955735,1.6357597
16.47738,30.545753,0.7499857,1.5344054
1.3344506,36.413216,0.9284657,0.7457283
3.4018981,39.61645,0.96714896,0.9244813
8.412386,31.883467,1.1379868,0.9910855
21.051062,21.244589,0.95777535,1.6220992
18.191565,28.131802,0.7849532,1.59786
15.118786,32.953014,0.70631754,1.5028151
2.4846144,20.031769,1.2431817,0.49858743
2.2592928,20.621668,1.246059,0.500101
17.9565,3.3671737,1.1255069,0.88864845
14.706595,18.158833,1.3195361,1.0331199
1.0996363,27.356962,1.1200411,0.5627543
1.3691027,25.582329,1.1767111,0.5435571
1.1295884,25.921032,1.1478167,0.5417243
1.4394703,27.140757,1.108611,0.56961656
14.7997465,18.339033,1.3237383,1.0443627
21.023218,12.8232,0.94359505,1.3644657
14.904522,11.4941025,0.9741182,0.88275766
18.00607,28.265575,0.77079564,1.5868397
15.120617,11.386923,0.9653445,0.8937621
17.917757,17.10879,1.0591373,1.2420964
2.1091764,21.421667,1.2436773,0.50636125
18.171684,16.784807,1.0305338,1.2526407
1.0913017,26.961237,1.119212,0.5563368
13.039725,34.983124,0.6870397,1.4071922
10.076519,37.62757,0.8523798,1.2757205
9.482213,21.318575,0.93765193,0.78929055
10.304331,36.99633,0.8358652,1.2714213
1.5231297,36.046196,0.94568235,0.7451588
21.677464,20.47229,0.98071504,1.650717
15.367172,17.72563,1.3065704,1.0681545
1.2002579,30.079184,1.1112126,0.6115947
1.286505,32.412518,1.0518537,0.6584217
3.649778,38.18141,0.9724576,0.8977456
12.920598,13.819971,0.79867923,0.81617576
19.315964,3.9098365,0.970307,0.9899066
18.353813,3.426916,1.0634453,0.91502637
4.8598323,35.420834,1.0001165,0.8863266
17.239792,28.5296,0.76429766,1.5325748
20.302574,5.0314035,0.9421013,1.0878986
17.050081,5.508868,1.0168259,0.88066095
18.49507,8.14935,0.8811675,1.0403408
18.390118,8.334908,0.88175505,1.0377072
20.04029,24.584673,0.89019173,1.640553
19.324038,26.039219,0.86333853,1.6260948
5.155154,14.143104,1.5807843,0.4991096
21.19128,14.325285,0.945285,1.4231019
4.0316896,37.41239,0.9597341,0.8965893
3.5878868,39.554184,0.9675847,0.93249774
8.479271,9.525189,1.4988716,0.5437908
20.939796,12.651499,0.9409793,1.3526208
2.4205496,19.182835,1.2865202,0.4866025
2.336649,20.215307,1.2541955,0.49702743
12.898905,6.5920634,1.6293845,0.67646384
20.932432,10.209488,0.9543732,1.2803298
13.015707,6.396599,1.6454967,0.67859405
15.709899,4.2932763,1.4259533,0.7768012
2.1211803,24.733551,1.1414603,0.5529546
17.070593,28.857622,0.75974405,1.5291255
15.370323,4.7533784,1.4872121,0.7673625
8.073982,21.642164,0.8637686,0.72579193
18.264256,20.002161,0.91133916,1.3545357
3.3468566,16.552681,1.424625,0.47925103
18.44898,19.913414,0.9032601,1.3668002
15.011256,14.182154,1.0782325,0.95300305
2.8456302,39.038548,0.9734938,0.880265
2.057504,38.62689,0.94555575,0.83146095
1.8605309,38.507008,0.9357407,0.8192937
5.8093762,39.800613,0.98221797,1.0651513
3.5297935,16.443375,1.4440095,0.4826244
2.41459,20.436974,1.2379758,0.5018377
3.9435444,15.571552,1.4753674,0.4832544
15.486274,13.62904,1.0641258,0.97097373
21.780281,18.536404,0.9729197,1.6000165
21.880423,19.119047,0.9819182,1.6262167
7.9999514,21.860859,0.87196976,0.7267103
16.073479,30.995653,0.77182686,1.51624
20.219355,24.221037,0.90183985,1.6442327
21.052896,13.19695,0.9455273,1.378002
11.860891,15.725452,0.698771,0.79740304
5.968233,39.68703,0.9847449,1.0712509
11.914803,15.940287,0.70918506,0.80495834
3.3699436,16.768196,1.4390204,0.4822929
15.149408,18.486235,1.3012036,1.0730051
11.102931,25.63239,1.7970327,0.98907435
7.4508357,39.226246,0.9579641,1.1495541
8.445264,38.71042,0.9357294,1.1984881
15.052545,18.305939,1.3114349,1.0612882
12.61488,30.601444,0.78111315,1.2369272
12.829824,30.568031,0.7676534,1.25173
13.748081,19.971256,1.3364192,1.0147132
17.68349,29.19802,0.7721417,1.589692
13.842076,19.782265,1.3438642,1.0161647
1.7595341,32.81341,1.0305568,0.6842174
15.308084,18.907509,1.2706612,1.0958076
21.7559,19.261639,0.9836562,1.6201868
21.105171,14.52557,0.94099605,1.4220653
1.208477,34.408478,0.9900998,0.6963646
1.6763848,38.220562,0.9257488,0.8037501
2.1342924,24.309435,1.1678252,0.54701704
1.8398966,23.697088,1.2523096,0.5297085
3.0882215,39.515373,0.9697352,0.905473
7.7834263,39.05898,0.94973063,1.1658428
13.338982,6.181465,1.6413621,0.69018745
20.866697,9.409488,0.9527152,1.2520245
19.308596,25.805708,0.85901487,1.6175873
15.411712,18.732227,1.275574,1.0985323
7.5675955,39.04358,0.95529574,1.15133
12.85595,19.915388,1.1631367,0.9541302
3.5046153,16.224028,1.4266506,0.47948852
3.1909194,16.882183,1.4259026,0.4790953
19.214266,5.1308527,0.9195593,1.0135597
13.545432,25.802889,1.3556318,1.1616819
2.7378697,17.872498,1.4074999,0.47917128
21.04467,22.35976,0.9542749,1.6557662
13.701415,25.647678,1.3419769,1.1685522
9.304291,27.032843,1.5612892,0.9147657
9.472279,26.893122,1.5951912,0.9211369
1.5628461,37.911453,0.9195105,0.7910696
13.235807,6.3841243,1.6313646,0.68877804
18.804169,3.5323207,1.0265261,0.9466041
2.4173548,21.683046,1.1975509,0.5181225
8.697645,28.648481,1.4594194,0.92081285
16.884724,29.866848,0.73776186,1.5458272
16.262438,31.56799,0.7549245,1.5495813
8.86044,27.979841,1.4827055,0.9130216
16.707361,9.095819,0.91525716,0.94189453
16.616236,8.913555,0.9231208,0.9316057
13.274482,26.43138,1.2871059,1.1602958
6.914897,11.379769,1.6009738,0.51712567
13.337981,26.21185,1.3239989,1.1585033
14.821777,33.24303,0.67855215,1.4887456
1.2146324,30.468073,1.0964348,0.61907405
12.807501,35.042393,0.68435836,1.3915242
1.3355209,25.836695,1.1619325,0.5463734
8.781544,20.581532,0.8652445,0.7382712
12.946279,24.090675,1.6775188,1.0704601
17.332857,19.600506,1.0344721,1.2685096
13.336734,34.693108,0.6858572,1.4204255
2.357457,37.107765,0.9622305,0.8070033
20.908102,22.757067,0.94529927,1.6565725
13.401518,34.46236,0.6749972,1.417915
13.930752,34.113075,0.6808554,1.4473327
15.899072,4.2441826,1.4006056,0.7862486
18.131992,3.4981818,1.0930982,0.90261686
18.122782,16.99518,1.0346389,1.2548773
15.106294,18.069698,1.3104348,1.0587972
1.9395468,22.572088,1.2532476,0.5169817
1.9787298,22.202005,1.252818,0.5130969
20.72412,22.900923,0.9340935,1.6456578
17.484613,29.5343,0.7646416,1.5840508
16.584322,4.0855794,1.293699,0.82185584
20.665071,7.287353,0.94260097,1.1763104
20.833395,10.418976,0.95159394,1.2785904
20.9653,10.609488,0.9525796,1.2945821
17.773058,3.5043814,1.1483334,0.88037866
20.160675,4.7171392,0.9402302,1.0693824
17.284786,29.645231,0.7492542,1.5712867
18.966904,26.763588,0.8406548,1.6190434
4.163701,15.476438,1.5104619,0.48788905
21.27986,15.075285,0.9409375,1.4530045
9.744501,7.9650803,1.4392334,0.567175
10.4962,7.543473,1.4586074,0.5893155
4.439271,14.904885,1.5387869,0.48856583
5.4307237,13.571552,1.5974399,0.50005764
4.6871343,14.571552,1.5525583,0.49132887
21.635336,17.816118,0.9695793,1.5658898
3.719011,39.706963,0.9664982,0.9437715
1.3386325,34.216957,0.99950105,0.6973411
21.63001,18.393375,0.96907353,1.5831002
21.853722,19.475925,0.98721874,1.6349167
20.998167,11.009488,0.94971365,1.3088975
20.89913,11.218976,0.9455387,1.3071387
1.8731133,23.322088,1.2537359,0.52539945
17.052876,28.639791,0.7639786,1.5208534
7.119587,39.394154,0.96359605,1.1336205
6.278036,39.60397,0.9856909,1.0875623
21.491894,17.632269,0.9636323,1.5483212
21.379782,16.8323,0.9524173,1.5145991
21.031033,11.409488,0.9468649,1.3232725
6.3106356,12.189908,1.6410686,0.5088781
15.667134,32.39249,0.7469828,1.5283154
15.180736,32.727467,0.7090336,1.5004711
2.7621813,18.064613,1.3950738,0.4819935
3.03542,17.21203,1.4332827,0.47898066
20.602612,10.437939,0.947197,1.2609563
20.569744,10.037939,0.9484407,1.2468692
14.589553,33.3023,0.65751195,1.4724456
1.257756,31.634739,1.0656722,0.64228886
1.7502472,24.855864,1.2078307,0.5438334
1.2433814,31.24585,1.073111,0.6344202
12.300856,6.7211456,1.5862266,0.6514084
12.162084,6.8963704,1.5568906,0.64810884
20.752798,6.7517247,0.94931275,1.1680121
15.651869,4.5015826,1.4420346,0.77774227
1.2378477,34.00848,1.004806,0.6890616
1.368003,33.816956,1.0132154,0.6900395
2.0344748,21.81789,1.2495189,0.509529
1.7899371,25.100119,1.1850241,0.5486169
1.2290069,30.856962,1.0834991,0.62668216
1.1571343,28.912518,1.1406405,0.58991915
1.7082803,38.033337,0.92684,0.8005381
4.049259,39.780144,0.9652887,0.96367294
8.22869,38.700634,0.93909645,1.183754
1.2837892,35.004658,0.97191304,0.7121346
14.22776,33.82306,0.67026275,1.4610004
13.995535,33.882328,0.66599536,1.4448977
11.581041,7.00646,1.4785771,0.6248829
11.100418,7.346598,1.4675591,0.61025935
20.753841,23.131735,0.93623734,1.655222
5.4030175,13.809771,1.5978576,0.5020995
3.2123532,17.094213,1.439404,0.48205933
19.263382,25.105726,0.85088885,1.5921912
6.0858364,13.256429,1.6104567,0.51518303
10.369088,7.7582746,1.4711566,0.5875115
1.3053331,29.88059,1.1090101,0.6115624
14.886561,33.012283,0.6828829,1.4864222
21.044416,16.06099,0.92226535,1.4633983
7.1300683,10.814936,1.5419242,0.516809
3.9037275,39.638878,0.9665849,0.9517375
4.397785,39.824116,0.9654466,0.9841456
4.5816784,39.729908,0.9675351,0.9916712
1.4532553,37.60016,0.91456926,0.7787125
4.7456646,39.855286,0.9694578,1.0046245
8.116759,38.886097,0.9428021,1.1822493
1.1427598,28.523628,1.1397232,0.5829444
1.2622097,28.713923,1.1347327,0.58991164
1.1715089,29.301407,1.1354196,0.59701836
1.2909586,29.491701,1.1220523,0.60421914
2.5031385,19.356611,1.27304,0.4907764
2.5437815,18.524103,1.3360313,0.48191154
19.821997,4.153348,0.9472167,1.0308298
20.53735,5.711399,0.94939727,1.1233325
21.323458,21.559761,0.96821713,1.6544899
21.864105,18.896824,0.97822744,1.618049
1.2478352,28.325035,1.133361,0.5829449
1.3484567,31.047256,1.0710919,0.63436186
1.0590109,26.161774,1.1334662,0.5432847
1.083397,26.56173,1.1232923,0.5499907
2.187474,21.639557,1.2394077,0.5112868
1.9647582,23.519178,1.2404666,0.5307169
9.762677,37.868237,0.87314945,1.2614859
9.432036,38.100746,0.89262193,1.2460208
2.6500192,20.469654,1.1795659,0.5085266
2.886069,17.545158,1.425762,0.47908223
21.249199,18.283886,0.95106673,1.5480083
6.310082,12.421773,1.6466202,0.51165044
8.287844,9.378,1.4716285,0.53557533
8.548816,8.858026,1.4217749,0.5375727
21.235569,14.700285,0.9428385,1.4380349
6.512267,11.842588,1.623156,0.51065373
9.376935,8.16702,1.4272455,0.55679697
9.994081,7.9677606,1.4615004,0.57634705
9.20268,38.11717,0.9028575,1.2307613
9.851072,37.657314,0.8646922,1.2608508
16.844458,3.6963048,1.2676806,0.8287953
17.179842,3.4486048,1.1880264,0.84325665
16.88816,29.638083,0.74140507,1.5388921
1.5541214,27.337841,1.0952845,0.57633567
2.0703745,22.399094,1.2475759,0.51821655
2.1181386,22.028229,1.2467146,0.51455116
21.463203,21.165981,0.9719746,1.6540837
21.579609,20.802673,0.97594917,1.6526687
1.1858834,29.690294,1.125251,0.6042431
13.633743,34.40309,0.6844117,1.4338068
20.503729,10.647414,0.9435188,1.2592278
14.204445,5.7477126,1.5549327,0.7250902
1.1140108,27.74585,1.1271974,0.5693632
1.219086,27.547256,1.1221943,0.56937945
3.7025754,15.897081,1.4406934,0.4807908
3.7003274,16.121109,1.4510963,0.48328573
19.503101,25.675581,0.8710051,1.6296659
19.845787,24.7148,0.87788314,1.6284113
21.3638,15.824605,0.9431467,1.4826357
9.628196,8.167065,1.4509434,0.56572133
6.9093227,39.360252,0.9693092,1.1192441
1.610507,37.724514,0.92217517,0.78860754
10.96938,36.87793,0.7874271,1.3151544
1.3340822,30.658367,1.0810068,0.6266326
4.6594276,14.809771,1.5575446,0.49335325
3.1255298,17.848392,1.3772793,0.4886552
6.789736,39.53033,0.9728703,1.1170324
7.900186,38.876316,0.9456816,1.1676874
21.278036,21.325743,0.96736753,1.6435272
20.173586,23.52078,0.89781547,1.6188724
20.382977,23.62389,0.91272974,1.639468
4.907291,14.476438,1.567462,0.4961945
1.4448524,27.538912,1.1076347,0.57619613
13.698526,34.172344,0.6732855,1.4313338
9.528048,37.88973,0.88619983,1.2458613
