step,phase,c_loss,e11_loss,e22_loss,e12_loss,allen_cahn_loss,force_balance_loss,k_reg_loss,interp_c_loss,interp_e11_loss,interp_e22_loss,interp_e12_loss,total_loss,test_total_loss,test_c_loss,test_e11_loss,test_e22_loss,test_e12_loss,test_allen_cahn_loss,test_force_balance_loss,test_k_reg_loss,test_interp_c_loss,test_interp_e11_loss,test_interp_e22_loss,test_interp_e12_loss,k_std,k_min,k_max
10,adam,0.054738515086712375,0.4232324246437319,1.7798330360843289,12.557197386218656,3.915160496328627e-05,1.0215324026273354e-05,3.8211978943117204,0.04509244450638371,0.4377701628592707,1.8570165634155273,13.051203173975791,6.189299137361588,3.9520108699798584,0.19851651787757874,0.23212005198001862,0.7263002991676331,7.714637279510498,3.4461398172425106e-05,1.1670898857119028e-05,3.9276700019836426,0.0,0.0,0.0,0.0,0.004593644756823778,0.132188081741333,0.151113361120224
11,adam,0.05362077658214877,0.40442091611123854,1.6938939402180333,12.321895630128923,3.494365005134304e-05,1.478313090281576e-05,4.017017741357127,0.04465641898493613,0.4237637000699197,1.783795960487858,12.909968960669733,6.020900926282329,3.7928173542022705,0.19403965771198273,0.21562466025352478,0.6703738570213318,7.421454429626465,3.093236227869056e-05,1.9021712432731874e-05,4.097259521484375,0.0,0.0,0.0,0.0,0.004309495445340872,0.12681834399700165,0.14460532367229462
12,adam,0.0520571417385532,0.3786239383682128,1.5845723113706034,11.965212175923009,3.169177427715171e-05,2.6110582703333948e-05,4.163895299357753,0.043730551316853494,0.3936962148835582,1.6534620254270491,12.525193060598065,5.766367481600854,3.6116397380828857,0.1890186220407486,0.19660057127475739,0.6133018136024475,7.061911582946777,2.8206221031723544e-05,3.6173030821373686e-05,4.2204508781433105,0.0,0.0,0.0,0.0,0.004083103034645319,0.12315782904624939,0.14004109799861908
13,adam,0.049840111045106765,0.34909077325174886,1.4768842689452633,11.52620094053207,2.9443225890469377e-05,4.9628544671107987e-05,4.266535543626355,0.041680762604359656,0.3760345087897393,1.572196187511567,12.199438987239715,5.497345309103689,3.4461007118225098,0.18488112092018127,0.1818322092294693,0.5649632215499878,6.662137985229492,2.656777905940544e-05,6.840080459369346e-05,4.303653240203857,0.0,0.0,0.0,0.0,0.0038972971960902214,0.12081842869520187,0.1369650512933731
14,adam,0.046982223468442115,0.32556713588776126,1.3795626394210323,11.021259400152392,2.7829075641479463e-05,8.763440916570084e-05,4.3331055025900564,0.03884933143854141,0.34563224065688347,1.454441293593376,11.63937101056499,5.203197863794142,3.322484016418457,0.1811540573835373,0.17988386750221252,0.5372884273529053,6.245543479919434,2.5571174774086103e-05,0.00011302173516014591,4.352550983428955,0.0,0.0,0.0,0.0,0.0037435595877468586,0.1195254921913147,0.13506922125816345
15,adam,0.0436281060739871,0.31699032072098027,1.3167603438900364,10.511080034317509,2.6861381610938076e-05,0.0001302441634188947,4.3660719471593055,0.03493270458232972,0.33777060624091854,1.3947963906872658,11.20772635552191,4.979622148698376,3.2371740341186523,0.1760883331298828,0.19023722410202026,0.525891900062561,5.901576042175293,2.520874113542959e-05,0.00014983107394073159,4.371197700500488,0.0,0.0,0.0,0.0,0.0036221512127667665,0.11910438537597656,0.13417917490005493
16,adam,0.040480329384726864,0.31735940517917754,1.287685090495694,10.103186668888215,2.6660115068924853e-05,0.00015912283842842425,4.372512694328062,0.032809515693976034,0.33785208675169176,1.3815756997754496,11.085503055203345,4.852803368722239,3.2421467304229736,0.17790140211582184,0.19710718095302582,0.5494790077209473,5.66077995300293,2.6326071747462265e-05,0.00016610413149464875,4.364347457885742,0.0,0.0,0.0,0.0,0.0035319083835929632,0.11939863115549088,0.13413311541080475
17,adam,0.03820358541223311,0.31787725802390804,1.2783850123805385,9.783881387402934,2.6790159080842238e-05,0.0001692414694961401,4.355544690162905,0.030534666932878957,0.3385510521550332,1.383984508052949,10.491497901178175,4.715695519601145,3.2136287689208984,0.1743553876876831,0.2065528780221939,0.5540556907653809,5.52862024307251,2.6971001716447063e-05,0.0001695112296147272,4.336578369140625,0.0,0.0,0.0,0.0,0.0034746003802865744,0.12027746438980103,0.13480527698993683
18,adam,0.03654566118794103,0.3191581522264788,1.2757606583256875,9.59722440473495,2.7149561344319203e-05,0.00017624357414822424,4.318333410447644,0.028715122851633256,0.3380345259943316,1.3204871954456452,9.87770680458315,4.603446775867093,3.210634231567383,0.1739097535610199,0.20866511762142181,0.5683035254478455,5.450885772705078,2.8353464585961774e-05,0.0001725025213090703,4.291282653808594,0.0,0.0,0.0,0.0,0.0034441726747900248,0.12166371941566467,0.1360928863286972
19,adam,0.03552843630313873,0.317942141525207,1.270713859988797,9.40496930768413,2.7891001434087933e-05,0.00017641608053142385,4.267420707210418,0.028198568210486444,0.333533190911816,1.3331309287778792,9.807415008544922,4.550363694467852,3.1919662952423096,0.17119888961315155,0.21187186241149902,0.5706236958503723,5.424773216247559,2.9625020033563487e-05,0.000174423519638367,4.235335350036621,0.0,0.0,0.0,0.0,0.0034331607166677713,0.12337954342365265,0.1377875804901123
20,adam,0.03471371603588904,0.3172995640385535,1.2631427395728327,9.27934483558901,2.8443912836542773e-05,0.00017895309945508358,4.208315757013136,0.027678909561326428,0.34054837496049944,1.2984075238627772,9.878630238194619,4.520378497339064,3.166626453399658,0.16729912161827087,0.21477730572223663,0.5735180377960205,5.42031717300415,3.081368777202442e-05,0.00018205754167865962,4.173444747924805,0.0,0.0,0.0,0.0,0.003433652687817812,0.12530680000782013,0.13973845541477203
21,adam,0.03407371584926882,0.3154362363200034,1.2587386523523638,9.161476104490218,2.9534202352102334e-05,0.0001810791952941086,4.144658304029895,0.02687550306079849,0.33020251508682,1.3091625898115096,9.67140357725082,4.467525036104264,3.14483904838562,0.16423504054546356,0.21582892537117004,0.57509446144104,5.4240899085998535,3.223386374884285e-05,0.0001898260961752385,4.111797332763672,0.0,0.0,0.0,0.0,0.003437513019889593,0.1272679567337036,0.14173533022403717
22,adam,0.03358179859576687,0.31311184552408033,1.2489684973993609,9.05559265998102,3.0366775688655195e-05,0.00018989045647979384,4.084324159929829,0.026508386877755964,0.32995443767116917,1.3048023869914394,9.528987607648295,4.419487230239376,3.146632432937622,0.16431964933872223,0.21500153839588165,0.5845542550086975,5.404764652252197,3.355825174367055e-05,0.0001983204419957474,4.0511555671691895,0.0,0.0,0.0,0.0,0.003441029926761985,0.1292410045862198,0.14374321699142456
23,adam,0.033200511047917027,0.3107290777467912,1.235425510714131,8.964984401579827,3.0875126310181056e-05,0.00019246023692821542,4.023693461571971,0.025517753055018765,0.31701077376642534,1.3056701806283766,9.20107066246771,4.3530132232173795,3.1326451301574707,0.16166360676288605,0.21575620770454407,0.5932061672210693,5.41154146194458,3.463213943177834e-05,0.0002090344059979543,3.98932147026062,0.0,0.0,0.0,0.0,0.0034471326507627964,0.13129748404026031,0.14584437012672424
24,adam,0.0326383302529012,0.30644761362383444,1.2264498472213745,8.819863442451723,3.1611954029593165e-05,0.00020132964756715323,3.961548666800222,0.026119814104130192,0.31930658798063954,1.3023647992841658,9.284299635118053,4.317019854822466,3.1177818775177,0.15906061232089996,0.21586506068706512,0.6037588715553284,5.411585807800293,3.5713863326236606e-05,0.00021778013615403324,3.9289698600769043,0.0,0.0,0.0,0.0,0.003447849303483963,0.13335682451725006,0.14792747795581818
25,adam,0.03227211036268742,0.30375162151552015,1.2138412075657998,8.723614446578488,3.220383117760291e-05,0.0002078127309364537,3.9032951247307563,0.026140921719131932,0.32723434894315656,1.2575964312399588,9.361592815768335,4.287794813033073,3.0808379650115967,0.15280817449092865,0.21804922819137573,0.6128717660903931,5.442174911499023,3.585244849091396e-05,0.0002330607530893758,3.8715224266052246,0.0,0.0,0.0,0.0,0.003442995250225067,0.13536681234836578,0.14993932843208313
26,adam,0.031656596569284316,0.30078801320445153,1.2006273865699768,8.607789854849539,3.285316004973626e-05,0.00021470423774688595,3.8464313630134828,0.025868946566216407,0.3217000365257263,1.2281167237989363,9.024509276113202,4.21092273342994,3.056978940963745,0.14996378123760223,0.21706850826740265,0.6169815063476562,5.439733982086182,3.6589382943930104e-05,0.0002406329003861174,3.8168604373931885,0.0,0.0,0.0,0.0,0.003427229356020689,0.1373317986726761,0.15186314284801483
27,adam,0.03127011578650244,0.2965378040267575,1.1876947206835593,8.482448547117171,3.302252192835083e-05,0.00022188365654719452,3.7924899362748667,0.02524240050585039,0.31001994975151553,1.2500166316186228,8.9090990097292,4.158357097256568,3.018561363220215,0.14383673667907715,0.21875892579555511,0.6257628798484802,5.463316917419434,3.612297950894572e-05,0.0002545603783801198,3.7619876861572266,0.0,0.0,0.0,0.0,0.0034074822906404734,0.13934968411922455,0.15382477641105652
28,adam,0.030759695917367935,0.2940141549033503,1.1762884393815072,8.388819325354792,3.30501884051163e-05,0.0002345948709144948,3.7356979616226687,0.025134918910841787,0.3099472349689853,1.221405929134738,9.028021412511025,4.134417010891822,3.0005578994750977,0.14117799699306488,0.2186046987771988,0.6328279972076416,5.464756965637207,3.6255540180718526e-05,0.0002629033988341689,3.703723907470703,0.0,0.0,0.0,0.0,0.003384685842320323,0.14154000580310822,0.15594832599163055
29,adam,0.030024142335018805,0.2902070293503423,1.162696865297133,8.267162046124858,3.350135469396088e-05,0.0002407531893338948,3.676542805087182,0.025053192891420856,0.3070912197712929,1.1760568022727966,8.736001168527912,4.056650407852665,2.9643936157226562,0.1351528763771057,0.22008490562438965,0.6430891156196594,5.4935302734375,3.614038723753765e-05,0.00027622361085377634,3.643559217453003,0.0,0.0,0.0,0.0,0.0033587918151170015,0.14385564625263214,0.15818537771701813
30,adam,0.02941356004486161,0.28533059839279423,1.1584016815308602,8.126472688490345,3.371166695292378e-05,0.0002488379611731357,3.615127017421107,0.023964580508970445,0.2920250844570898,1.1805392657556841,8.534880053612493,3.993085576641944,2.9432342052459717,0.13132405281066895,0.22030828893184662,0.6536592841148376,5.51698637008667,3.550875771907158e-05,0.00029367205570451915,3.5818228721618652,0.0,0.0,0.0,0.0,0.0033320197835564613,0.14628562331199646,0.1605355143547058
31,adam,0.028773100325657476,0.28187418272418363,1.1482696629339648,8.046048579677459,3.3972586430947205e-05,0.0002575412762516569,3.5514919219478482,0.0238930631068445,0.29795630997227085,1.158225038359242,8.485420596215032,3.9534655694038636,2.911360740661621,0.12890127301216125,0.2187747061252594,0.6461748480796814,5.497279167175293,3.6247660318622366e-05,0.0002967821783386171,3.5155813694000244,0.0,0.0,0.0,0.0,0.0033073117956519127,0.1489528864622116,0.16313374042510986
32,adam,0.028026448863167918,0.27782514691352844,1.143084737562364,7.935213965754355,3.450868520773046e-05,0.00027169802342541516,3.4827666590290685,0.02347935225454069,0.28628256388248935,1.169163123253853,8.26941603998984,3.894608028473393,2.9040722846984863,0.12757858633995056,0.21519848704338074,0.6692685484886169,5.4787445068359375,3.664788164314814e-05,0.00030682157375849783,3.445168972015381,0.0,0.0,0.0,0.0,0.0032854836899787188,0.15186087787151337,0.1659838855266571
33,adam,0.027444014926591227,0.27232379009646757,1.132652009687116,7.791127835550616,3.446702460003566e-05,0.00027531647919526984,3.4118768784307663,0.022897429223502835,0.28915008085389293,1.1516050946327947,8.280438515447802,3.8462243387776036,2.8537402153015137,0.12259211391210556,0.21698161959648132,0.6488765478134155,5.484289646148682,3.667996497824788e-05,0.00032072668545879424,3.3717458248138428,0.0,0.0,0.0,0.0,0.003268699161708355,0.15498046576976776,0.16906243562698364
34,adam,0.026669253084448077,0.2677493744319485,1.1249730548551005,7.674160357444517,3.5048847137424615e-05,0.0002894077568329991,3.335305906111194,0.02263489906345644,0.2837845192801568,1.1440895545867182,8.248557936760687,3.800558797774776,2.812046527862549,0.11791502684354782,0.2179993987083435,0.6451632976531982,5.471986770629883,3.6834469938185066e-05,0.0003391086938790977,3.2934317588806152,0.0,0.0,0.0,0.0,0.0032565772999078035,0.15840771794319153,0.17246508598327637
35,adam,0.026041441146404512,0.2631576003566865,1.1186700136430803,7.559722115916591,3.53313839549364e-05,0.0003019261592623567,3.2556684940092024,0.021842327509676258,0.2744862418020925,1.1375264140867418,7.990548395341443,3.7344050945774203,2.7906887531280518,0.11719992756843567,0.21436677873134613,0.6482416987419128,5.416254997253418,3.776073572225869e-05,0.0003555589937604964,3.21262526512146,0.0,0.0,0.0,0.0,0.0032469816505908966,0.16206277906894684,0.17610090970993042
36,adam,0.025498733645485293,0.25747791749815785,1.1149670847000615,7.446439158531927,3.5773959802275883e-05,0.0003171095149516458,3.17360669566739,0.021734615607607748,0.2732814271603861,1.1278709134747904,7.8319473881875314,3.6789777201990925,2.7556114196777344,0.11446037888526917,0.21261009573936462,0.6487451195716858,5.366097927093506,3.8212412619031966e-05,0.0003785794833675027,3.1293442249298096,0.0,0.0,0.0,0.0,0.0032418344635516405,0.1659640520811081,0.17999321222305298
37,adam,0.024796992780700806,0.25125250220298767,1.1087747004724318,7.336621515212521,3.6045226044089145e-05,0.0003367666842325801,3.089218408830704,0.021098431680471666,0.2662982359047859,1.1437414538475774,7.727012234349405,3.627273336533577,2.724872350692749,0.11404618620872498,0.2082407921552658,0.6465821266174316,5.268850326538086,3.966300573665649e-05,0.00039573668618686497,3.0436394214630127,0.0,0.0,0.0,0.0,0.00323865725658834,0.17012779414653778,0.18414969742298126
38,adam,0.024222071192437602,0.24727941616888968,1.1049305623577488,7.232578523697391,3.667432129957653e-05,0.0003538754432567305,3.0018137270404446,0.02064404179972987,0.2608548450854517,1.1425358729977761,7.701697764858123,3.5904968477064565,2.686368703842163,0.11177843809127808,0.20398226380348206,0.6543088555335999,5.179414749145508,4.060906212544069e-05,0.000423270947067067,2.9553515911102295,0.0,0.0,0.0,0.0,0.0032365291845053434,0.1745835244655609,0.18859700858592987
39,adam,0.023588501637981783,0.24093931000078878,1.1044113712926065,7.112347787426364,3.7197535998383234e-05,0.0003732183906850555,2.9146925633953464,0.020240517934003183,0.25476061624865376,1.113967284079521,7.512012158670733,3.5282187615671465,2.6486213207244873,0.10929662734270096,0.2042398601770401,0.6404314041137695,5.129105567932129,4.120407538721338e-05,0.00046300384565256536,2.86920166015625,0.0,0.0,0.0,0.0,0.003232576185837388,0.1791079044342041,0.19309446215629578
40,adam,0.023033401478202112,0.23547370251147978,1.100106443128278,6.991710370586764,3.7526695626682694e-05,0.0004052578588016331,2.827178439786357,0.019658608061652028,0.24641014347153326,1.133307170483374,7.359533556046024,3.474262898968112,2.616215467453003,0.1081356331706047,0.20146998763084412,0.6361775398254395,5.046767711639404,4.228742545819841e-05,0.0005029242602176964,2.7808566093444824,0.0,0.0,0.0,0.0,0.0032349457032978535,0.18393534421920776,0.19790518283843994
41,adam,0.02253750381210158,0.2289539695747437,1.0995697417566854,6.863286756700085,3.7761888022707295e-05,0.0004314811902135731,2.7384836750645793,0.019441844174458135,0.241641660851817,1.1260800092451033,7.223547535557901,3.418986174368089,2.57352614402771,0.10668245702981949,0.196641743183136,0.6322057843208313,4.943784236907959,4.307894050725736e-05,0.0005431543686427176,2.6924118995666504,0.0,0.0,0.0,0.0,0.00323509331792593,0.1889779269695282,0.20289769768714905
42,adam,0.022006822449545705,0.22460494022215566,1.0989903230820932,6.770924921958677,3.878800846230719e-05,0.0004662786105332235,2.650524539332236,0.018753772361143943,0.23559912510456577,1.0831809313066545,7.109465614441903,3.372733054622527,2.52401065826416,0.10331768542528152,0.19225656986236572,0.636206328868866,4.859707355499268,4.395782889332622e-05,0.000594132230617106,2.605329751968384,0.0,0.0,0.0,0.0,0.0032355408184230328,0.1941603720188141,0.20799975097179413
43,adam,0.02139965901451726,0.2185998409986496,1.0936452919437039,6.647365062467514,3.893745510609851e-05,0.0005014079750605649,2.5643564270388697,0.01883683257525967,0.23479665335147612,1.1358500507570082,7.275699215550577,3.3520092810353925,2.477290391921997,0.10126642882823944,0.18993154168128967,0.6225575804710388,4.767182350158691,4.459445335669443e-05,0.0006531229009851813,2.5192503929138184,0.0,0.0,0.0,0.0,0.0032436801120638847,0.19950127601623535,0.21325600147247314
44,adam,0.02093208274774013,0.21306195614799375,1.092810703862098,6.554154934421662,3.9455133270577436e-05,0.0005572526171172578,2.4771891563169417,0.01794178056861124,0.22135810794368868,1.1218484217120754,6.899060941511585,3.2792076372331187,2.4396843910217285,0.09980184584856033,0.18730250000953674,0.6110586524009705,4.695051193237305,4.545668343780562e-05,0.0007109907455742359,2.4330005645751953,0.0,0.0,0.0,0.0,0.003260430647060275,0.20508597791194916,0.2187429815530777
45,adam,0.020511087811281605,0.208253514382147,1.0894983410835266,6.449496838354295,3.967228856767648e-05,0.0005943755010863947,2.392217489980882,0.018104208993815606,0.22165307114201208,1.1276441754833344,6.922241457047001,3.248286824072561,2.3954432010650635,0.09774584323167801,0.18370677530765533,0.6021240949630737,4.615837574005127,4.6355351514648646e-05,0.0007760667940601707,2.3489537239074707,0.0,0.0,0.0,0.0,0.003284197999164462,0.21077027916908264,0.22429504990577698
46,adam,0.01999178997451259,0.20351980770787886,1.0921602576009688,6.3418970569487545,4.066140618599621e-05,0.0006438751682458866,2.3096042371565297,0.017578769505264297,0.21822922220153193,1.1143315876683881,6.816602214690177,3.2048857519703526,2.335435152053833,0.09377394616603851,0.18048247694969177,0.5938312411308289,4.532224655151367,4.613367127603851e-05,0.0008566513424739242,2.267918586730957,0.0,0.0,0.0,0.0,0.0033206436783075333,0.21649135649204254,0.2298668622970581
47,adam,0.019559781217286663,0.19880632671617693,1.0876856177083907,6.247871183579968,4.060586445942341e-05,0.0007031931665786092,2.2286118999604256,0.017191412167683724,0.20845593127512163,1.1421363853639173,6.675450294248519,3.1598070359999135,2.2991857528686523,0.09210959821939468,0.17880433797836304,0.5832329988479614,4.462303638458252,4.7061836085049435e-05,0.0009350174805149436,2.1868863105773926,0.0,0.0,0.0,0.0,0.0033764943946152925,0.22246050834655762,0.2356765866279602
48,adam,0.019090980862177188,0.19410673504875553,1.0804769204508873,6.141040417455858,4.121451497813987e-05,0.0007566689277037738,2.1489580754310853,0.01691797757220845,0.2055225319439365,1.095459524662264,6.56353396754111,3.1067767835432485,2.271005153656006,0.09257953613996506,0.1736568957567215,0.5732923150062561,4.375851631164551,4.826525037060492e-05,0.0010022313799709082,2.108492612838745,0.0,0.0,0.0,0.0,0.0034528467804193497,0.22849147021770477,0.24154765903949738
49,adam,0.018694155158535126,0.1896766270360639,1.0767306454720036,6.0480187323785595,4.153073384640588e-05,0.0008170629077921471,2.069924300716769,0.016534645561008685,0.1968572005148857,1.116715015903596,6.2552746957348235,3.0460347821635585,2.2141494750976562,0.08740206062793732,0.17284955084323883,0.5641213655471802,4.343402862548828,4.7767593059688807e-05,0.0011099011171609163,2.030489921569824,0.0,0.0,0.0,0.0,0.0035514836199581623,0.23476345837116241,0.24765178561210632
50,adam,0.018244723338753946,0.18555493652820587,1.0686379094277658,5.941444966100877,4.2214596291042624e-05,0.000869183761683563,1.9952518978426534,0.016438002427739483,0.19879220233809564,1.0907695408790343,6.379841496867519,3.020144693313106,2.1816563606262207,0.08502614498138428,0.17211148142814636,0.5607179403305054,4.291790008544922,4.8582820454612374e-05,0.0012039633002132177,1.9573484659194946,0.0,0.0,0.0,0.0,0.0036722058430314064,0.2409001588821411,0.2536607086658478
51,adam,0.01789382298386866,0.18141433933088857,1.0630362956754622,5.84872825684086,4.231093572020801e-05,0.0009259854240583316,1.9217777790561799,0.01619420819465191,0.19261234277679073,1.0885898893879307,6.254558224831858,2.9754829868193595,2.143564224243164,0.08478828519582748,0.1650429666042328,0.5530306100845337,4.1982855796813965,4.9627360567683354e-05,0.001277391565963626,1.8847343921661377,0.0,0.0,0.0,0.0,0.0038203212898224592,0.24724900722503662,0.26025617122650146
52,adam,0.017539222244053118,0.1778762580886964,1.0607287230030182,5.778222653173631,4.2889220616592454e-05,0.0009845586760239976,1.8506506412259993,0.016005361122229406,0.18844154909733804,1.0876957947208035,6.213441741081976,2.9467628386712845,2.0966951847076416,0.08051954954862595,0.16386348009109497,0.545860767364502,4.176620960235596,4.94942105433438e-05,0.0013909302651882172,1.8144515752792358,0.0,0.0,0.0,0.0,0.003994600381702185,0.25365737080574036,0.26764169335365295
53,adam,0.017232339258395856,0.17478535204164444,1.054181573852416,5.677106872681649,4.277698075560282e-05,0.0010740196805507426,1.7793626170004568,0.015884898092237212,0.18309159192346758,1.1122077242020638,6.115700121848814,2.908244256050356,2.081359386444092,0.08042322099208832,0.16241613030433655,0.5416226387023926,4.124806880950928,5.101470378576778e-05,0.0014752938877791166,1.7434245347976685,0.0,0.0,0.0,0.0,0.0042016347870230675,0.26042109727859497,0.2754514515399933
54,adam,0.017015736520050034,0.1707706533132061,1.0482781971654584,5.5967211108053885,4.3177688161038885e-05,0.001122987175720834,1.7094448804855347,0.015614342515266711,0.1797922844848325,1.1167910560484855,6.027831077575684,2.8716089725494385,2.034477949142456,0.077250637114048,0.15912333130836487,0.5329742431640625,4.081236362457275,5.094426524010487e-05,0.0015805999282747507,1.6742992401123047,0.0,0.0,0.0,0.0,0.004438262432813644,0.26730382442474365,0.28344741463661194
55,adam,0.01667800629811902,0.1685425567050134,1.0391446352005005,5.533638877253378,4.3768965453285004e-05,0.0012026323388601022,1.641320897686866,0.01553654832945716,0.17662474753395205,1.0743417413003984,6.02643302179152,2.842695243896977,2.0016303062438965,0.07402276247739792,0.15762515366077423,0.5299511551856995,4.0785722732543945,5.165708716958761e-05,0.0016838755691424012,1.6076418161392212,0.0,0.0,0.0,0.0,0.004705845378339291,0.2742331624031067,0.29155850410461426
56,adam,0.016386234892472144,0.16485881805419922,1.033100510797193,5.443326565527147,4.4225656541041847e-05,0.0012574189177323733,1.576488410272906,0.01494783562638106,0.16958199153023382,1.0602112066361211,5.723094940185547,2.7805741448556223,1.9824403524398804,0.07341213524341583,0.1552923172712326,0.5281739234924316,4.031641006469727,5.3217045206110924e-05,0.0017693382687866688,1.5445945262908936,0.0,0.0,0.0,0.0,0.004995877388864756,0.2810799479484558,0.29961785674095154
57,adam,0.016178057949629523,0.1618879105775587,1.0252187963454955,5.369503128913141,4.4728632811682235e-05,0.001340519599316101,1.513531807930239,0.015180289565074829,0.17125575917382393,1.0826720691496325,5.78257716086603,2.763213949818765,1.949495792388916,0.07096134126186371,0.15286687016487122,0.5236536860466003,4.007282733917236,5.385240001487546e-05,0.0018634027801454067,1.482491374015808,0.0,0.0,0.0,0.0,0.0053141918033361435,0.2881298065185547,0.30793243646621704
